iter,KL_1_ULA,KL_1_dilation,KL_1_tempering,KL_1_diffusion,KL_1_daz_scale1
0,3.9540632820129393,3.760659008026123,3.178170642852783,2.9946782302856447,2.429210813045502
50,3.8749547243118285,3.1817684268951414,3.150302143096924,2.609773526191711,1.2588266944885254
100,3.565776810646057,2.944699845314026,3.161218032836914,2.3276136684417725,0.8150516331195832
150,3.2776559162139893,2.793532676696777,3.168752589225769,2.146669538021088,0.6842670309543609
200,3.101336407661438,2.7013141679763795,3.1573867177963257,2.0757410597801207,0.6403586590290069
250,2.8531016302108765,2.647390117645264,3.1354398345947265,1.9898022747039794,0.5937371301651001
300,2.866572461128235,2.6136984395980836,3.079854073524475,1.9731860637664795,0.5898546552658082
350,2.969982738494873,2.5944700765609743,3.2211489486694336,1.9304898881912231,0.5742869985103607
400,2.9939883613586424,2.603945894241333,3.1550293922424317,1.8612653779983521,0.5503119921684265
450,2.9052104997634887,2.600980806350708,3.101282448768616,1.7846361589431763,0.5647735583782196
500,2.9049968242645265,2.5984809827804565,3.118536686897278,1.7866428637504577,0.5684162616729737
550,2.842205858230591,2.644212679862976,3.155762400627136,1.7528154039382935,0.5484535109996795
600,2.8432644033432006,2.6504957771301267,3.1222875928878784,1.7211026883125304,0.5564715993404389
650,2.9075235891342164,2.7094552278518678,3.123639669418335,1.6931172394752503,0.541459504365921
700,2.7312828540802,2.733427357673645,3.1692929553985594,1.7566772437095641,0.5479655706882477
750,2.8176336812973024,2.7752843999862673,3.138504910469055,1.6903164649009705,0.5469896894693375
800,2.8193476009368896,2.7970927715301515,3.147972502708435,1.5577326774597169,0.5465626466274262
850,2.7700028562545778,2.7888321399688722,3.087429766654968,1.649015917778015,0.5307748633623123
900,2.7323755693435667,2.843060083389282,3.098207640647888,1.678889937400818,0.541237803697586
950,2.8443945693969725,2.9124347496032716,3.12277813911438,1.6771952152252196,0.5456380605697632
1000,2.881927318572998,2.9332655668258667,3.098748641014099,1.6320568108558655,0.5422175240516662
1050,2.8525367164611817,2.933883075714111,3.108388051986694,1.7311502838134765,0.5508969223499298
1100,2.9012285375595095,2.9704279041290285,3.153789687156677,1.6512156534194946,0.5377892047166825
1150,2.878102946281433,2.989859757423401,3.1016224956512453,1.674062478542328,0.542678548693657
1200,2.986211042404175,3.0395044469833374,3.106305661201477,1.5917914390563965,0.5424595248699188
1250,3.0044773197174073,3.0797264862060545,3.044856481552124,1.5544113445281982,0.5404657983779907
1300,3.0562805271148683,3.129605369567871,3.0759713792800905,1.5924923133850097,0.5557230830192565
1350,2.9514287185668944,3.1650688123703,3.0885788917541506,1.609158351421356,0.5446146929264069
1400,2.9838205766677857,3.181010322570801,3.250681095123291,1.643563494682312,0.5483258104324341
1450,2.940691614151001,3.2506062984466553,3.1680523204803466,1.6919930171966553,0.5590430974960328
1500,2.9002541303634644,3.295669507980347,3.109164834022522,1.5006915426254273,0.5440199053287507
1550,2.8113210296630857,3.3093216371536256,3.1168431663513183,1.627626163959503,0.5417017167806626
1600,2.9342677402496338,3.349661979675293,3.0222957801818846,1.5552099680900573,0.5321235692501068
1650,2.9841691207885743,3.4400763654708864,3.055387506484985,1.6551449799537659,0.5449366402626038
1700,3.0249933385849,3.4264997577667238,3.0542357397079467,1.4169979882240296,0.5456441855430603
1750,3.0398504161834716,3.4626327180862426,3.183534789085388,1.5125100898742676,0.5337635511159897
1800,2.963509268760681,3.483432550430298,3.1242267084121704,1.48398859500885,0.5462247693538665
1850,2.8639852523803713,3.497896461486816,3.0734425735473634,1.5333654713630676,0.5340760117769241
1900,2.8487061882019042,3.5024678468704225,3.0669540786743164,1.4637613797187805,0.5474983441829682
1950,2.8096229887008666,3.5868292331695555,3.1747548532485963,1.3929316997528076,0.5440347456932068
2000,2.931263093948364,3.6150749731063843,3.140581889152527,1.3785936737060547,0.5433196979761123
2050,2.9431728076934816,3.6307494831085205,3.0782655572891233,1.4361878967285155,0.5449719989299774
2100,2.8803647470474245,3.6255511379241945,3.09446608543396,1.4458401370048524,0.5560482108592987
2150,2.760848822593689,3.660810079574585,2.9885952425003053,1.473354845046997,0.5405627155303955
2200,2.975694622993469,3.6979071521759033,3.1380480575561522,1.5076562237739564,0.5563317239284515
2250,2.9045439910888673,3.7519887351989745,3.139771914482117,1.3666644501686096,0.5375492197275161
2300,2.858271350860596,3.741498565673828,3.098402724266052,1.3942718648910521,0.5544898176193237
2350,2.8202712821960447,3.7659403610229494,3.074893636703491,1.3441254878044129,0.5555004513263703
2400,2.8510671186447145,3.758064503669739,3.0031482076644895,1.418054392337799,0.5402528542280197
2450,2.9427416276931764,3.7834500217437745,3.11587354183197,1.4553767704963685,0.547971978187561
