iter,KL_3_ULA,KL_3_dilation,KL_3_tempering,KL_3_diffusion,KL_3_daz_scale1
0,8.066542568206787,17.19839786529541,1.5972630882263184,0.6965168809890747,1.3588958311080932
50,5.131695423126221,14.905608959197998,1.3283654165267944,0.587967176437378,1.056540470123291
100,4.203212561607361,13.860325927734374,1.2525601983070374,0.5408463406562806,0.9713426351547241
150,3.5554891443252563,13.107114315032959,1.1438229036331178,0.47921269059181215,0.9176920628547669
200,3.1937562465667724,12.601200141906737,1.12462087392807,0.4811022168397903,0.8850366401672364
250,2.8736086225509645,12.193029232025147,1.0404716169834136,0.46792247354984284,0.8664632797241211
300,2.6833675384521483,11.849895267486572,1.0113412141799927,0.44570588409900663,0.8787182354927063
350,2.544509563446045,11.58244716644287,1.0037632668018341,0.43726498901844024,0.8484259748458862
400,2.3299954557418823,11.275233535766601,1.00570760846138,0.47659163177013397,0.8615757393836975
450,2.1839739084243774,11.059836406707763,1.0040428996086121,0.4613705229759216,0.8530130434036255
500,2.124835121631622,10.919642276763916,1.0352803540229798,0.45314606428146365,0.8436255538463593
550,1.9822120475769043,10.726855754852295,1.0190670895576477,0.43548896789550784,0.8277347588539123
600,1.8644827008247375,10.495062084197999,1.0029895997047424,0.4328780645132065,0.8408716225624084
650,1.8120987367630006,10.344920291900635,0.9531327652931213,0.4307767456769943,0.8431122553348541
700,1.7325518751144409,10.156073570251465,0.9303720676898957,0.40193113207817077,0.8276504111289978
750,1.6827251935005187,9.903990612030029,0.9075776696205139,0.41843193888664243,0.8388221096992493
800,1.5881534361839293,9.761584320068359,0.9077055430412293,0.40576268374919894,0.8303949165344239
850,1.5053322505950928,9.54510778427124,0.9396624803543091,0.39625065863132475,0.8413967025279999
900,1.5910714507102965,9.44901496887207,0.9075220561027527,0.38914157569408414,0.8237128031253814
950,1.52893728017807,9.278684520721436,0.8989093279838563,0.4094789338111877,0.8184510290622711
1000,1.4429806399345397,9.173462944030762,0.9323443686962127,0.41936577022075655,0.832251535654068
1050,1.454285168647766,9.11832067489624,0.9204500198364258,0.4045383131504059,0.8348237013816834
1100,1.354686131477356,8.950487384796142,0.9081960701942444,0.4013335406780243,0.8414242136478424
1150,1.3972436475753784,8.969458713531495,0.9314349997043609,0.4069517755508423,0.8446612584590912
1200,1.3313516688346863,8.874931678771972,0.972354782819748,0.42422076165676115,0.8237130475044251
1250,1.3317718291282654,8.689653491973877,0.968334537744522,0.4096463567018509,0.8227100956439972
1300,1.294220290184021,8.38205644607544,0.9060791778564453,0.41933923184871674,0.8357707786560059
1350,1.263000476360321,8.314870643615723,0.8999267411231995,0.388709574341774,0.8338870906829834
1400,1.2929889798164367,8.233583850860596,0.9238346290588378,0.39921281695365907,0.8218683063983917
1450,1.306515815258026,8.161332063674926,0.9708155953884124,0.3841662257909775,0.8247030031681061
1500,1.286180374622345,7.97500301361084,0.9435222351551056,0.3942732584476471,0.8141857671737671
1550,1.2248670601844787,7.897189302444458,0.916033810377121,0.3938546121120453,0.8126813805103302
1600,1.215751793384552,7.883462800979614,0.8882058012485504,0.4066707998514175,0.8092340159416199
1650,1.227524983882904,7.7163482189178465,0.982484084367752,0.3980855357646942,0.8147901833057404
1700,1.1403904962539673,7.610391263961792,0.9817501127719879,0.4087671279907227,0.822589350938797
1750,1.1715585041046142,7.499666700363159,0.9783989417552948,0.42387214601039885,0.8241691291332245
1800,1.152392671108246,7.4069703102111815,0.9052775073051452,0.41561772882938386,0.8268856501579285
1850,1.1862978672981261,7.356641063690185,0.9182419955730439,0.3993298548460007,0.8285969889163971
1900,1.1853384566307068,7.343383903503418,0.9561686050891877,0.39799334764480593,0.8299750185012817
1950,1.1604046273231505,7.20378210067749,0.965243524312973,0.40757034838199613,0.8365692639350891
2000,1.1559356760978698,7.103567714691162,0.9736972522735595,0.3773331773281097,0.8278987681865693
2050,1.1714501976966858,7.062342224121093,0.9313102650642395,0.36714593529701234,0.8299187338352203
2100,1.1483117151260376,7.052004556655884,0.9427989685535431,0.40628658294677733,0.8256766188144684
2150,1.1948901581764222,6.966614656448364,0.9277287304401398,0.4194093656539917,0.828389961719513
2200,1.1582298755645752,6.819209585189819,0.9803924345970154,0.3900264698266983,0.828693026304245
2250,1.1977033352851867,6.788601083755493,0.958369722366333,0.3682949531078339,0.8252080714702607
2300,1.2019533801078797,6.639972486495972,0.9887761580944061,0.3814848291873932,0.8279787468910217
2350,1.1801060628890991,6.570734071731567,0.9517864108085632,0.3455008351802826,0.8252675366401673
2400,1.2269065165519715,6.50653865814209,0.9149371016025544,0.35720733404159544,0.8127563607692718
2450,1.1776477551460267,6.391163501739502,0.9289672827720642,0.3428401511907577,0.8205462861061096
2500,1.133993604183197,6.393898582458496,0.9532463228702546,0.35223489224910737,0.822660460472107
2550,1.079191839694977,6.290857305526734,1.01775763630867,0.3459857267141342,0.8256677424907685
2600,1.065580928325653,6.144917449951172,0.9452803659439087,0.3830121845006943,0.8210216033458709
