iter,KL_2_ULA,KL_2_dilation,KL_2_tempering,KL_2_diffusion,KL_2_daz_scale1
0,7.484963760375977,7.563445615768432,1.6253269815444946,0.8733064937591553,0.6849356800317764
50,5.48955132484436,8.054109554290772,1.3987412190437316,0.7056366634368897,0.47852580845355985
100,4.539720287322998,8.290071601867675,1.3442399430274963,0.6595943927764892,0.4311358505487442
150,3.8889346361160277,8.489759883880616,1.2721050906181335,0.6027609634399415,0.41504452407360076
200,3.4593653869628906,8.644278450012207,1.1797021651268005,0.6111394906044006,0.40463268041610717
250,3.183822584152222,8.73098596572876,1.1932107186317444,0.6176260149478913,0.39444464206695556
300,2.8737247610092163,8.845940265655518,1.2263907432556151,0.598916187286377,0.39884632885456084
350,2.7133942365646364,8.83920721054077,1.1657513737678529,0.5647677034139633,0.40477352142333983
400,2.595319404602051,8.818178081512452,1.183019242286682,0.6026965820789337,0.3860776770114899
450,2.4680088138580323,8.736842231750488,1.1624824953079225,0.6070063865184784,0.3835746085643768
500,2.3260190153121947,8.716992244720458,1.2333764958381652,0.6119408214092255,0.39608398377895354
550,2.2304762172698975,8.773316745758057,1.2235430216789245,0.5642452365159989,0.3989054274559021
600,2.056828210353851,8.755911960601807,1.2027177572250367,0.571795079112053,0.3848948836326599
650,1.9957215642929078,8.627102661132813,1.226961624622345,0.5580731850862503,0.3816279804706573
700,1.9340297079086304,8.570158443450929,1.2212209963798524,0.5657955425977707,0.36798105597496034
750,1.8269598007202148,8.520653686523438,1.2416524219512939,0.547089637517929,0.36300043046474456
800,1.8006619238853454,8.472862758636474,1.2436227107048035,0.5861602890491485,0.3751549047231674
850,1.7567174816131592,8.48639814376831,1.2336819410324096,0.5283551031351089,0.3712573409080505
900,1.7499575042724609,8.3975319480896,1.2755544567108155,0.5427198398113251,0.34255411505699157
950,1.6488157439231872,8.305699710845948,1.2856557178497314,0.5653775960206986,0.3362565726041794
1000,1.5960969805717469,8.272099113464355,1.248353247642517,0.5543696486949921,0.3329659950733185
1050,1.5235122704505921,8.216131076812744,1.276862096786499,0.5411365979909897,0.36533625423908234
1100,1.6358432245254517,8.182160167694091,1.2964354372024536,0.5958077794313431,0.3549867993593216
1150,1.5210610938072204,8.11338924407959,1.2576237678527833,0.5198529028892517,0.3523243999481201
1200,1.4914922213554382,8.118139190673828,1.2285511422157287,0.5044737637043,0.34776137173175814
1250,1.4786889147758484,8.066234455108642,1.2590045285224916,0.5329309022426605,0.3544981122016907
1300,1.5100636458396912,7.997628469467163,1.2586800003051757,0.5253277796506882,0.3654831004142761
1350,1.5840613150596619,7.951188745498658,1.327939956188202,0.523144879937172,0.34894113123416903
1400,1.5956798386573792,7.896427354812622,1.275402901172638,0.5378051996231079,0.35174870014190673
1450,1.4936931729316711,7.837049293518066,1.2726460528373718,0.5320213931798935,0.3518640726804733
1500,1.4597080039978028,7.7563414478302,1.2336375379562379,0.5557171040773392,0.3497766423225403
1550,1.4556292581558228,7.685371799468994,1.225346829891205,0.5434610670804978,0.35335693836212156
1600,1.4883026099205017,7.608392448425293,1.2883508229255676,0.5124217635393142,0.3488313698768616
1650,1.4470880293846131,7.49149531364441,1.333114185333252,0.5295509594678879,0.3486559051275253
1700,1.4947156023979187,7.438235359191895,1.296832218170166,0.5092194348573684,0.3567177850008011
1750,1.526627972126007,7.4543775463104245,1.335006160736084,0.4791165590286255,0.35555460274219514
1800,1.5502425575256347,7.333641624450683,1.374557821750641,0.4830113369226456,0.3484037524461746
1850,1.487764093875885,7.351969776153564,1.4069885182380677,0.48621121764183045,0.34354237735271453
1900,1.5243988633155823,7.25704421043396,1.423427526950836,0.5143956804275512,0.33929022669792175
1950,1.4872403717041016,7.185041809082032,1.4016157722473144,0.5296150332689286,0.35504190146923065
2000,1.4690412092208862,7.184882411956787,1.408005542755127,0.5158407324552536,0.3725645464658737
2050,1.4855141568183898,7.195152759552002,1.4038518595695495,0.5079842710494995,0.3688687741756439
2100,1.5111243224143982,7.159772996902466,1.3848932147026063,0.5019525170326233,0.35854692935943605
2150,1.488677170276642,7.068038787841797,1.4363318276405335,0.5014224672317504,0.3657899045944214
2200,1.4550793719291688,7.073076238632202,1.410025634765625,0.487282252907753,0.3803831738233566
2250,1.4491401743888854,7.02757490158081,1.4021268129348754,0.4956141304969788,0.3707595598697662
2300,1.4672398662567139,6.944153213500977,1.3703709149360657,0.4863604897260666,0.3762843304872513
2350,1.4636430954933166,6.907658996582032,1.3575022554397582,0.470244904756546,0.36675193548202517
2400,1.4348571944236754,6.810002431869507,1.3770915079116821,0.46678652465343473,0.3840280765295029
2450,1.4624046111106872,6.705192785263062,1.4282605481147765,0.43793576836586,0.3782781273126602
2500,1.4119559168815612,6.693333358764648,1.4008377003669739,0.47222804605960844,0.3567445355653763
2550,1.4320615077018737,6.609571475982666,1.38119704246521,0.4992322081327438,0.3633505201339722
2600,1.4474037981033325,6.505097045898437,1.3787207889556885,0.5092761486768722,0.36819339454174044
2650,1.515676395893097,6.521751394271851,1.4263830018043517,0.49081643044948575,0.359889075756073
2700,1.5329995846748352,6.474513635635376,1.4196174931526184,0.47884774684906006,0.352316575050354
2750,1.516993420124054,6.3541497802734375,1.4058410263061523,0.4735823482275009,0.3418257617950439
2800,1.445158426761627,6.291293878555297,1.3649531292915345,0.4870572453737259,0.35437084078788755
2850,1.3546726727485656,6.31388105392456,1.3810400223731996,0.4885198622941971,0.3469501954317093
2900,1.423793339729309,6.3150467205047605,1.412791657447815,0.5162858504056931,0.34716818571090696
2950,1.4720918202400208,6.189656658172607,1.4248166966438294,0.5177498811483383,0.3488792514801025
3000,1.5321705436706543,6.077255964279175,1.4057876396179199,0.5318679881095886,0.3563966780900955
3050,1.5014085721969606,5.973546867370605,1.5007987308502198,0.5045722764730454,0.35434128940105436
3100,1.496902208328247,5.992501497268677,1.4738885045051575,0.4833420246839523,0.3494324553012848
3150,1.563722207546234,5.971587657928467,1.5258126115798951,0.4940925496816635,0.36318288087844847
3200,1.578019163608551,5.928240375518799,1.4450818586349488,0.4979163992404938,0.373580174446106
3250,1.6114436650276185,5.858989677429199,1.4823900842666626,0.48812945365905763,0.3728457474708557
3300,1.588651213645935,5.807940378189087,1.534043869972229,0.46733680069446565,0.3696464443206787
3350,1.6201649141311645,5.809244136810303,1.5559566354751586,0.44563630580902097,0.35525555491447447
3400,1.5914825558662415,5.781241512298584,1.5114756941795349,0.45833261251449586,0.3569739830493927
3450,1.5798989415168763,5.754377326965332,1.468112540245056,0.4702752870321274,0.367842857837677
3500,1.696160433292389,5.611321334838867,1.495948224067688,0.46342483162879944,0.3477267020940781
3550,1.7583038091659546,5.578097743988037,1.4601321697235108,0.48191415905952456,0.34281411588191985
3600,1.7245638132095338,5.514072341918945,1.5021306371688843,0.49061046600341796,0.3493737816810608
3650,1.66321320772171,5.486866235733032,1.539426953792572,0.4933885335922241,0.33818133771419523
3700,1.6762301754951476,5.513161334991455,1.5404745745658874,0.45778369784355166,0.33816427409648897
3750,1.645875675678253,5.440945644378662,1.5327144861221313,0.45711053669452667,0.3464752131700516
3800,1.6115558600425721,5.387034902572632,1.4434936046600342,0.4742483615875244,0.3559321242570877
3850,1.6412152981758117,5.319538307189942,1.4905388569831848,0.4878032195568085,0.3484560799598694
3900,1.5917368578910827,5.335916223526001,1.5050019192695618,0.46846514999866484,0.3379275244474411
3950,1.5991868567466736,5.231771802902221,1.5484301042556763,0.5468780219554901,0.3461602956056595
4000,1.5999713492393495,5.262037324905395,1.5342050790786743,0.5180282038450241,0.3533946406841278
4050,1.617533233165741,5.177655115127563,1.5531250977516173,0.5070091670751572,0.34243758499622345
4100,1.649476408958435,5.164548044204712,1.5524107027053833,0.516819623708725,0.34448322653770447
4150,1.632976450920105,5.197101516723633,1.5374169993400573,0.5245584720373153,0.340651770234108
4200,1.7145243740081788,5.238572025299073,1.538522343635559,0.4880686384439468,0.3381673377752304
4250,1.5949380445480346,5.230205869674682,1.5228374671936036,0.4832372611761093,0.3443257534503937
4300,1.6258410120010376,5.119914417266846,1.4820471000671387,0.5064711463451386,0.3460572111606598
4350,1.7168069100379943,5.0096703720092775,1.4822218108177185,0.49241254150867464,0.33271631360054016
4400,1.7224286270141602,4.882589502334595,1.5183220934867858,0.4723697900772095,0.3327736735343933
4450,1.6926965832710266,4.8127178192138675,1.490027687549591,0.4909068500995636,0.3220280683040619
4500,1.659179241657257,4.76889365196228,1.4783038687705994,0.48803492248058317,0.3308663356304169
4550,1.6715350508689881,4.719161653518677,1.4851406383514405,0.4747762584686279,0.343744341135025
4600,1.6654620003700256,4.720991897583008,1.5387583208084106,0.4423699426651001,0.34055962681770324
4650,1.6262393450737,4.684751777648926,1.5990772724151612,0.49920044183731077,0.341717329621315
4700,1.5363295030593873,4.679759311676025,1.5899742126464844,0.49016621470451355,0.3460719347000122
4750,1.6296687650680541,4.650078935623169,1.5467752480506898,0.4659335952997208,0.3434643965959549
4800,1.539143464565277,4.600853357315064,1.5312104272842406,0.5176397114992142,0.3481679129600525
4850,1.5848047351837158,4.591733865737915,1.538230571746826,0.48501389563083647,0.3402767926454544
4900,1.5368572330474854,4.585011510848999,1.545537259578705,0.5177777910232544,0.3453270673751831
4950,1.482642307281494,4.5007844734191895,1.5310114192962647,0.499859533905983,0.34452381134033205
5000,1.540672767162323,4.427007303237915,1.4989554071426392,0.5033787435293198,0.33989346623420713
5050,1.6331400752067566,4.382246570587158,1.5515436697006226,0.503054006099701,0.345079066157341
5100,1.6201623129844664,4.442744655609131,1.647752652168274,0.5040036231279373,0.346630557179451
5150,1.619346511363983,4.410944156646728,1.6783468437194824,0.4866260153055191,0.3587841886281967
5200,1.6830848383903503,4.333927688598632,1.625893406867981,0.42976388096809387,0.3464300137758255
5250,1.6413774490356445,4.313366289138794,1.6249986338615416,0.48091535687446596,0.33964046835899353
5300,1.6405032396316528,4.2215282917022705,1.6771937417984009,0.46058010160923,0.35297460079193116
