iter,KL_1_ULA,KL_1_dilation,KL_1_tempering,KL_1_diffusion,KL_1_daz_scale1
0,3.5835565328598022,3.7030281019210816,3.461448521614075,3.042352976799011,2.7908208179473877
50,4.294802150726318,3.0640016698837282,3.34298647403717,3.1168143701553346,2.7760077285766602
100,4.1834800243377686,2.757949962615967,3.249738564491272,3.157995734214783,2.7004945373535154
150,3.9314854383468627,2.6220894145965574,3.090485191345215,3.2251166772842406,2.8493251180648804
200,3.804898772239685,2.6365479946136476,3.117205834388733,3.173031792640686,2.778445224761963
250,3.720626087188721,2.7621040391921996,3.1692244529724123,3.154305310249329,2.7646472311019896
300,3.561793928146362,3.0031863117218016,3.090395550727844,3.1495026206970214,2.8283089637756347
350,3.425111799240112,3.36737952709198,3.1092089653015136,3.2234668731689453,2.907186598777771
400,3.321068277359009,3.693195285797119,3.0504948711395263,3.1979235935211183,2.922389740943909
450,3.2031457901000975,4.020460796356201,3.0270902252197267,3.1666656494140626,2.761324768066406
500,3.044865846633911,4.202966861724853,3.0070044660568236,3.164753403663635,2.8456049251556395
550,2.962893395423889,4.224139337539673,3.0691399717330934,3.091353030204773,2.8623549842834475
600,2.8672172260284423,4.20764835357666,2.9291848659515383,3.2517530012130735,2.860283818244934
650,2.9389395999908445,4.108028755187989,2.925746603012085,3.279489989280701,2.8813619804382324
700,2.946488409042358,4.058729038238526,2.830842890739441,3.2082302141189576,3.011012063026428
750,2.8485691499710084,3.9487087726593018,2.864473052024841,3.1578860759735106,2.8999697160720825
800,2.907265696525574,3.836629629135132,2.870838875770569,3.1116007661819456,2.921606407165527
850,2.9766840314865113,3.7933674383163454,3.008402900695801,3.1633608150482178,2.8890754795074463
900,2.918693490028381,3.668725872039795,3.0110343313217163,3.138203182220459,2.8676339483261106
950,2.8341115379333495,3.531434664726257,2.912225561141968,3.164786295890808,2.8700103187561035
1000,2.8589667081832886,3.4591359090805054,2.991516890525818,3.096050329208374,2.926723766326904
1050,2.81958637714386,3.2623154640197756,2.86233172416687,3.069835481643677,2.9511345529556277
1100,2.8029823398590086,3.239920525550842,2.8824536323547365,3.051714596748352,2.87425274848938
1150,2.81896782875061,3.150870852470398,2.926454119682312,3.091144347190857,2.809833331108093
1200,2.776306700706482,3.0861125421524047,2.9414599180221557,3.1424503469467164,2.832214341163635
1250,2.712647404670715,2.9940299367904664,2.8313959980010988,3.134342632293701,2.831574387550354
1300,2.8275571775436403,2.9286143302917482,2.8270639419555663,3.0388195943832397,2.97375433921814
1350,2.8784183502197265,2.952073030471802,2.874907922744751,2.976090307235718,2.9364120817184447
1400,2.8678718852996825,2.922467818260193,2.9999024486541748,2.9753511333465577,2.910165910720825
1450,2.8411550188064574,2.9413180494308473,3.015465021133423,3.0141024589538574,2.8796784257888794
1500,2.814814920425415,2.9053959369659426,2.8632903718948364,3.094945983886719,2.8617610692977906
1550,2.7857991075515747,2.9278369474411012,2.8137294387817384,3.0765096759796142,2.7253499031066895
1600,2.789669313430786,2.913808283805847,2.8920024394989015,3.1924100875854493,2.8578877115249632
1650,2.8500772666931153,2.874630765914917,2.7393594455718993,3.0844216918945313,2.849018931388855
1700,2.8206402683258056,2.9199073696136475,2.7847256803512574,3.1099291801452638,2.911556811332703
1750,2.837206654548645,2.8879792976379393,2.8953601837158205,3.095324645042419,2.8120927810668945
1800,2.8252754545211793,2.964635443687439,2.885757303237915,3.2066035985946657,2.819711890220642
1850,2.771492428779602,2.9408265495300294,2.8405251026153566,3.108356156349182,2.907245945930481
1900,2.8464912748336793,2.853416557312012,2.824904956817627,3.12346390247345,2.8882475519180297
1950,2.9528279209136965,2.874868211746216,2.877114896774292,2.9753845882415773,2.9181240606307983
2000,3.0065214824676514,2.9626785564422606,2.8170116424560545,2.9884161520004273,2.943984203338623
2050,2.9618681335449217,3.044448914527893,2.9689404439926146,3.024308829307556,2.9453970289230345
2100,3.010264458656311,3.062463040351868,2.9112757205963136,3.082488622665405,2.9177809858322146
2150,3.006334133148193,3.0953386878967284,2.8382126617431642,3.1322658824920655,2.8612120056152346
2200,2.9675253295898436,2.9484237098693846,2.8807329511642457,3.149337034225464,2.8843729066848756
2250,2.895021834373474,2.9694784832000733,2.9584584522247312,2.99047287940979,3.00187801361084
2300,2.9384376049041747,3.0352471828460694,2.994136390686035,3.1129781150817872,2.971150417327881
2350,2.9562962675094604,2.9893791770935056,3.0033765602111817,3.1792999696731568,2.8540702199935915
2400,2.9584583234786987,3.0008472633361816,2.973420615196228,3.1208606910705567,2.8493719244003297
2450,2.9183812665939333,3.013020215034485,3.0128442525863646,3.163522653579712,2.7185971689224244
2500,2.791005239486694,3.043673806190491,3.067673192024231,3.228482403755188,2.768332715034485
2550,2.70174391746521,2.970547971725464,3.0184115266799925,3.3201136493682863,2.903559908866882
2600,2.81680371761322,2.928903274536133,2.992388253211975,3.159389238357544,2.7258280992507933
2650,2.97395592212677,2.890709171295166,3.039850492477417,3.1676785945892334,2.7394214487075805
2700,3.00025062084198,2.867201733589172,3.009123501777649,3.214452886581421,2.84839017868042
2750,3.002103886604309,2.889586615562439,2.9724059104919434,3.1987080812454223,2.919138240814209
2800,3.0243730545043945,2.858203616142273,2.921263279914856,3.149746322631836,2.8161173677444458
2850,3.0640700387954714,2.8518509578704836,2.8812004804611204,2.9587591886520386,2.8162326526641848
2900,2.970790023803711,3.0107519483566283,2.7461624813079832,3.026372890472412,2.8082051277160645
2950,2.8958756256103517,2.989444947242737,2.772984881401062,3.2329358005523683,2.8167285776138304
3000,2.8296789264678956,3.048491678237915,2.8686993455886842,3.148169584274292,2.817972111701965
3050,2.813621120452881,3.0398737001419067,2.9184159946441652,3.1379365301132203,2.8745165824890138
3100,2.9649657344818117,2.994834108352661,2.911348567008972,3.042208685874939,2.867746925354004
3150,2.8954481887817383,2.938402795791626,2.8673578262329102,2.9096389484405516,2.860751886367798
3200,2.9369213342666627,2.8491140699386595,3.01241042137146,2.9554757022857667,2.9833122444152833
3250,2.9970245599746703,2.9376639842987062,3.013131284713745,2.9251328468322755,2.912474341392517
3300,3.0565682888031005,2.9901968240737915,3.0342746067047117,2.9681079721450807,2.7659311532974242
3350,2.986711220741272,2.9064041709899904,3.02313955783844,3.0798137903213503,2.740562582015991
3400,3.0281686353683472,2.8670047330856323,3.0058103799819946,3.17268648147583,2.8931865978240965
3450,3.0670142936706544,2.82202552318573,2.954379982948303,3.215688257217407,2.865536322593689
3500,3.1721957111358643,2.870115694999695,3.126886024475098,3.086395335197449,2.7731074857711793
3550,3.1392996597290037,2.925779972076416,3.030252985954285,3.1956482887268067,2.854976649284363
3600,2.9737012434005736,2.8482921648025514,2.8744185829162596,3.3014354038238527,2.9334148263931272
3650,2.9141441917419435,2.888306584358215,2.915140323638916,3.2008748197555543,2.9714502620697023
3700,2.982106475830078,2.902377200126648,2.889495015144348,3.1860803031921385,2.906477060317993
3750,2.9487954139709474,2.9417543506622312,2.893592662811279,3.059600009918213,2.940748243331909
3800,2.915759162902832,3.014474391937256,2.9436384344100954,3.1384746742248537,2.937590003013611
3850,2.9024851179122924,2.8155060243606567,2.9172466564178468,2.974656009674072,2.9422372341156007
3900,2.8408531188964843,2.967681436538696,3.016636781692505,3.1203773498535154,2.8066563320159914
3950,2.8023060750961304,2.9653070878982546,2.816259436607361,3.115914807319641,2.872977137565613
4000,2.82675509929657,2.950237259864807,2.8327470302581785,3.046615328788757,2.9070823764801026
4050,2.9039707708358766,2.978897361755371,2.8202630996704103,3.047983989715576,2.8131258344650267
4100,2.9541644716262816,2.949186577796936,2.9309427404403685,2.964357461929321,2.7694783115386965
4150,3.0059407138824463,2.8124425554275514,2.919276309013367,3.075705814361572,2.8956063175201416
4200,3.001738405227661,2.8141704416275024,2.8674130725860594,2.9894117975234984,2.9309379053115845
4250,3.0545665311813353,2.834191951751709,2.896437578201294,2.9530504369735717,2.9973931550979613
4300,3.056360945701599,2.945375671386719,2.9059165477752686,3.1387378931045533,3.0498564195632936
4350,3.031932621002197,2.90237633228302,2.967485408782959,3.1246601486206056,3.0436125087738035
4400,2.9849600076675413,2.994253282546997,2.816344690322876,3.0927003955841066,2.894442138671875
4450,2.9203482389450075,3.0000395727157594,2.83084903717041,3.086961097717285,2.9693676948547365
4500,2.982945747375488,2.972467470169067,2.901469578742981,3.0309354734420775,2.953584098815918
4550,3.0118376779556275,2.9497109699249267,2.9686242008209227,3.1741436243057253,2.9967526483535765
4600,2.959873356819153,3.0277245378494264,2.9828275442123413,3.209534010887146,2.9047155714035036
