iter,KL_3_ULA,KL_3_dilation,KL_3_tempering,KL_3_diffusion,KL_3_daz_scale1
0,8.137547616958619,16.98069812774658,1.9753138875961305,0.8173667883872986,1.4151340675354005
50,5.240111322402954,14.319916019439697,1.8494265532493592,0.8687985658645629,1.446212615966797
100,4.157939853668213,12.891290721893311,1.8032436966896057,0.9248928439617157,1.4820141768455506
150,3.6293602991104126,11.957172527313233,1.7184586095809937,0.9065199649333954,1.449120855331421
200,3.1990314817428587,10.96892822265625,1.677003619670868,0.9290429067611694,1.4954047584533692
250,2.9272492265701295,10.054302196502686,1.5828593611717223,0.9160503911972045,1.4669053912162782
300,2.7273476696014405,9.147178592681884,1.556647448539734,0.9518751323223114,1.4555393004417418
350,2.5745515489578246,8.25273024559021,1.4899084091186523,0.9357306122779846,1.473112952709198
400,2.4125667572021485,7.467073774337768,1.4569169306755065,0.941237963438034,1.48649888753891
450,2.265898323059082,6.710249452590943,1.4061336040496826,0.97504030585289,1.3732135367393494
500,2.176406328678131,6.0431977653503415,1.354897563457489,0.9282590627670289,1.3868381524085998
550,2.0791941928863524,5.4494195079803465,1.3494531178474427,0.9008973014354705,1.4004833149909972
600,1.9703470540046693,4.960268507003784,1.341080780029297,0.9068655776977539,1.3593272399902343
650,1.8853663396835327,4.483936862945557,1.357937126159668,0.9164673244953155,1.3023553705215454
700,1.8285783052444458,4.024395613670349,1.2832953500747681,0.9530924332141876,1.3077911567687988
750,1.7439507246017456,3.6093493795394895,1.246285972595215,0.929388188123703,1.2442634916305542
800,1.7248070907592774,3.3046216011047362,1.2003508687019349,0.9654251420497895,1.2398082137107849
850,1.6630492973327637,3.0632399797439573,1.1899158239364624,0.958034336566925,1.2895918655395509
900,1.5298934268951416,2.793229022026062,1.1607613611221312,0.9850273668766022,1.3250831961631775
950,1.436502456665039,2.6577088403701783,1.1906031465530396,1.027086228132248,1.3205459451675414
1000,1.4344194722175598,2.432167625427246,1.1620724320411682,0.999012758731842,1.409462215900421
