err_mean;err_cos1;err_cos2;err_cos3
1.030362844467163;0.3192695677280426;0.7314179539680481;1.173468828201294
0.5681917071342468;0.5997030138969421;0.47316262125968933;0.32967624068260193
0.5724274516105652;0.6045455932617188;0.47280701994895935;0.32742759585380554
0.5574836730957031;0.6055649518966675;0.46984347701072693;0.326478511095047
0.5709559321403503;0.6020514369010925;0.4676983058452606;0.33061909675598145
0.5578420758247375;0.6065887808799744;0.4751850664615631;0.32827329635620117
0.5700940489768982;0.6091793179512024;0.4732416272163391;0.3267073631286621
0.5725757479667664;0.6008154153823853;0.47011104226112366;0.3282862603664398
0.5719284415245056;0.6013372540473938;0.4702022075653076;0.3230007588863373
0.5689837336540222;0.60309898853302;0.4690886437892914;0.3243791162967682
0.570760190486908;0.5999897718429565;0.47004151344299316;0.32379254698753357
0.5652886629104614;0.5979981422424316;0.47126346826553345;0.31938406825065613
0.5616104602813721;0.598728597164154;0.47368231415748596;0.32362040877342224
0.5630046129226685;0.6018065810203552;0.47104746103286743;0.3213050067424774
0.5657982230186462;0.5997690558433533;0.4732489585876465;0.319352388381958
0.5571916699409485;0.5982369184494019;0.47019529342651367;0.3234959840774536
0.5542738437652588;0.5993670225143433;0.4700789451599121;0.32793620228767395
0.5498456358909607;0.5998274683952332;0.4730401933193207;0.3245938718318939
0.5529547929763794;0.601040780544281;0.47735342383384705;0.3241601884365082
0.5467366576194763;0.5998241305351257;0.47580471634864807;0.3246197998523712
0.5448408722877502;0.5988194346427917;0.46992141008377075;0.3243376910686493
0.5413439869880676;0.6003631949424744;0.47214794158935547;0.32330450415611267
0.5396348834037781;0.5994689464569092;0.4730401933193207;0.32292816042900085
0.5426123738288879;0.6012555956840515;0.47070780396461487;0.3226134479045868
0.5456734299659729;0.6004678606987;0.4747278690338135;0.32450419664382935
0.5449061393737793;0.6011895537376404;0.4703677296638489;0.3261755108833313
0.5471329092979431;0.603813111782074;0.47274380922317505;0.3213820457458496
0.5400998592376709;0.5994908213615417;0.47477078437805176;0.3253439962863922
0.5419662594795227;0.598648726940155;0.47473302483558655;0.32540231943130493
0.5401559472084045;0.6003454923629761;0.4742898941040039;0.3286449611186981
0.5432535409927368;0.5991097688674927;0.4719308316707611;0.3240109980106354
0.5398516058921814;0.5978712439537048;0.4734721779823303;0.3277868330478668
0.538341224193573;0.5959404706954956;0.4702118933200836;0.3225427567958832
0.5382346510887146;0.5951749086380005;0.4673589766025543;0.32385316491127014
0.543120801448822;0.596391499042511;0.46863070130348206;0.31918299198150635
0.5478026270866394;0.5996093153953552;0.46987199783325195;0.3230985105037689
0.5550214648246765;0.6021001935005188;0.47238069772720337;0.3231402337551117
0.5537890791893005;0.6002756953239441;0.47310829162597656;0.320358544588089
0.5553581714630127;0.5993081331253052;0.47692593932151794;0.3195698857307434
0.5548271536827087;0.5995251536369324;0.47060996294021606;0.3163721263408661
0.5481212735176086;0.6012042760848999;0.4716969132423401;0.3212272822856903
0.5498208403587341;0.6025633811950684;0.4661799371242523;0.31653928756713867
0.5444040298461914;0.599230170249939;0.4664890766143799;0.32350587844848633
0.5409319400787354;0.6014589667320251;0.4712575376033783;0.325935423374176
0.5395002365112305;0.6011454463005066;0.4733549654483795;0.32288089394569397
0.5444563031196594;0.6016489863395691;0.47371435165405273;0.32735222578048706
0.540695309638977;0.6020845770835876;0.46941280364990234;0.32420527935028076
0.5414624810218811;0.600553572177887;0.47099733352661133;0.32352858781814575
0.5399012565612793;0.5979098677635193;0.4718470573425293;0.3256087005138397
0.5386368036270142;0.6032485365867615;0.4699982702732086;0.32447338104248047
0.5400791168212891;0.6032634973526001;0.46934229135513306;0.32140597701072693
0.5392821431159973;0.6026979684829712;0.4667987823486328;0.3212015628814697
0.543317437171936;0.6034780740737915;0.4677309989929199;0.32325872778892517
0.5451030731201172;0.6069743037223816;0.4674104154109955;0.32730042934417725
0.5486525297164917;0.6071800589561462;0.47155091166496277;0.31872186064720154
