iter,diffusion,ULA,tempering,dilation,DAZ
0,0.99,0.99,0.99,0.99,0.99
65,0.15142238,0.15142238,0.8544809,0.98992825,0.13136147
131,0.089856684,0.089856684,0.8072707,0.98985493,0.07192589
197,0.06617227,0.06617227,0.7729313,0.98978096,0.054185063
262,0.05344062,0.05344062,0.7454482,0.9897077,0.045387227
328,0.045158427,0.045158427,0.7215839,0.9896327,0.03976538
394,0.039352205,0.039352205,0.7005766,0.9895572,0.035821885
459,0.03507944,0.03507944,0.6819817,0.98948234,0.032898817
525,0.031693973,0.031693973,0.66477007,0.98940575,0.030559953
591,0.028970616,0.028970616,0.6489232,0.9893286,0.028658388
656,0.026755312,0.026755312,0.634426,0.9892521,0.027094916
722,0.024860166,0.024860166,0.6206615,0.9891738,0.02574339
788,0.023239605,0.023239605,0.607727,0.989095,0.024575913
854,0.021835018,0.021835018,0.5955165,0.98901564,0.023554169
919,0.020621242,0.020621242,0.5841159,0.9889369,0.022663064
985,0.019529385,0.019529385,0.57310486,0.9888564,0.021854408
1051,0.018554894,0.018554894,0.56260526,0.9887753,0.021126617
1116,0.017691392,0.017691392,0.5527167,0.98869485,0.020476554
1182,0.016897472,0.016897472,0.5430935,0.9886126,0.019874286
1248,0.01617506,0.01617506,0.5338547,0.98852974,0.019322261
1313,0.015523947,0.015523947,0.52510166,0.98844755,0.018821226
1379,0.014916198,0.014916198,0.5165376,0.9883635,0.018350378
1445,0.01435549,0.01435549,0.508276,0.9882789,0.017913211
1510,0.013843914,0.013843914,0.5004142,0.98819494,0.017511833
1576,0.013361036,0.013361036,0.49269164,0.98810905,0.017130699
1642,0.012911024,0.012911024,0.48521432,0.9880226,0.016773405
1708,0.012490425,0.012490425,0.47796693,0.98793554,0.016437624
1773,0.012102088,0.012102088,0.47104064,0.9878491,0.01612585
1839,0.011731503,0.011731503,0.46420988,0.9877608,0.015826778
1905,0.011382632,0.011382632,0.45757172,0.9876719,0.015543754
1970,0.0110583175,0.0110583175,0.451212,0.9875836,0.015279358
2036,0.010746937,0.010746937,0.4449257,0.9874934,0.015024251
2102,0.010452077,0.010452077,0.43880334,0.9874025,0.014781494
2167,0.010176514,0.010176514,0.43292615,0.9873123,0.014553577
2233,0.0099105695,0.0099105695,0.42710578,0.98722017,0.014332611
2299,0.009657528,0.009657528,0.42142695,0.9871273,0.014121417
2364,0.00941998,0.00941998,0.41596633,0.98703516,0.013922287
2430,0.009189779,0.009189779,0.41055006,0.98694104,0.0137284715
2496,0.008969858,0.008969858,0.4052577,0.98684615,0.0135425385
2562,0.008759524,0.008759524,0.40008396,0.98675066,0.013363955
2627,0.008561107,0.008561107,0.39509985,0.98665595,0.01319482
2693,0.008367939,0.008367939,0.39014757,0.98655903,0.0130294785
2759,0.008182582,0.008182582,0.38530043,0.98646146,0.012870209
2824,0.00800722,0.00800722,0.38062564,0.98636466,0.012718921
2890,0.00783599,0.00783599,0.37597555,0.98626566,0.012570634
2956,0.0076712403,0.0076712403,0.37141937,0.986166,0.012427428
3021,0.0075149564,0.0075149564,0.36702064,0.98606706,0.012291063
3087,0.007361975,0.007361975,0.36264104,0.985966,0.012157098
3153,0.0072144433,0.0072144433,0.35834587,0.98586416,0.012027421
3219,0.0070720534,0.0070720534,0.3541323,0.9857616,0.011901806
3284,0.0069365706,0.0069365706,0.35005957,0.9856599,0.011781867
3350,0.006803589,0.006803589,0.34600025,0.9855559,0.011663721
3416,0.0066749807,0.0066749807,0.3420148,0.98545116,0.01154905
3481,0.00655238,0.00655238,0.3381599,0.9853472,0.011439373
3547,0.006431816,0.006431816,0.3343147,0.98524094,0.011331137
3613,0.006315012,0.006315012,0.3305369,0.985134,0.011225917
3678,0.0062034796,0.0062034796,0.32688022,0.98502785,0.011125106
3744,0.006093611,0.006093611,0.3232305,0.9849193,0.0110254735
3810,0.005987007,0.005987007,0.31964257,0.98481,0.010928468
3875,0.0058850544,0.0058850544,0.31616762,0.9847016,0.010835401
3941,0.0057844874,0.0057844874,0.31269723,0.9845907,0.010743284
4007,0.0056867613,0.0056867613,0.3092836,0.98447907,0.010653474
4073,0.005591753,0.005591753,0.30592528,0.98436666,0.010565887
4138,0.0055007315,0.0055007315,0.30267036,0.98425514,0.010481709
4204,0.005410792,0.005410792,0.2994174,0.98414105,0.010398255
4270,0.0053232433,0.0053232433,0.2962156,0.9840262,0.010316764
4335,0.005239275,0.005239275,0.2931109,0.9839123,0.010238348
4401,0.005156198,0.005156198,0.2900066,0.98379576,0.010160533
4467,0.0050752424,0.0050752424,0.28694966,0.98367846,0.010084468
4532,0.004997511,0.004997511,0.28398424,0.9835621,0.010011202
4598,0.0049205315,0.0049205315,0.2810179,0.98344314,0.0099384105
4664,0.0048454404,0.0048454404,0.2780955,0.9833233,0.009867184
4729,0.0047732587,0.0047732587,0.27525952,0.9832045,0.009798519
4795,0.0047017126,0.0047017126,0.2724216,0.98308295,0.009730243
4861,0.004631855,0.004631855,0.26962477,0.9829606,0.009663378
4927,0.004563625,0.004563625,0.266868,0.9828373,0.009597866
4992,0.0044979723,0.0044979723,0.26419142,0.98271513,0.009534639
5058,0.004432812,0.004432812,0.26151162,0.9825901,0.009471692
5124,0.0043691196,0.0043691196,0.25886944,0.9824642,0.009409987
5189,0.0043077827,0.0043077827,0.2563032,0.9823393,0.009350364
5255,0.004246857,0.004246857,0.25373313,0.98221165,0.009290978
5321,0.004187265,0.004187265,0.2511983,0.98208314,0.009232713
5386,0.0041298238,0.0041298238,0.24873547,0.9819555,0.009176388
5452,0.0040727295,0.0040727295,0.24626832,0.9818252,0.009120242
5518,0.004016841,0.004016841,0.24383426,0.98169386,0.009065108
5583,0.003962937,0.003962937,0.2414687,0.9815636,0.009011778
5649,0.003909326,0.003909326,0.23909825,0.9814305,0.008958583
5715,0.0038568066,0.0038568066,0.23675896,0.98129636,0.008906317
5781,0.0038053521,0.0038053521,0.23445018,0.9811613,0.008854942
5846,0.003755683,0.003755683,0.23220564,0.98102736,0.008805221
5912,0.00370624,0.00370624,0.22995566,0.9808904,0.008755569
5978,0.0036577708,0.0036577708,0.22773452,0.9807524,0.008706759
6043,0.0036109562,0.0036109562,0.2255746,0.9806156,0.008659467
6109,0.0035643277,0.0035643277,0.22340898,0.9804757,0.008612239
6175,0.0035185898,0.0035185898,0.22127058,0.9803349,0.008565767
6240,0.0034743915,0.0034743915,0.21919069,0.98019516,0.008520719
6306,0.0034303493,0.0034303493,0.21710487,0.98005235,0.008475718
6372,0.0033871236,0.0033871236,0.21504475,0.97990847,0.008431414
6438,0.0033446916,0.0033446916,0.21300995,0.97976357,0.0083877975
6503,0.0033036573,0.0033036573,0.21103029,0.97961986,0.008345497
6569,0.003262742,0.003262742,0.20904438,0.979473,0.0083031915
6635,0.0032225626,0.0032225626,0.20708245,0.979325,0.008261527
6700,0.00318369,0.00318369,0.20517328,0.9791783,0.008221096
6766,0.0031449068,0.0031449068,0.20325771,0.9790282,0.008180647
6832,0.003106808,0.003106808,0.20136493,0.9788772,0.008140792
6897,0.0030699275,0.0030699275,0.19952272,0.9787273,0.008102101
6963,0.0030331232,0.0030331232,0.19767396,0.9785741,0.008063367
7029,0.0029969441,0.0029969441,0.19584706,0.9784198,0.008025189
7094,0.0029619173,0.0029619173,0.19406857,0.9782668,0.007988125
7160,0.0029269408,0.0029269408,0.19228347,0.9781104,0.007951004
7226,0.0028925498,0.0028925498,0.19051889,0.97795284,0.0079143895
7292,0.0028587307,0.0028587307,0.18877478,0.9777941,0.007878288
7357,0.0028259645,0.0028259645,0.18707655,0.97763675,0.0078432085
7423,0.0027932327,0.0027932327,0.18537147,0.9774759,0.007808053
7489,0.0027610315,0.0027610315,0.183686,0.9773139,0.0077733854
7554,0.0027298264,0.0027298264,0.18204454,0.97715324,0.0077396655
7620,0.0026986443,0.0026986443,0.18039638,0.9769889,0.007705901
7686,0.002667956,0.002667956,0.17876677,0.9768235,0.0076725427
7751,0.0026382064,0.0026382064,0.1771794,0.9766595,0.0076401415
7817,0.0026084653,0.0026084653,0.17558558,0.9764917,0.007607634
7883,0.0025791873,0.0025791873,0.17400917,0.97632277,0.007575558
7948,0.0025507938,0.0025507938,0.17247377,0.9761552,0.007544351
8014,0.002522406,0.002522406,0.1709316,0.975984,0.0075130463
8080,0.0024944495,0.0024944495,0.16940625,0.9758115,0.00748215
8146,0.002466916,0.002466916,0.16789763,0.9756378,0.0074516158
8211,0.002440203,0.002440203,0.1664276,0.97546554,0.0074218987
8277,0.0024134808,0.0024134808,0.16495116,0.97528946,0.007392107
8343,0.0023871595,0.0023871595,0.16349053,0.9751121,0.007362663
8408,0.0023616152,0.0023616152,0.16206717,0.97493625,0.007333997
8474,0.0023360522,0.0023360522,0.16063736,0.9747564,0.007305234
8540,0.0023108665,0.0023108665,0.1592228,0.97457534,0.0072768196
8605,0.0022864186,0.0022864186,0.15784422,0.9743958,0.0072491514
8671,0.0022619457,0.0022619457,0.15645896,0.9742122,0.007221375
8737,0.0022378298,0.0022378298,0.15508853,0.9740274,0.0071939114
8802,0.002214407,0.002214407,0.15375286,0.97384405,0.0071671633
8868,0.002190967,0.002190967,0.15241064,0.9736566,0.007140307
8934,0.0021678489,0.0021678489,0.15108234,0.9734679,0.007113762
9000,0.0021450636,0.0021450636,0.14976776,0.9732778,0.007087515
9065,0.0021229254,0.0021229254,0.14848648,0.97308934,0.0070619406
9131,0.0021007615,0.0021007615,0.14719889,0.97289664,0.007036254
9197,0.0020789003,0.0020789003,0.14592446,0.97270256,0.007010848
9262,0.0020576601,0.0020576601,0.14468212,0.9725102,0.0069860895
9328,0.002036391,0.002036391,0.14343342,0.97231346,0.0069612195
9394,0.0020154063,0.0020154063,0.14219742,0.9721154,0.006936614
9459,0.0019950143,0.0019950143,0.14099239,0.97191894,0.006912632
9525,0.0019745897,0.0019745897,0.1397811,0.97171813,0.0068885325
9591,0.001954435,0.001954435,0.13858204,0.9715159,0.006864681
9657,0.0019345446,0.0019345446,0.13739501,0.9713123,0.0068410784
9722,0.0019152166,0.0019152166,0.13623762,0.97111034,0.006818064
9788,0.0018958484,0.0018958484,0.13507408,0.97090393,0.0067949328
9854,0.0018767316,0.0018767316,0.13392214,0.97069603,0.006772048
9919,0.0018581469,0.0018581469,0.13279885,0.9704899,0.0067497357
9985,0.0018395173,0.0018395173,0.13166949,0.9702792,0.0067273043
10051,0.0018211299,0.0018211299,0.13055126,0.970067,0.0067050885
10116,0.001803254,0.001803254,0.12946078,0.9698566,0.006683421
10182,0.0017853313,0.0017853313,0.12836426,0.96964145,0.006661626
10248,0.0017676374,0.0017676374,0.1272785,0.9694249,0.0066400417
10313,0.0017504293,0.0017504293,0.12621951,0.9692101,0.006619001
10379,0.0017331738,0.0017331738,0.1251547,0.96899045,0.006597847
10445,0.0017161359,0.0017161359,0.124100365,0.96876943,0.006576887
10511,0.00169931,0.00169931,0.12305625,0.9685468,0.0065561174
10576,0.0016829435,0.0016829435,0.12203775,0.96832603,0.0065358444
10642,0.001666529,0.001666529,0.12101347,0.9681003,0.006515472
10708,0.0016503178,0.0016503178,0.119999014,0.96787316,0.0064952937
10773,0.0016345393,0.0016345393,0.11900935,0.9676478,0.0064755916
10839,0.0016187312,0.0016187312,0.11801429,0.9674174,0.006455755
10905,0.0016030911,0.0016030911,0.11702868,0.9671855,0.0064361175
10970,0.0015878998,0.0015878998,0.11606715,0.9669555,0.006416962
11036,0.0015726266,0.0015726266,0.115099944,0.9667204,0.006397665
11102,0.0015575739,0.0015575739,0.11414187,0.96648365,0.0063785263
11167,0.0015428903,0.0015428903,0.113207445,0.966249,0.006359888
11233,0.0015281908,0.0015281908,0.11226745,0.966009,0.00634111
11299,0.0015136399,0.0015136399,0.11133619,0.96576744,0.006322473
11365,0.0014992761,0.0014992761,0.110413626,0.96552414,0.006304034
11430,0.0014852895,0.0014852895,0.1095138,0.9652829,0.0062860237
11496,0.0014712474,0.0014712474,0.108608454,0.9650364,0.0062678675
11562,0.0014573854,0.0014573854,0.10771145,0.9647881,0.006249904
11627,0.0014438612,0.0014438612,0.10683634,0.9645419,0.006232349
11693,0.0014303274,0.0014303274,0.10595604,0.96429026,0.0062146443
11759,0.0014169218,0.0014169218,0.10508372,0.9640369,0.0061971433
11824,0.0014038802,0.0014038802,0.10423254,0.96378565,0.0061800224
11890,0.0013907934,0.0013907934,0.10337641,0.9635289,0.0061627747
11956,0.0013778294,0.0013778294,0.10252797,0.9632703,0.0061456985
12022,0.0013650537,0.0013650537,0.10168734,0.96300995,0.0061287247
12087,0.0013525876,0.0013525876,0.10086719,0.96275187,0.006112183
12153,0.0013400735,0.0013400735,0.10004178,0.962488,0.006095503
12219,0.0013277151,0.0013277151,0.099224016,0.96222234,0.006078952
12284,0.0013156552,0.0013156552,0.09842603,0.96195894,0.0060628075
12350,0.0013035679,0.0013035679,0.09762282,0.9616897,0.0060464987
12416,0.0012916116,0.0012916116,0.09682728,0.9614186,0.0060303854
12481,0.0012799429,0.0012799429,0.09605068,0.9611498,0.006014591
12547,0.0012682626,0.0012682626,0.09526913,0.9608751,0.0059987125
12613,0.0012566929,0.0012566929,0.09449491,0.9605985,0.0059829378
12678,0.0012454051,0.0012454051,0.09373891,0.9603242,0.005967529
12744,0.0012341063,0.0012341063,0.09297852,0.9600439,0.00595201
12810,0.0012229094,0.0012229094,0.09222475,0.9597616,0.005936596
12876,0.0012118211,0.0012118211,0.09147781,0.95947754,0.0059213266
12941,0.001201052,0.001201052,0.090748794,0.9591958,0.00590637
13007,0.0011902152,0.0011902152,0.090014935,0.9589078,0.0058913385
13073,0.0011794766,0.0011794766,0.089287944,0.95861787,0.0058763754
13138,0.0011690531,0.0011690531,0.08857789,0.95833045,0.0058617974
13204,0.0011585635,0.0011585635,0.08786379,0.95803666,0.005847058
13270,0.0011481675,0.0011481675,0.087155625,0.95774084,0.0058324775
13335,0.0011380666,0.0011380666,0.08646468,0.9574476,0.005818178
13401,0.0011279117,0.0011279117,0.08576896,0.9571478,0.005803811
13467,0.0011178479,0.0011178479,0.085079655,0.956846,0.005789507
13532,0.0011080507,0.0011080507,0.084406525,0.95654684,0.00577556
13598,0.0010982191,0.0010982191,0.08372922,0.956241,0.0057614716
13664,0.001088474,0.001088474,0.08305772,0.95593315,0.005747505
13730,0.0010788196,0.0010788196,0.08239228,0.9556232,0.0057336297
13795,0.0010694447,0.0010694447,0.08174244,0.95531595,0.0057200603
13861,0.0010600085,0.0010600085,0.08108856,0.9550019,0.005706395
13927,0.0010506557,0.0010506557,0.080440156,0.95468575,0.0056927954
13992,0.0010415504,0.0010415504,0.079807386,0.9543723,0.005679542
14058,0.0010324126,0.0010324126,0.079170145,0.95405185,0.0056661144
14124,0.001023355,0.001023355,0.07853881,0.95372933,0.005652859
14189,0.0010145123,0.0010145123,0.07792198,0.9534096,0.0056398385
14255,0.0010056486,0.0010056486,0.077301554,0.95308274,0.0056267404
14321,0.0009968757,0.0009968757,0.07668609,0.9527538,0.0056137242
14386,0.0009883109,0.0009883109,0.0760855,0.9524276,0.005600973
14452,0.0009796896,0.0009796896,0.07548068,0.9520943,0.005588155
14518,0.000971185,0.000971185,0.07488116,0.95175874,0.005575366
14584,0.00096276135,0.00096276135,0.07428685,0.9514209,0.0055627334
14649,0.00095453695,0.00095453695,0.07370637,0.95108604,0.0055503338
14715,0.0009462582,0.0009462582,0.07312229,0.9507438,0.0055378294
