x,ULA,dilation,tempering,diffusion,daz
-2.6164942,0.017918915,0.0,0.0,0.014358113,0.0394295
-2.5606647,0.032254044,0.0,0.0,0.05384292,0.053767495
-2.5048356,0.086010784,0.0,0.0,0.089738205,0.07169
-2.449006,0.17560536,0.0,0.0,0.07538009,0.1326265
-2.393177,0.3082053,0.0,0.0,0.10768584,0.114704
-2.3373477,0.5662401,0.0,0.0035845153,0.2153726,0.20073284
-2.2815185,0.79201597,0.0,0.0,0.24408792,0.23657699
-2.2256894,1.0894699,0.0,0.0,0.31228894,0.3476965
-2.16986,1.3439186,0.0,0.0035845,0.37690046,0.3476965
-2.1140308,1.6377887,0.0,0.0,0.46304917,0.465985
-2.0582013,1.7560536,0.0,0.010753499,0.42715386,0.4337245
-2.0023723,1.9603292,0.0,0.010753499,0.51330256,0.465985
-1.9465429,1.8241453,0.0,0.014338,0.51330256,0.5054145
-1.8907137,1.8241493,0.0,0.025091553,0.4809978,0.46957052
-1.8348844,1.4621834,0.0,0.028676,0.42356434,0.39071047
-1.7790551,1.1181402,0.0,0.064521,0.40202716,0.2975135
-1.7232258,0.81710243,0.0,0.1039505,0.34100518,0.24016151
-1.6673965,0.49456203,0.0,0.1397955,0.2656251,0.21148549
-1.6115673,0.2616167,0.0,0.19714792,0.16870819,0.12904227
-1.5557381,0.12901618,0.0,0.24733049,0.09332774,0.0896125
-1.4999088,0.1039297,0.014329396,0.3476965,0.06102198,0.07169
-1.4440795,0.060924307,0.028658792,0.45164698,0.04307434,0.053767495
-1.3882502,0.017918915,0.13612927,0.544844,0.03948481,0.028676
-1.332421,0.017918915,0.26509383,0.5627665,0.02153717,0.007169
-1.2765918,0.0035837903,0.5660124,0.4910775,0.0071790717,0.0071690152
-1.2207625,0.007167565,0.9314108,0.62370294,0.0035895281,0.007169
-1.1649332,0.0,1.4866749,0.5771045,0.0035895281,0.0
-1.1091039,0.0,2.1494095,0.5054145,0.0,0.0035845
-1.0532746,0.0,2.3965917,0.39429498,0.0,0.0
-0.99744534,0.0,2.5828764,0.2939293,0.0,0.0
-0.9416162,0.0,2.385847,0.24733075,0.0,0.0
-0.8857869,0.0,1.9667097,0.193563,0.0,0.0
-0.8299576,0.0,1.3720398,0.157718,0.0,0.0
-0.7741283,0.0,0.8740941,0.046598546,0.0,0.0
-0.7182991,0.0,0.45495835,0.0250915,0.0,0.0
-0.66246986,0.0,0.16120587,0.028676031,0.0,0.0
-0.6066406,0.0,0.10030577,0.0179225,0.0071790563,0.0035845
-0.5508113,0.0,0.025076443,0.0,0.017947642,0.0035845
-0.494982,0.0,0.003582351,0.0,0.032305773,0.025091512
-0.43915278,0.0,0.010747054,0.0035845018,0.035895303,0.03942952
-0.3833235,0.0,0.0,0.014338007,0.078969665,0.09319705
-0.32749426,0.0,0.0,0.03942952,0.15434979,0.20431662
-0.27166498,0.0,0.0,0.093196996,0.23331934,0.2831755
-0.2158357,0.0,0.0,0.24374613,0.4056169,0.3835417
-0.16000645,0.0,0.0,0.42297122,0.5168924,0.5555978
-0.104177184,0.0,0.0,0.5412596,0.59586185,0.70256215
-0.048347916,0.0035837842,0.0,0.8423578,0.68201065,0.7670833
0.007481348,0.0,0.0,0.8136818,0.7896966,0.8459423
0.06331061,0.0,0.0,0.69180876,0.7394431,0.7312383
0.119139805,0.0,0.0,0.5197541,0.57791585,0.62728935
0.17496899,0.0,0.0,0.4408936,0.4917655,0.4444781
0.23079826,0.0,0.0,0.1935631,0.31946817,0.29034463
0.28662753,0.0,0.0,0.060936533,0.20101368,0.2079011
0.34245676,0.0,0.0,0.025091512,0.14717074,0.13621107
0.39828604,0.0,0.0,0.053767495,0.068201035,0.057352
0.45411533,0.0,0.0,0.03584502,0.02871624,0.046598524
0.50994456,0.0,0.0,0.06810553,0.02512671,0.0071690036
0.56577384,0.0,0.0,0.0896125,0.0071790563,0.014338
0.62160313,0.0,0.0,0.12904213,0.003589532,0.007169008
0.67743236,0.0,0.0,0.129042,0.0035895281,0.0
0.73326164,0.0,0.0,0.207901,0.0035895281,0.0
0.7890909,0.0,0.0,0.21865474,0.0,0.0
0.84492016,0.0,0.0,0.2760065,0.0,0.0
0.90074944,0.0,0.0,0.29392898,0.0,0.0
0.95657873,0.0,0.0,0.25449976,0.0,0.007169008
1.0124079,0.0,0.0,0.39787993,0.010768597,0.0
1.0682372,0.0,0.0,0.365619,0.0071790563,0.028676
1.1240665,0.0,0.0,0.39071047,0.02153717,0.0035845
1.1798958,0.0,0.0,0.3978795,0.02153717,0.021506999
1.235725,0.0,0.0,0.408633,0.028716225,0.028676
1.2915542,0.0,0.0,0.30468315,0.03230582,0.04301409
1.3473835,0.0,0.0,0.3835415,0.07538009,0.057352
1.4032128,0.0,0.0,0.4050485,0.05743245,0.093196996
1.4590421,0.0,0.0,0.308267,0.10768584,0.0681055
1.5148714,0.0,0.0,0.279591,0.19383453,0.10753499
1.5707006,0.0,0.0,0.2939296,0.1507605,0.19714792
1.6265298,0.0,0.0,0.1828095,0.2656251,0.136211
1.6823591,0.0,0.0,0.17205599,0.28357273,0.2544995
1.7381884,0.0,0.0,0.1541335,0.33741567,0.3261895
1.7940177,0.0,0.0,0.1039505,0.31946802,0.32260498
