TV;KL
1.778592824935913;7.343534469604492
1.4166929721832275;4.1256022453308105
1.2318205833435059;2.7858710289001465
1.1314234733581543;2.195845127105713
1.065697431564331;1.799801230430603
0.997243344783783;1.5068910121917725
0.9720851182937622;1.3744115829467773
0.9494577646255493;1.2542592287063599
0.9019161462783813;1.1080124378204346
0.884036660194397;1.04473876953125
0.8670369982719421;0.9849718809127808
0.8549200296401978;0.9160795211791992
0.8366146087646484;0.8846912980079651
0.8099027872085571;0.8132969737052917
0.8058578968048096;0.8061240911483765
0.8058706521987915;0.7837234735488892
0.7897257804870605;0.7463151812553406
0.7877222299575806;0.728113055229187
0.7744089365005493;0.6946103572845459
0.7573359608650208;0.6666724681854248
0.7532352805137634;0.6509020924568176
0.7545220851898193;0.6553932428359985
0.7407416105270386;0.6261250972747803
0.7312530875205994;0.6078882813453674
0.728563666343689;0.5964325666427612
0.7180882692337036;0.5785123109817505
0.7206255197525024;0.5696288347244263
0.7045139074325562;0.5565598011016846
0.7071595191955566;0.5498676896095276
0.6923222541809082;0.5327004194259644
0.6957241296768188;0.5409247875213623
0.6925588846206665;0.5298565030097961
0.6893615126609802;0.5189491510391235
0.6964802742004395;0.522391676902771
0.6797598600387573;0.5025805234909058
0.6785836815834045;0.4994162321090698
0.6778256893157959;0.49943217635154724
0.67682945728302;0.499409556388855
0.6678205728530884;0.4838579595088959
0.668868362903595;0.48538243770599365
0.6575330495834351;0.46815305948257446
0.6651883721351624;0.47780394554138184
0.6594986915588379;0.465349018573761
0.6628580093383789;0.46601951122283936
0.6611244082450867;0.46581119298934937
0.6570850610733032;0.4565977454185486
0.6507660150527954;0.4487689435482025
0.6507956981658936;0.4473193287849426
0.6554849147796631;0.4556965231895447
0.6445211172103882;0.4447188675403595
0.6457353234291077;0.4357527196407318
0.6460409164428711;0.4402427077293396
0.6450455188751221;0.43874549865722656
0.6382999420166016;0.4325200617313385
0.6438404321670532;0.4380214512348175
0.6395494937896729;0.42827290296554565
0.6434623003005981;0.43557465076446533
0.6306074857711792;0.42611458897590637
0.633345901966095;0.42180773615837097
0.6294194459915161;0.4250178933143616
0.6295955181121826;0.41838687658309937
0.636777400970459;0.4237312078475952
0.6274996995925903;0.41713955998420715
0.6290665864944458;0.411886602640152
0.6272187232971191;0.41482704877853394
0.6272720098495483;0.4099685251712799
0.6210504770278931;0.405564546585083
0.6306599974632263;0.41429388523101807
0.6230936646461487;0.4088747799396515
0.6218963265419006;0.404019832611084
0.6209283471107483;0.40040844678878784
0.6195818185806274;0.3985719680786133
0.61072838306427;0.38630080223083496
0.618762731552124;0.40233349800109863
0.6140012741088867;0.39607158303260803
0.61961829662323;0.4003329873085022
0.6186068058013916;0.4023113250732422
0.606078028678894;0.38955432176589966
0.6149833798408508;0.3946472406387329
0.608829140663147;0.39043375849723816
0.621332049369812;0.3977032005786896
0.612147867679596;0.38766756653785706
0.6101905107498169;0.3871889114379883
0.6098257303237915;0.38885849714279175
0.6089073419570923;0.3954653739929199
0.6083900332450867;0.3938286006450653
0.6080591082572937;0.38803762197494507
0.606412410736084;0.3797382712364197
0.6023805737495422;0.3841841518878937
0.6060848236083984;0.38300982117652893
0.6058545112609863;0.3867608308792114
0.6064675450325012;0.3873814642429352
0.6067665815353394;0.38543766736984253
0.6031895875930786;0.37859562039375305
0.6023823022842407;0.37893539667129517
0.6087788939476013;0.3803941607475281
0.6058856844902039;0.3815533518791199
0.6010103225708008;0.3798953890800476
0.6012411117553711;0.3806125521659851
0.5967308282852173;0.3701378405094147
0.5966501235961914;0.3733152151107788
0.6039395928382874;0.37799444794654846
0.5984206795692444;0.3764795660972595
0.5993915796279907;0.37450581789016724
0.600791335105896;0.37647825479507446
0.602629542350769;0.38107702136039734
0.6011359691619873;0.37972038984298706
0.5929642915725708;0.36430150270462036
0.5972681045532227;0.37020349502563477
0.5999792218208313;0.37056946754455566
0.5989781022071838;0.37114831805229187
0.5986438989639282;0.3714430332183838
0.5914676189422607;0.3644467294216156
0.5917088389396667;0.36353248357772827
0.5982984900474548;0.36970198154449463
0.5924498438835144;0.3636198043823242
0.5915893316268921;0.364467591047287
0.5984192490577698;0.37378618121147156
0.5859937071800232;0.36065006256103516
0.5891736149787903;0.3659089207649231
0.589301347732544;0.3658832907676697
0.5921299457550049;0.3673841953277588
0.5936604738235474;0.3653174042701721
0.592369794845581;0.3619193434715271
0.5914914608001709;0.3647479712963104
0.5805753469467163;0.35478174686431885
0.5879781246185303;0.35994964838027954
0.5852997303009033;0.3573814928531647
0.5854921936988831;0.36026275157928467
0.5903083086013794;0.36191970109939575
0.584504246711731;0.35817521810531616
0.58308345079422;0.3590434789657593
0.5890805721282959;0.36108875274658203
0.5889463424682617;0.3628122806549072
0.5860735774040222;0.3651033639907837
0.5860911011695862;0.35977938771247864
0.5825681090354919;0.3558383882045746
0.5803874135017395;0.35673338174819946
0.584257185459137;0.3540235161781311
0.5820369720458984;0.35803407430648804
0.5895218849182129;0.36069393157958984
0.5850410461425781;0.35711902379989624
0.583905816078186;0.3574672341346741
0.5898735523223877;0.3660717010498047
0.5765007734298706;0.34795621037483215
0.5913146734237671;0.3637435734272003
0.5925031900405884;0.36095699667930603
0.586705207824707;0.35792237520217896
0.582967221736908;0.35132139921188354
0.5893523097038269;0.3555971384048462
0.590273916721344;0.3632287383079529
0.5832952260971069;0.3596506118774414
0.5839896202087402;0.3544158339500427
0.5884019136428833;0.3621918559074402
0.586793839931488;0.3610793948173523
0.5819875001907349;0.35509786009788513
0.5771898031234741;0.35075366497039795
0.5864380598068237;0.3580816984176636
0.5864771604537964;0.36301741003990173
0.5814428329467773;0.35263562202453613
0.5835323333740234;0.35511380434036255
0.5790267586708069;0.3517947196960449
0.5871544480323792;0.35652947425842285
0.5734231472015381;0.3482847511768341
