TV_0;KL_0;TV_1;KL_1;TV_2;KL_2;TV_3;KL_3;TV_4;KL_4
1.9803999662399292;4.828100204467773;1.9772000312805176;4.89988899230957;1.998000144958496;7.394556522369385;1.9999998807907104;20.229307174682617;1.9791998863220215;4.576282501220703
1.9536000490188599;4.271792888641357;1.9444000720977783;4.068207740783691;1.9952001571655273;7.16109037399292;1.9987999200820923;18.35087013244629;1.958399772644043;4.317635536193848
1.9399999380111694;3.978252649307251;1.9299999475479126;3.789712905883789;1.994800090789795;7.577495574951172;1.9987999200820923;17.444618225097656;1.946000099182129;4.0963616371154785
1.9311999082565308;3.7958521842956543;1.9176000356674194;3.6225650310516357;1.99399995803833;7.724431037902832;1.9975799322128296;16.866323471069336;1.9392000436782837;3.9243052005767822
1.9248000383377075;3.6695404052734375;1.9108000993728638;3.497089385986328;1.99399995803833;7.846557140350342;1.9971998929977417;16.338882446289062;1.9315998554229736;3.79014253616333
1.9163998365402222;3.5594472885131836;1.8976000547409058;3.403761386871338;1.9924001693725586;7.920678615570068;1.9971998929977417;15.910381317138672;1.9231998920440674;3.6994497776031494
1.9139999151229858;3.488818645477295;1.8900001049041748;3.3289477825164795;1.991999864578247;8.012118339538574;1.9971998929977417;15.506375312805176;1.920799970626831;3.625267267227173
1.9052001237869263;3.4239370822906494;1.8848000764846802;3.2582244873046875;1.990800142288208;7.995137691497803;1.9971998929977417;15.193519592285156;1.9147999286651611;3.5480973720550537
1.9031997919082642;3.372424602508545;1.8756000995635986;3.194849967956543;1.990799903869629;8.067237854003906;1.9967998266220093;15.050227165222168;1.9091999530792236;3.4919443130493164
1.8963998556137085;3.3245131969451904;1.8688000440597534;3.143199920654297;1.9903998374938965;8.113241195678711;1.9968000650405884;14.810219764709473;1.9032000303268433;3.448636770248413
1.8923999071121216;3.275118350982666;1.8620001077651978;3.0913968086242676;1.9900000095367432;8.25224781036377;1.9968000650405884;14.579399108886719;1.9007999897003174;3.399437427520752
1.8904000520706177;3.23751163482666;1.8616000413894653;3.049910306930542;1.9891998767852783;8.205488204956055;1.9967998266220093;14.389933586120605;1.8999998569488525;3.3669750690460205
1.883599877357483;3.1898961067199707;1.8504000902175903;3.0123798847198486;1.9883999824523926;8.320712089538574;1.9959036111831665;14.158801078796387;1.894399881362915;3.3207199573516846
1.8824001550674438;3.159579038619995;1.8488000631332397;2.977112293243408;1.9879999160766602;8.288036346435547;1.9958974123001099;14.103656768798828;1.8896000385284424;3.2756311893463135
1.8747998476028442;3.1228208541870117;1.8423999547958374;2.9422309398651123;1.9876000881195068;8.310356140136719;1.9963997602462769;14.05960750579834;1.8840000629425049;3.245941162109375
1.871999979019165;3.089384078979492;1.8380001783370972;2.9122021198272705;1.9876000881195068;8.365259170532227;1.9955998659133911;13.702750205993652;1.8812000751495361;3.2041516304016113
1.8680000305175781;3.0578882694244385;1.8332000970840454;2.876561403274536;1.9871997833251953;8.513605117797852;1.995078444480896;13.550008773803711;1.8771998882293701;3.177309036254883
1.8636000156402588;3.0340471267700195;1.8268001079559326;2.854074001312256;1.9855992794036865;8.439005851745605;1.9950724840164185;13.424570083618164;1.8748000860214233;3.1457087993621826
1.8615999221801758;3.0098094940185547;1.8272000551223755;2.8285202980041504;1.985999584197998;8.496009826660156;1.994531273841858;13.337406158447266;1.874000072479248;3.122519016265869
1.8580000400543213;2.991346597671509;1.8199998140335083;2.8027539253234863;1.9855995178222656;8.548934936523438;1.9950648546218872;13.27631950378418;1.8707998991012573;3.098814010620117
1.8580000400543213;2.9679384231567383;1.8184000253677368;2.7824947834014893;1.9855990409851074;8.542128562927246;1.9937220811843872;13.219869613647461;1.8688000440597534;3.0731496810913086
1.855200171470642;2.946033000946045;1.8131998777389526;2.7597544193267822;1.9844000339508057;8.579431533813477;1.9926165342330933;13.14284610748291;1.8683998584747314;3.053070545196533
1.8528000116348267;2.9318630695343018;1.8107999563217163;2.7453420162200928;1.9844000339508057;8.665318489074707;1.9931586980819702;12.933423042297363;1.8652000427246094;3.03617262840271
1.8512002229690552;2.913587808609009;1.8087999820709229;2.727872371673584;1.9847996234893799;8.710138320922852;1.9914520978927612;12.793811798095703;1.8640000820159912;3.014648199081421
1.847999930381775;2.891822338104248;1.8071999549865723;2.7186508178710938;1.983999490737915;8.697225570678711;1.9926038980484009;12.692665100097656;1.8612000942230225;2.9986746311187744
1.846000075340271;2.875105857849121;1.8020000457763672;2.69382905960083;1.9835987091064453;8.623887062072754;1.9920121431350708;12.641796112060547;1.8580000400543213;2.981649160385132
1.8411999940872192;2.8569552898406982;1.7991999387741089;2.6985042095184326;1.9832000732421875;8.649861335754395;1.9908674955368042;12.554120063781738;1.8571999073028564;2.9701406955718994
1.8368000984191895;2.8458237648010254;1.7976000308990479;2.677887201309204;1.9827992916107178;8.667874336242676;1.9903806447982788;12.37440013885498;1.8535999059677124;2.9430253505706787
1.8371999263763428;2.8301916122436523;1.795199990272522;2.675732135772705;1.9827990531921387;8.653963088989258;1.9887036085128784;12.39576244354248;1.8492000102996826;2.9251952171325684
1.8335999250411987;2.8040103912353516;1.7932000160217285;2.6539831161499023;1.981199026107788;8.734294891357422;1.9886959791183472;12.322091102600098;1.8495999574661255;2.915722608566284
1.830399990081787;2.781106472015381;1.7903999090194702;2.6459717750549316;1.9819965362548828;8.722901344299316;1.9885376691818237;12.318105697631836;1.8480000495910645;2.8947911262512207
1.8251999616622925;2.771233081817627;1.7867999076843262;2.643402576446533;1.981198787689209;8.737298011779785;1.9886633157730103;12.415738105773926;1.847599983215332;2.883786201477051
1.8207998275756836;2.751682758331299;1.7847999334335327;2.6353919506073;1.9807977676391602;8.710487365722656;1.9896918535232544;12.06684398651123;1.8416000604629517;2.8681302070617676
1.8191999197006226;2.7428133487701416;1.781999945640564;2.617267370223999;1.9807970523834229;8.797611236572266;1.9892405271530151;12.105941772460938;1.8400001525878906;2.8503849506378174
1.8183999061584473;2.7319276332855225;1.7771999835968018;2.627502202987671;1.980799913406372;8.757899284362793;1.987491250038147;12.090550422668457;1.837999939918518;2.846956729888916
1.8171998262405396;2.7233448028564453;1.7747999429702759;2.6222541332244873;1.980799913406372;8.842496871948242;1.9874716997146606;12.077455520629883;1.834799885749817;2.8283896446228027
1.8140000104904175;2.706515312194824;1.7699999809265137;2.615846872329712;1.980799913406372;8.81527042388916;1.9874135255813599;11.926177978515625;1.83079993724823;2.810518503189087
1.812399983406067;2.690077304840088;1.7676000595092773;2.613368034362793;1.980799913406372;8.938194274902344;1.9874061346054077;12.046615600585938;1.829200029373169;2.804964542388916
1.8100001811981201;2.678985834121704;1.7699998617172241;2.601240634918213;1.9799950122833252;8.722803115844727;1.9868038892745972;11.84104061126709;1.8291999101638794;2.7867753505706787
1.8079999685287476;2.6639981269836426;1.768799901008606;2.601332902908325;1.9803974628448486;8.815349578857422;1.9868072271347046;11.859482765197754;1.8255999088287354;2.774268627166748
1.8076001405715942;2.655489921569824;1.7639999389648438;2.5741796493530273;1.9803969860076904;8.773868560791016;1.9862207174301147;11.785768508911133;1.8264000415802002;2.7619805335998535
1.805999994277954;2.6466493606567383;1.7587999105453491;2.5885119438171387;1.979994773864746;8.802375793457031;1.983850359916687;11.705460548400879;1.823599934577942;2.7455787658691406
1.801999807357788;2.639218807220459;1.7603999376296997;2.5824174880981445;1.980799913406372;8.691633224487305;1.984423279762268;11.707271575927734;1.8236000537872314;2.7355804443359375
1.7996001243591309;2.6260666847229004;1.7555999755859375;2.6029629707336426;1.980396032333374;8.774310111999512;1.9838095903396606;11.81544303894043;1.8220000267028809;2.725271701812744
1.7979999780654907;2.6158626079559326;1.7527999877929688;2.5852773189544678;1.979588270187378;8.834996223449707;1.9837983846664429;11.796893119812012;1.819599986076355;2.7187347412109375
1.7979999780654907;2.6014270782470703;1.7487999200820923;2.6025643348693848;1.9787769317626953;8.815593719482422;1.983773112297058;11.758277893066406;1.815600037574768;2.7053115367889404
1.7956000566482544;2.595489978790283;1.746399998664856;2.6023056507110596;1.979179859161377;8.854338645935059;1.9837316274642944;11.519926071166992;1.81440007686615;2.697889804840088
1.7908000946044922;2.582575559616089;1.7444000244140625;2.603119373321533;1.9775643348693848;8.858282089233398;1.9831424951553345;11.552709579467773;1.8091998100280762;2.6885581016540527
1.7864000797271729;2.5721049308776855;1.7416000366210938;2.6037557125091553;1.9779634475708008;8.723041534423828;1.981904149055481;11.581706047058105;1.8067998886108398;2.6768834590911865
1.787600040435791;2.5620501041412354;1.7427998781204224;2.576103448867798;1.977555751800537;8.72066879272461;1.9824870824813843;11.441948890686035;1.805999994277954;2.658907890319824
1.784000039100647;2.5536463260650635;1.7379999160766602;2.5966837406158447;1.9775545597076416;8.772568702697754;1.9806040525436401;11.386496543884277;1.8036000728607178;2.654036521911621
1.780400037765503;2.5486795902252197;1.7375998497009277;2.574791669845581;1.977553129196167;8.834701538085938;1.9794031381607056;11.310030937194824;1.8043999671936035;2.63893461227417
1.783599853515625;2.54339337348938;1.7372000217437744;2.585493803024292;1.9771442413330078;8.833663940429688;1.9799975156784058;11.299800872802734;1.8023998737335205;2.6333513259887695
1.7803999185562134;2.5378198623657227;1.7355999946594238;2.576789140701294;1.976731538772583;8.89161491394043;1.9793580770492554;11.418580055236816;1.8016000986099243;2.624833345413208
1.776400089263916;2.525343656539917;1.733199954032898;2.595489025115967;1.9771370887756348;8.79978084564209;1.978822112083435;11.325178146362305;1.800399899482727;2.6168997287750244
1.7747998237609863;2.515340566635132;1.732800006866455;2.622544050216675;1.9771325588226318;8.834831237792969;1.978181004524231;11.147344589233398;1.7983999252319336;2.608154535293579
1.7752001285552979;2.5072362422943115;1.7319998741149902;2.5820305347442627;1.9771316051483154;8.895591735839844;1.9775978326797485;10.925484657287598;1.7960000038146973;2.593045949935913
1.7751997709274292;2.4998507499694824;1.729599952697754;2.6013991832733154;1.9767200946807861;8.714127540588379;1.9775627851486206;11.053284645080566;1.7971999645233154;2.5918965339660645
1.7739999294281006;2.492692232131958;1.7251999378204346;2.595473527908325;1.9763028621673584;8.80799674987793;1.978204607963562;10.891267776489258;1.7923998832702637;2.5864176750183105
1.7735998630523682;2.481992721557617;1.7239999771118164;2.6140496730804443;1.9754722118377686;8.781578063964844;1.9782015085220337;11.042147636413574;1.791599988937378;2.5741453170776367
1.7715997695922852;2.4777228832244873;1.7203999757766724;2.5719900131225586;1.9758727550506592;8.719091415405273;1.977544903755188;11.079072952270508;1.7875999212265015;2.565643787384033
1.770399808883667;2.4677531719207764;1.719599962234497;2.5782992839813232;1.9758729934692383;8.784011840820312;1.9770818948745728;10.895015716552734;1.7851999998092651;2.560070037841797
1.7663999795913696;2.4590914249420166;1.71999990940094;2.630274534225464;1.975053071975708;8.703783988952637;1.97750723361969;10.717647552490234;1.7848000526428223;2.553898572921753
1.7627999782562256;2.4508705139160156;1.716399908065796;2.6014952659606934;1.973404884338379;8.806990623474121;1.9770587682724;10.833470344543457;1.7860000133514404;2.549689292907715
