err_mean;err_cos1;err_cos2;err_cos3
1.0305391550064087;0.32087454199790955;0.7337202429771423;1.1760228872299194
0.5876030325889587;0.5103850364685059;0.4684517979621887;0.3286375403404236
0.5799304246902466;0.5527898669242859;0.46953096985816956;0.32936331629753113
0.5758212804794312;0.5739498138427734;0.4708944261074066;0.33219394087791443
0.585699200630188;0.5904563665390015;0.47700929641723633;0.3282139003276825
0.5944578051567078;0.5935322642326355;0.47158247232437134;0.32829806208610535
0.6049310564994812;0.5996493101119995;0.47443991899490356;0.32816576957702637
0.609536349773407;0.5967485308647156;0.46947214007377625;0.32584348320961
0.6087429523468018;0.5933552384376526;0.4696301519870758;0.33041247725486755
0.6090989112854004;0.5939177870750427;0.4687289297580719;0.32343631982803345
0.6158230900764465;0.5970962643623352;0.4750494062900543;0.33162617683410645
0.6155492067337036;0.6018592119216919;0.47293493151664734;0.3298702538013458
0.6092671751976013;0.6007667779922485;0.47405219078063965;0.32600924372673035
0.6051509380340576;0.6014000773429871;0.47585001587867737;0.3242766857147217
0.6042937636375427;0.5956396460533142;0.47196274995803833;0.3279500901699066
0.6021471619606018;0.5981694459915161;0.4704910218715668;0.32443106174468994
0.6021410226821899;0.5981632471084595;0.4712215065956116;0.32224902510643005
0.6082767248153687;0.6024360656738281;0.47272244095802307;0.32631126046180725
0.6077378988265991;0.6012448668479919;0.4695027470588684;0.3188043534755707
0.6045116782188416;0.5996281504631042;0.4719691276550293;0.32761716842651367
0.6040515303611755;0.5995962023735046;0.4717995822429657;0.3230985105037689
0.6048523783683777;0.6030918955802917;0.4737020432949066;0.32001620531082153
0.6047118306159973;0.60328608751297;0.47335100173950195;0.3229352533817291
0.603463351726532;0.6002978682518005;0.4702175259590149;0.32342538237571716
0.6019871234893799;0.600619375705719;0.4699159562587738;0.3243754506111145
0.597785472869873;0.599983811378479;0.47139111161231995;0.3281586766242981
0.598039448261261;0.6024377942085266;0.46818289160728455;0.3165144920349121
0.5962552428245544;0.6022531986236572;0.4689554274082184;0.31942999362945557
0.6025550961494446;0.6035751700401306;0.47045478224754333;0.32542163133621216
0.6051475405693054;0.6031902432441711;0.46848616003990173;0.3216830790042877
0.6019430160522461;0.6038982272148132;0.4687972664833069;0.31897076964378357
0.6000992655754089;0.6022036075592041;0.4696107506752014;0.32271263003349304
0.5971423387527466;0.6021979451179504;0.4745129644870758;0.32133039832115173
0.5956791639328003;0.603487491607666;0.47199326753616333;0.3179876208305359
0.5948488116264343;0.6089401841163635;0.4743761122226715;0.32614436745643616
0.592909574508667;0.6078998446464539;0.4714556634426117;0.3209307789802551
0.5935804843902588;0.6050885915756226;0.47466206550598145;0.3220263719558716
0.5924767851829529;0.6079907417297363;0.4742594361305237;0.31923505663871765
0.5937828421592712;0.6081013083457947;0.47057023644447327;0.3225272595882416
0.59190434217453;0.6047841310501099;0.4708057940006256;0.3229353129863739
0.59562748670578;0.6043407917022705;0.47164079546928406;0.3248022198677063
0.5933281779289246;0.6014021039009094;0.4679005742073059;0.3265610337257385
0.5938872694969177;0.6021227240562439;0.47209620475769043;0.3221059739589691
0.5938336253166199;0.5999784469604492;0.4733104407787323;0.31979337334632874
0.5928542613983154;0.5991148352622986;0.4709571897983551;0.32271599769592285
0.59617680311203;0.5982811450958252;0.4733600318431854;0.32404404878616333
0.5984127521514893;0.5973383784294128;0.472191721200943;0.32790738344192505
0.5954648852348328;0.5997626781463623;0.47314101457595825;0.32236453890800476
0.5945265889167786;0.5973333716392517;0.46943598985671997;0.32081446051597595
0.5898799300193787;0.5954499244689941;0.470201313495636;0.32316872477531433
0.5881894826889038;0.5941494703292847;0.47802433371543884;0.32009822130203247
0.5883960127830505;0.595166802406311;0.4730120599269867;0.32279935479164124
0.5875236988067627;0.5962232947349548;0.4738030433654785;0.3206510543823242
0.5857815146446228;0.5962637066841125;0.4766479432582855;0.3205887973308563
0.5807523727416992;0.5960226058959961;0.47048836946487427;0.3214017152786255
0.5840653777122498;0.5995649695396423;0.47271376848220825;0.3194270133972168
0.5841270685195923;0.6019400954246521;0.47237473726272583;0.3251255452632904
0.5871383547782898;0.5999147295951843;0.4747900068759918;0.32073378562927246
0.5851417779922485;0.5998321771621704;0.4735594391822815;0.3209931254386902
0.5850070714950562;0.6027238965034485;0.46916913986206055;0.31667640805244446
0.5853764414787292;0.604485034942627;0.46797630190849304;0.3155916631221771
0.5833322405815125;0.6030091047286987;0.4701393246650696;0.32145342230796814
0.5831947326660156;0.6020053029060364;0.4699218273162842;0.3221536874771118
0.5813498497009277;0.6028261780738831;0.47280263900756836;0.32116591930389404
0.5792517066001892;0.6039525866508484;0.4714839458465576;0.3208554685115814
0.5791467428207397;0.6045687794685364;0.46950674057006836;0.3227148950099945
0.5823098421096802;0.6057519912719727;0.4691621959209442;0.3249974250793457
0.5831872820854187;0.6060115098953247;0.47676801681518555;0.31882449984550476
0.5816779136657715;0.604234516620636;0.47531476616859436;0.32549408078193665
0.5829900503158569;0.6022664308547974;0.4767213761806488;0.32481566071510315
0.5827967524528503;0.599575936794281;0.47621971368789673;0.32103583216667175
0.5794246792793274;0.5984455943107605;0.47272467613220215;0.319328635931015
0.5799219012260437;0.5989277958869934;0.4738687574863434;0.31922560930252075
0.5816404223442078;0.597984254360199;0.4737687110900879;0.31817853450775146
0.5820156335830688;0.5985969305038452;0.4736071527004242;0.3210747539997101
0.584333598613739;0.5974904894828796;0.4751552641391754;0.3194003403186798
0.5857929587364197;0.5973514914512634;0.4723599851131439;0.3176422715187073
0.585500955581665;0.5966044068336487;0.4731094539165497;0.32551631331443787
0.5853409767150879;0.5948594808578491;0.47192081809043884;0.32715365290641785
0.5855794548988342;0.5943614840507507;0.47201448678970337;0.32087573409080505
0.5853567719459534;0.5944647192955017;0.46946021914482117;0.3244834840297699
0.5867858529090881;0.5958909392356873;0.47292348742485046;0.3202148377895355
0.5859444737434387;0.5975261330604553;0.4704038202762604;0.31496378779411316
0.583105206489563;0.5997671484947205;0.47138234972953796;0.31635209918022156
0.5806261897087097;0.6000611782073975;0.47390976548194885;0.31629300117492676
0.5798978209495544;0.5996160507202148;0.4742840826511383;0.31836509704589844
0.5840957760810852;0.6006290316581726;0.4720228314399719;0.3225350081920624
0.5825456976890564;0.6003647446632385;0.47377386689186096;0.31606802344322205
0.5821756720542908;0.5979302525520325;0.47362661361694336;0.3203127980232239
0.5786070227622986;0.5985656976699829;0.4749569892883301;0.3213224709033966
0.5778401494026184;0.599776566028595;0.47610577940940857;0.31921395659446716
0.5786780714988708;0.5994963049888611;0.47573691606521606;0.3193090856075287
0.5761027336120605;0.6007682681083679;0.47544175386428833;0.31722885370254517
0.5728182196617126;0.5998290181159973;0.47701239585876465;0.3246402442455292
0.5720906257629395;0.5994440317153931;0.47843438386917114;0.3240962624549866
0.571023166179657;0.5997471809387207;0.4764633774757385;0.3232176899909973
0.5709599852561951;0.6002022624015808;0.4755435585975647;0.323477178812027
0.5728352665901184;0.6002971529960632;0.47528648376464844;0.32187119126319885
0.5743169188499451;0.5995165705680847;0.47143611311912537;0.3243062496185303
0.5743579268455505;0.6010102033615112;0.47685152292251587;0.3210964798927307
0.5758153796195984;0.6009429097175598;0.47594261169433594;0.32067176699638367
0.5752738118171692;0.5996713638305664;0.4783264100551605;0.31986910104751587
0.5770249366760254;0.5993947982788086;0.4771903455257416;0.32214266061782837
0.5760078430175781;0.5985720753669739;0.476694792509079;0.32129788398742676
0.5758630633354187;0.5988100171089172;0.47404128313064575;0.32216697931289673
0.5732842087745667;0.5981905460357666;0.47179514169692993;0.3195239007472992
0.5716550946235657;0.5973647236824036;0.4698242247104645;0.32323339581489563
0.5719351768493652;0.5961238145828247;0.47186318039894104;0.32030951976776123
0.5697583556175232;0.5964449048042297;0.4717446267604828;0.3190109431743622
0.5685386657714844;0.5964023470878601;0.47248774766921997;0.32008302211761475
0.5678099989891052;0.5974650382995605;0.47300681471824646;0.32127973437309265
0.569553017616272;0.5975556969642639;0.47197410464286804;0.32180020213127136
0.5681601762771606;0.5977237224578857;0.47174692153930664;0.321098655462265
0.5686836242675781;0.5988830924034119;0.4694572389125824;0.3199199438095093
0.5714432001113892;0.5988523364067078;0.47426947951316833;0.3197404742240906
0.5705372095108032;0.5990080833435059;0.4728614389896393;0.31887444853782654
0.569197416305542;0.5987963676452637;0.47346431016921997;0.31580033898353577
0.5715553164482117;0.5984684824943542;0.47099778056144714;0.3196607530117035
0.5754825472831726;0.5986177325248718;0.47139689326286316;0.31692853569984436
0.5760380625724792;0.5987080931663513;0.471895307302475;0.31819531321525574
0.5764244198799133;0.599839985370636;0.4708336889743805;0.31916871666908264
0.5765305757522583;0.6001381278038025;0.47361379861831665;0.3221578598022461
0.5758246779441833;0.6013178825378418;0.47517600655555725;0.3226158320903778
0.5732002258300781;0.601535439491272;0.4742088317871094;0.32164058089256287
0.5744378566741943;0.6024903655052185;0.4738682806491852;0.3220227360725403
0.573225736618042;0.6012501120567322;0.4754069447517395;0.3209493160247803
0.5753312110900879;0.6007542014122009;0.4775387942790985;0.32659482955932617
