x,ULA,dilation,tempering,diffusion,daz
-2.6193266,0.017791906,0.0124518415,0.011559533,0.007122465,0.0035605193
-2.5630763,0.043590356,0.04269221,0.028454354,0.012464367,0.008011202
-2.5068262,0.083622314,0.08093732,0.04534913,0.025819045,0.021363206
-2.4505758,0.16101675,0.1849988,0.1022574,0.053418487,0.05251766
-2.3943257,0.27310574,0.28105587,0.14671716,0.09704358,0.1014748
-2.3380754,0.4848315,0.49807575,0.24541882,0.15402395,0.13352004
-2.2818253,0.7205752,0.7506713,0.39035818,0.2466164,0.24834727
-2.225575,1.0826374,1.0530701,0.5859794,0.31783998,0.33379868
-2.1693249,1.3699766,1.3785968,0.71758026,0.44248313,0.418361
-2.1130745,1.6955757,1.6552125,0.8891986,0.5404193,0.49847478
-2.0568244,1.8930668,1.9078081,0.9967916,0.6187668,0.58214736
-2.000574,1.9473242,1.8971269,1.0003442,0.59917736,0.62398094
-1.944324,1.9348738,1.8784533,0.9967895,0.6027399,0.6026191
-1.8880737,1.720481,1.665882,0.9069807,0.5430891,0.5607829
-1.8318236,1.3922195,1.4488637,0.7246953,0.42645848,0.42815334
-1.7755733,1.031043,1.0450675,0.57531023,0.34365967,0.33646977
-1.7193232,0.7935207,0.77379465,0.42592523,0.23504184,0.2643691
-1.6630728,0.48838887,0.49451706,0.27654016,0.14868176,0.15666318
-1.6068227,0.30780062,0.28995067,0.13871469,0.08814069,0.08189212
-1.5505724,0.16457547,0.17254733,0.08891968,0.05074767,0.05251777
-1.4943223,0.097855695,0.08093715,0.041792247,0.0267093,0.021363162
-1.438072,0.032025497,0.038245026,0.021340722,0.01424496,0.01602237
-1.3818219,0.021350332,0.012451868,0.0044459836,0.00356124,0.009791449
-1.3255715,0.015123151,0.0026682576,0.0044459836,0.00089031,0.0017802634
-1.2693214,0.0026687915,0.0035576767,0.0017783934,0.0,0.0
-1.2130711,0.0017791943,0.0,0.0,0.00089031,0.0
-1.156821,0.0,0.0,0.0008891967,0.00089031,0.0
-1.1005707,0.0,0.0,0.0,0.0,0.0008901317
-1.0443206,0.0,0.0,0.0,0.0,0.0
-0.9880703,0.0,0.0,0.0,0.0,0.0
-0.9318201,0.0,0.0,0.0,0.0,0.0
-0.8755699,0.0,0.0,0.0,0.0,0.0
-0.81931967,0.0,0.0,0.0,0.0,0.0
-0.76306945,0.0,0.0,0.0,0.0,0.0
-0.70681924,0.0,0.0,0.0,0.0,0.0
-0.650569,0.0,0.0,0.0,0.0,0.0
-0.5943188,0.0,0.0,0.0,0.0,0.0
-0.5380686,0.0,0.0,0.0,0.0,0.0
-0.48181838,0.0,0.0,0.0,0.0,0.0
-0.42556816,0.0,0.0,0.0,0.00089031,0.0008901317
-0.36931795,0.0,0.0,0.0026675903,0.00356124,0.0026703952
-0.31306773,0.0,0.0,0.017783934,0.01958682,0.016912501
-0.25681752,0.0,0.0017788383,0.08002771,0.05876046,0.06319935
-0.2005673,0.0,0.0035576767,0.26586983,0.21100347,0.21274148
-0.14431709,0.0,0.01067303,0.58420223,0.5626759,0.5064849
-0.088066876,0.0,0.012451868,1.0954903,0.9668766,0.93641853
-0.03181666,0.0,0.025793156,1.5827701,1.2704724,1.243514
0.024433553,0.00088959717,0.03112967,1.6574627,1.2998526,1.3218455
0.08068377,0.0,0.02223548,1.2270916,0.97667,0.959562
0.13693398,0.0,0.013341287,0.6989086,0.53151506,0.5607829
0.1931842,0.0,0.006225934,0.30410528,0.22702906,0.2643691
0.24943441,0.0,0.00088941917,0.08625208,0.068553865,0.07388093
0.30568463,0.0,0.0,0.009781163,0.020477131,0.015132239
0.36193484,0.0,0.0,0.0053351806,0.00267093,0.0035605268
0.41818506,0.0,0.0,0.0008891967,0.0,0.0
0.47443527,0.0,0.0,0.0,0.0,0.0
0.5306855,0.0,0.0,0.0,0.0,0.0
0.5869357,0.0,0.0,0.0,0.0,0.0
0.6431859,0.0,0.0,0.0,0.0,0.0
0.6994361,0.0,0.0,0.0,0.0,0.0
0.75568634,0.0,0.0,0.0,0.00089031,0.0
0.81193656,0.0,0.0,0.0,0.0,0.0008901317
0.8681868,0.0,0.0,0.0,0.0,0.0
0.924437,0.0,0.0,0.0,0.00089031,0.0008901317
0.9806872,0.0,0.0,0.0,0.0,0.0
1.0369375,0.0,0.0,0.0,0.00623217,0.0026703952
1.0931876,0.0,0.0,0.0,0.00534186,0.0062309215
1.1494379,0.0,0.0,0.0026675903,0.00979341,0.008901317
1.205688,0.0,0.0,0.0,0.01602558,0.011571712
1.2619383,0.0,0.0,0.0044459836,0.02492868,0.023143424
1.3181884,0.0,0.0,0.0026675903,0.03116085,0.03293487
1.3744388,0.0,0.0,0.0053351806,0.056089528,0.045396715
1.4306889,0.0,0.0,0.01333795,0.07923759,0.077441454
1.4869392,0.0,0.0,0.011559557,0.10594689,0.11393686
1.5431893,0.0,0.0,0.017783934,0.1424496,0.12461843
1.5994396,0.0,0.0,0.027565097,0.20566161,0.18514739
