x,ULA,dilation,tempering,diffusion,daz
-2.6193266,0.016010312,0.016898928,0.005334369,0.002671192,0.0071253194
-2.5630763,0.039136484,0.031129735,0.02222663,0.00801361,0.016922705
-2.5068262,0.07827297,0.08093732,0.04267513,0.03205444,0.024938723
-2.4505758,0.16099258,0.17699403,0.08446084,0.05609503,0.055221226
-2.3943257,0.31042215,0.30151245,0.1635873,0.097053304,0.08461317
-2.3380754,0.47942194,0.5043017,0.24093667,0.1691762,0.13360031
-2.2818253,0.747151,0.7640127,0.39118868,0.23061387,0.24048056
-2.225575,1.0086496,1.0326134,0.536104,0.3347894,0.3197487
-2.1693249,1.4106864,1.3625872,0.7112491,0.43718505,0.4239565
-2.1130745,1.7095528,1.6738905,0.92284966,0.55293906,0.5397452
-2.0568244,1.83052,1.915813,1.0064218,0.5858839,0.5869507
-2.000574,2.020857,1.9807322,1.0677629,0.65088046,0.6350441
-1.944324,1.918573,1.8917946,0.9975291,0.6081426,0.61366946
-1.8880737,1.7095492,1.7032377,0.9157352,0.5475955,0.4676001
-1.8318236,1.4640572,1.4132869,0.72725374,0.4229396,0.4809601
-1.7755733,1.014878,1.0379521,0.5645552,0.32410532,0.31529605
-1.7193232,0.7862858,0.6901893,0.38140818,0.20746301,0.24137071
-1.6630728,0.49098393,0.47672868,0.27027526,0.14958705,0.14963202
-1.6068227,0.2792916,0.28105646,0.16803296,0.08547832,0.10153602
-1.5505724,0.15209828,0.18233092,0.08179382,0.048081554,0.061456013
-1.4943223,0.07560441,0.077379465,0.038229723,0.025821576,0.026720004
-1.438072,0.040025864,0.03024025,0.01867033,0.014246387,0.015141336
-1.3818219,0.021347128,0.016898964,0.007112507,0.0071231937,0.008906668
-1.3255715,0.007115709,0.0035576767,0.0017781267,0.0017807984,0.004453334
-1.2693214,0.002668391,0.0026682576,0.00266719,0.0,0.0
-1.2130711,0.002668391,0.0,0.0,0.0,0.0
-1.156821,0.0,0.00088941917,0.0,0.0,0.0008906668
-1.1005707,0.0,0.0,0.0,0.0,0.0
-1.0443206,0.0,0.0,0.0,0.0,0.0
-0.9880703,0.0,0.0,0.0,0.0,0.0
-0.9318201,0.0,0.0,0.0,0.0,0.0
-0.8755699,0.0,0.0,0.0,0.0,0.0
-0.81931967,0.0,0.0,0.0,0.0,0.0
-0.76306945,0.0,0.0,0.0,0.0,0.0
-0.70681924,0.0,0.0,0.0,0.0,0.0
-0.650569,0.0,0.0,0.0,0.0,0.0
-0.5943188,0.0,0.0,0.0,0.0,0.0
-0.5380686,0.0,0.0,0.0,0.0,0.0
-0.48181838,0.0,0.0,0.00088906335,0.0,0.0
-0.42556816,0.0,0.0,0.00088906335,0.0008903992,0.0
-0.36931795,0.0,0.0,0.00088906335,0.0026711975,0.0
-0.31306773,0.0,0.0,0.017781267,0.016027184,0.016032003
-0.25681752,0.0,0.0,0.072903186,0.059656747,0.06323735
-0.2005673,0.0,0.0,0.27916586,0.2101342,0.20129071
-0.14431709,0.0,0.0071153534,0.6090084,0.5119795,0.4943201
-0.088066876,0.0,0.015120125,1.179787,0.91978234,0.9066988
-0.03181666,0.0,0.034687348,1.600314,1.2697092,1.3324375
0.024433553,0.0,0.029350832,1.5274107,1.329366,1.3092803
0.08068377,0.0,0.027571993,1.2197949,1.0088222,1.0171415
0.13693398,0.00088946364,0.0071153534,0.66590846,0.54492426,0.52994674
0.1931842,0.0,0.005336515,0.32361904,0.24575017,0.2280107
