iter,TV_gt,ULA,dilation,tempering,diffusion,DAZ
0,0.089511074,1.5199147939682007,1.9883141756057738,0.706627094745636,0.36286523342132565,0.36545301973819727
500,0.078355566,1.3999294757843017,1.473378562927246,0.5136163353919982,0.11064114123582838,0.11738798022270198
1000,0.082099035,1.3999068975448608,1.3856175422668457,0.5124286651611328,0.115589864552021,0.11762785017490388
1500,0.07886275,1.399949312210083,1.3856233596801757,0.5126470923423767,0.11308562159538264,0.11707231104373923
2000,0.07658103,1.3999403476715089,1.3856337070465088,0.511970579624176,0.11217628419399257,0.11695643663406367
2500,0.08041468,1.3999242782592773,1.3856087684631349,0.512217903137207,0.11254354864358898,0.11839908361434932
3000,0.075703755,1.399922251701355,1.3856465816497803,0.5122993588447571,0.11416375041007991,0.11894890815019603
3500,0.07647506,1.399919033050537,1.385596466064453,0.512957489490509,0.11321690678596492,0.12002119719982143
4000,0.084398344,1.3999434232711792,1.385646438598633,0.512359869480133,0.11430092006921762,0.1202897727489471
4500,0.07665058,1.3999414682388305,1.3856593132019044,0.5133650660514831,0.11384476274251934,0.11890890598297114
5000,0.089511074,1.3999245166778564,1.3856339693069457,0.512675940990448,0.1111214712262153,0.11839452385902402
5500,0.078355566,1.3999428033828736,1.3856307744979859,0.5130040168762207,0.11442115306854246,0.11807753443717953
6000,0.082099035,1.3999791145324707,1.3856333494186401,0.513525927066803,0.11615776419639583,0.11792012602090832
6500,0.07886275,1.3999507188796998,1.3856101751327514,0.5123770356178283,0.11422904580831524,0.1197258666157722
7000,0.07658103,1.3999350786209106,1.3856507062911987,0.512196397781372,0.1131596133112907,0.11766023784875865
7500,0.08041468,1.3999528884887695,1.3856197357177735,0.5119483828544616,0.11490927934646604,0.11850282251834865
8000,0.075703755,1.3999473810195924,1.385617446899414,0.5133829355239868,0.11440376490354531,0.11901626288890835
8500,0.07647506,1.3999292373657226,1.3856323480606079,0.5119686961174011,0.11493735462427138,0.11767632812261578
9000,0.084398344,1.3999198913574218,1.3856516838073731,0.5119071006774902,0.11392108798027037,0.11850768923759458
9500,0.07665058,1.399952507019043,1.3856782913208008,0.5112267732620239,0.11521280109882352,0.12100363522768016
10000,0.089511074,1.3999494791030884,1.3856159687042235,0.511397659778595,0.11422530114650722,0.11883923262357705
10500,0.078355566,1.3999293565750122,1.3856271982192994,0.5118273258209228,0.1137114509940147,0.11868514269590373
11000,0.082099035,1.3999255180358887,1.3856095790863037,0.5131836056709289,0.11315673887729641,0.11957267224788662
11500,0.07886275,1.399914765357971,1.3856219053268433,0.5122281312942505,0.11374887079000469,0.11876254081726068
12000,0.07658103,1.3999559164047242,1.3856367826461793,0.5118541955947876,0.11339048743247984,0.12158111631870264
12500,0.08041468,1.399919366836548,1.3856478691101075,0.5115038156509399,0.11099490821361538,0.12041771709918972
13000,0.075703755,1.3999139070510864,1.3856085777282714,0.5121402740478516,0.11634696125984186,0.12013995200395582
13500,0.07647506,1.3999336957931519,1.3856306076049805,0.5113258957862854,0.11396125257015224,0.11925651878118511
14000,0.084398344,1.399931836128235,1.3856152534484862,0.511958634853363,0.11520493179559703,0.11989994496107097
14500,0.07665058,1.3999231100082397,1.3856637477874756,0.5111965417861939,0.1154190897941589,0.12028312087059016
15000,0.089511074,1.3999635219573974,1.3856494426727295,0.511145544052124,0.11419843137264248,0.11669533252716062
15500,0.078355566,1.3999333381652832,1.385629987716675,0.5124608516693115,0.11409961283206935,0.11666728556156154
16000,0.082099035,1.3999302864074707,1.3856479167938232,0.5119528770446777,0.11266099959611889,0.12108705788850782
16500,0.07886275,1.3999138593673706,1.3856547117233275,0.5113951563835144,0.11638090759515762,0.11821875125169752
17000,0.07658103,1.3999387502670289,1.3856151580810547,0.512132978439331,0.11446299403905864,0.11828618794679635
17500,0.08041468,1.3999690055847167,1.3856326818466187,0.5116599321365356,0.11426104307174678,0.1183222189545631
18000,0.075703755,1.399945044517517,1.3856717348098755,0.5120262980461121,0.11416940540075296,0.11906131058931346
18500,0.07647506,1.3999166250228883,1.3856719970703124,0.5119644403457642,0.1155073523521423,0.11976736038923257
19000,0.084398344,1.3999242782592773,1.3856316804885864,0.511283540725708,0.11408979296684263,0.11819692403078075
19500,0.07665058,1.399928092956543,1.3856177568435668,0.5115831971168519,0.11447490304708478,0.11928277611732478
20000,0.089511074,1.3999150037765502,1.3857073783874512,0.5123835206031799,0.11360769718885418,0.12075060755014413
20500,0.078355566,1.399932622909546,1.3856350660324097,0.5136500716209411,0.11352757513523097,0.11860838979482646
21000,0.082099035,1.3999302625656127,1.3856259107589721,0.5121941924095154,0.11152418851852412,0.11981151998043056
21500,0.07886275,1.3999557971954346,1.3856351852416993,0.5120477557182312,0.11291626095771785,0.11976958364248272
22000,0.07658103,1.3999109268188477,1.385641860961914,0.5114546418190002,0.11423320919275277,0.11952602416276925
22500,0.08041468,1.399907112121582,1.3856346607208252,0.5124236702919006,0.11645506471395486,0.1184286922216415
23000,0.075703755,1.3999260187149047,1.3856732368469238,0.5120019316673279,0.11478452086448665,0.11881412118673321
23500,0.07647506,1.399928379058838,1.3856185674667358,0.5122553467750549,0.11580064147710793,0.12050828635692593
24000,0.084398344,1.3999517917633058,1.3856586694717408,0.5114234924316406,0.1158045813441276,0.11762330383062358
24500,0.07665058,1.3999990701675415,1.3856224775314332,0.511925208568573,0.11539076417684553,0.12161171138286589
25000,0.089511074,1.3999451875686646,1.3856148958206176,0.5105557084083557,0.11385671794414517,0.11987312287092204
25500,0.078355566,1.3999441385269165,1.385676884651184,0.5122347831726074,0.11413401067256923,0.1185100823640823
26000,0.082099035,1.3999384641647339,1.3856014966964723,0.5106709837913513,0.11326923221349713,0.11966571062803266
26500,0.07886275,1.3999167442321778,1.3856553316116333,0.5103037595748902,0.11410652697086328,0.1206386730074882
27000,0.07658103,1.3999175310134888,1.3856359004974366,0.5117455959320069,0.11575361937284467,0.11778684258460996
27500,0.08041468,1.3999295711517334,1.3856282949447631,0.5107498407363892,0.11518749594688409,0.119746521115303
28000,0.075703755,1.3999032020568847,1.385620641708374,0.5106823801994324,0.11541313827037807,0.11704473793506617
28500,0.07647506,1.3999214887619018,1.3856448888778687,0.5111595630645752,0.1150110617280006,0.11733770668506618
29000,0.084398344,1.3999380350112915,1.385609793663025,0.511752188205719,0.11537135541439052,0.11899841427803035
29500,0.07665058,1.399953579902649,1.385653805732727,0.5103058695793152,0.11401770859956736,0.11803143918514244
30000,0.089511074,1.399922513961792,1.3856480598449707,0.5106429934501648,0.11616959422826763,0.12096905857324596
30500,0.078355566,1.3999445915222168,1.3855963945388794,0.5105953574180603,0.11700760871171947,0.11928623169660564
31000,0.082099035,1.3999150276184082,1.3856070995330811,0.510226595401764,0.11520803421735759,0.11852655410766597
31500,0.07886275,1.399910807609558,1.3856375455856322,0.5115031242370606,0.11308003067970271,0.1201052531599998
32000,0.07658103,1.3999222993850708,1.3856623888015747,0.5104018568992614,0.11502430438995355,0.11818873286247249
32500,0.08041468,1.3999443769454956,1.3856335163116456,0.5118100881576538,0.11451867371797557,0.11835893094539637
33000,0.075703755,1.399921727180481,1.385669231414795,0.5107977867126465,0.11435387581586835,0.11977038830518719
33500,0.07647506,1.3999410152435303,1.3856378555297852,0.5121365547180176,0.11445932388305657,0.11934313923120494
34000,0.084398344,1.3999397516250611,1.3856173753738403,0.509783399105072,0.115053679049015,0.11909570693969722
34500,0.07665058,1.3999444723129273,1.3856372833251953,0.5110167860984802,0.11365341097116466,0.1184790596365928
35000,0.089511074,1.399954080581665,1.3856389999389649,0.5101674795150757,0.11529231071472164,0.11958098858594893
35500,0.078355566,1.3999336957931519,1.3856423854827882,0.5101570129394531,0.11606251746416088,0.11809373199939724
36000,0.082099035,1.3999226570129395,1.3856539249420166,0.510372543334961,0.11524599045515056,0.11987188607454295
36500,0.07886275,1.3999226808547973,1.385603952407837,0.5103319168090821,0.11376717239618298,0.11774186939001079
37000,0.07658103,1.3999191522598269,1.3856346607208252,0.5111057877540588,0.1144420355558395,0.11942408531904217
37500,0.08041468,1.3999470710754394,1.3855989217758178,0.510709023475647,0.11574184447526929,0.11893019825220101
38000,0.075703755,1.399953579902649,1.3856149196624756,0.5107125401496887,0.11406919807195659,0.11855712682008739
38500,0.07647506,1.3999614477157594,1.38564031124115,0.5102394223213196,0.11438218206167221,0.1200179666280746
39000,0.084398344,1.3999351978302002,1.3856449842453002,0.5104569673538208,0.11518971771001811,0.1199989169836044
39500,0.07665058,1.3999313831329345,1.3856291055679322,0.5093119502067566,0.11369106173515313,0.11790261566638942
40000,0.089511074,1.3999400854110717,1.3856325626373291,0.5100036501884461,0.11555851995944973,0.1198478445410728
40500,0.078355566,1.3999266386032105,1.3856337070465088,0.5098667979240418,0.11508866250514982,0.12024333029985423
41000,0.082099035,1.39992299079895,1.385668969154358,0.5105860471725464,0.11447650641202922,0.11983221173286433
41500,0.07886275,1.3999369144439697,1.385620617866516,0.5113906383514404,0.11405943334102626,0.11729764640331264
