iter,diffusion,ULA,tempering,dilation,DAZ
0,0.99,0.99,0.99,0.99,0.99
15,0.12956174,0.12956174,0.8089145,0.9899172,0.10980609
30,0.07859829,0.07859829,0.769863,0.9898337,0.06315555
46,0.057530466,0.057530466,0.7371066,0.9897439,0.04813797
61,0.046771824,0.046771824,0.71133363,0.989659,0.04082295
76,0.03977573,0.03977573,0.68879944,0.98957336,0.036082026
92,0.03452512,0.03452512,0.6673889,0.9894813,0.032494824
107,0.030848114,0.030848114,0.64922196,0.98939425,0.029952712
123,0.027784545,0.027784545,0.63146836,0.9893006,0.027807528
138,0.025469944,0.025469944,0.61608195,0.98921204,0.026166057
153,0.023545787,0.023545787,0.60172147,0.98912275,0.02478527
169,0.021816308,0.021816308,0.58737385,0.9890267,0.023529742
184,0.0204285,0.0204285,0.5747138,0.9889359,0.022511117
200,0.019143889,0.019143889,0.5619499,0.98883826,0.021558452
215,0.01808733,0.01808733,0.5506003,0.988746,0.020767191
230,0.017147765,0.017147765,0.5397848,0.9886528,0.02005723
246,0.016252652,0.016252652,0.52877975,0.98855275,0.019374903
261,0.015497876,0.015497876,0.51891494,0.98845804,0.018794723
277,0.014769001,0.014769001,0.50883234,0.9883563,0.018229967
292,0.014146967,0.014146967,0.4997581,0.98826,0.017744314
307,0.013576212,0.013576212,0.49102122,0.98816293,0.017295552
323,0.013016692,0.013016692,0.48204613,0.98805857,0.01685254
338,0.012532699,0.012532699,0.4739317,0.98795986,0.016466737
354,0.012054539,0.012054539,0.4655736,0.9878537,0.01608309
369,0.011637976,0.011637976,0.4579984,0.98775333,0.015746774
384,0.011248825,0.011248825,0.45065942,0.9876521,0.015430729
400,0.010860814,0.010860814,0.4430758,0.9875433,0.015113731
415,0.010519927,0.010519927,0.43618208,0.9874404,0.014833658
431,0.010178334,0.010178334,0.4290459,0.9873297,0.014551446
446,0.009876844,0.009876844,0.42254815,0.987225,0.014301003
461,0.009591859,0.009591859,0.4162268,0.98711956,0.014063076
477,0.009304531,0.009304531,0.4096686,0.98700607,0.013821942
492,0.009049466,0.009049466,0.40368456,0.98689884,0.013606783
508,0.008791384,0.008791384,0.3974684,0.9867834,0.013388019
523,0.008561537,0.008561537,0.39178982,0.9866743,0.013192228
538,0.008342501,0.008342501,0.3862489,0.9865643,0.013004787
554,0.0081199035,0.0081199035,0.3804836,0.98644596,0.012813414
569,0.007920819,0.007920819,0.37520874,0.98633415,0.012641466
585,0.00771797,0.00771797,0.36971498,0.98621386,0.012465476
600,0.0075361137,0.0075361137,0.36468402,0.98610014,0.012306985
615,0.007361768,0.007361768,0.35976404,0.98598546,0.012154398
631,0.0071835355,0.0071835355,0.3546334,0.98586214,0.011997744
646,0.0070232414,0.0070232414,0.34992915,0.98574555,0.01185626
662,0.006859056,0.006859056,0.3450202,0.98562014,0.011710711
677,0.0067111147,0.0067111147,0.34051612,0.9855016,0.01157903
692,0.006568625,0.006568625,0.33610365,0.98538214,0.011451696
708,0.0064223157,0.0064223157,0.3314944,0.9852535,0.011320407
723,0.0062901434,0.0062901434,0.3272613,0.985132,0.011201331
738,0.006162551,0.006162551,0.3231106,0.9850095,0.011085919
754,0.006031228,0.006031228,0.31877112,0.9848777,0.010966686
769,0.0059123575,0.0059123575,0.3147823,0.98475313,0.010858334
785,0.0057898434,0.0057898434,0.31060988,0.98461914,0.01074622
800,0.005678792,0.005678792,0.3067728,0.9844924,0.010644212
815,0.0055712466,0.0055712466,0.3030058,0.98436475,0.01054506
831,0.005460205,0.005460205,0.29906243,0.98422736,0.010442282
846,0.005359384,0.005359384,0.2954336,0.9840975,0.010348617
862,0.0052551627,0.0052551627,0.29163328,0.9839578,0.01025143
877,0.005160436,0.005160436,0.2881345,0.9838258,0.010162767
892,0.005068456,0.005068456,0.28469595,0.9836927,0.010076364
908,0.004973235,0.004973235,0.28109273,0.98354954,0.009986585
923,0.004886558,0.004886558,0.27777362,0.9834142,0.009904565
939,0.0047967434,0.0047967434,0.27429426,0.9832686,0.009819263
954,0.0047149155,0.0047149155,0.271088,0.983131,0.009741264
969,0.0046352865,0.0046352865,0.26793426,0.98299235,0.009665098
985,0.004552673,0.004552673,0.2646264,0.9828431,0.009585791
1000,0.0044773095,0.0044773095,0.26157692,0.9827021,0.009513184
1016,0.0043990663,0.0043990663,0.25837746,0.9825503,0.009437533
