iter,diffusion,ULA,tempering,dilation,DAZ
0,0.0,0.0,0.0,0.0,0.0
15,4.067095,0.01666667,0.40402353,0.00016730979,4.397978
30,5.06671,0.03333334,0.5029848,0.00033600492,5.5042086
46,5.6907806,0.051111117,0.58994484,0.00051748636,6.0472674
61,6.104848,0.06777779,0.66112685,0.0006890812,6.376921
76,6.428896,0.084444456,0.7255095,0.0008620964,6.6238203
92,6.7120357,0.102222234,0.788664,0.0010482249,6.833248
107,6.9372587,0.11888891,0.8438607,0.001224213,6.99617
123,7.14645,0.13666669,0.8993142,0.0014135393,7.1447964
138,7.3204117,0.15333335,0.94865006,0.0015925505,7.266484
153,7.477516,0.17000002,0.9958206,0.0017730434,7.374911
169,7.6300945,0.1877778,1.0440869,0.0019672157,7.4788795
184,7.761548,0.20444447,1.0876654,0.002150809,7.5673914
200,7.891443,0.22222225,1.1325843,0.002348316,7.653874
215,8.004987,0.23888892,1.1733918,0.002535062,7.728661
230,8.111674,0.2555556,1.2130688,0.0027233523,7.7982306
246,8.218898,0.27333337,1.2542659,0.0029259122,7.8674526
261,8.314004,0.29000005,1.2919298,0.0031174354,7.9282575
277,8.410349,0.30777782,1.3311728,0.003323472,7.9892764
292,8.496409,0.32444447,1.3671616,0.0035182817,8.04328
307,8.578772,0.34111115,1.4024353,0.0037147026,8.094511
323,8.662945,0.35888892,1.4393302,0.0039260085,8.146407
338,8.738728,0.3755556,1.4732835,0.0041257986,8.192725
354,8.816527,0.39333338,1.5088695,0.0043407287,8.239873
369,8.886863,0.41000006,1.5416785,0.004543948,8.282139
384,8.954883,0.42666674,1.5739862,0.004748846,8.322688
400,9.025087,0.4444445,1.6079282,0.0049692695,8.3642025
415,9.088867,0.46111116,1.6392903,0.005177681,8.401612
431,9.154887,0.47888896,1.6722821,0.0054018837,8.440029
446,9.215024,0.4955556,1.7028031,0.005613868,8.4747505
461,9.273581,0.5122223,1.7329493,0.005827603,8.508305
477,9.334407,0.5300001,1.7647129,0.0060575334,8.542895
492,9.389998,0.54666674,1.7941424,0.0062749325,8.574273
508,9.4478655,0.56444454,1.8251791,0.0065088035,8.606689
523,9.500851,0.5811112,1.8539588,0.0067299274,8.636154
538,9.552684,0.59777784,1.8824459,0.0069528767,8.664775
554,9.606773,0.61555564,1.9125236,0.0071927183,8.694425
569,9.656421,0.6322223,1.940445,0.007419487,8.721445
585,9.708307,0.6500001,1.9699451,0.0076634362,8.749484
600,9.755997,0.66666675,1.9973472,0.0078940885,8.775076
615,9.80281,0.6833334,2.0245132,0.0081266435,8.800028
631,9.851827,0.7011112,2.0532408,0.008376816,8.825973
646,9.89696,0.71777785,2.0799484,0.008613353,8.849698
662,9.94427,0.73555565,2.108204,0.008867809,8.874402
677,9.98788,0.7522223,2.134485,0.009108393,8.897018
692,10.030801,0.768889,2.1605706,0.009350962,8.919134
708,10.075852,0.78666675,2.188188,0.0096119065,8.942196
723,10.117442,0.80333346,2.213892,0.009858625,8.963345
738,10.158428,0.8200001,2.2394204,0.010107378,8.984058
754,10.2015085,0.8377779,2.2664633,0.010374972,9.005686
769,10.241321,0.85444456,2.2916474,0.010627977,9.025544
785,10.283199,0.87222236,2.3183346,0.010900146,9.046302
800,10.321933,0.888889,2.343195,0.011157477,9.065377
815,10.360172,0.90555567,2.3679059,0.011416929,9.084095
831,10.400437,0.92333347,2.3941052,0.011696032,9.103683
846,10.437712,0.9400001,2.4185216,0.011959918,9.121704
862,10.476988,0.9577779,2.4444158,0.0122437915,9.140575
877,10.513368,0.97444457,2.4685552,0.012512186,9.1579485
892,10.549337,0.9911112,2.4925663,0.012782791,9.175025
908,10.587269,1.008889,2.5180407,0.01307389,9.1929245
923,10.622434,1.0255557,2.541797,0.013349115,9.209418
939,10.659535,1.0433334,2.567007,0.013645184,9.226718
954,10.693948,1.0600002,2.5905228,0.013925111,9.242668
969,10.728014,1.0766668,2.6139266,0.01420734,9.258368
985,10.763981,1.0944446,2.6387718,0.01451094,9.274846
1000,10.797365,1.1111113,2.6619532,0.014797985,9.290052
1016,10.832625,1.1288891,2.6865668,0.015106767,9.306021
1031,10.865367,1.1455557,2.7095373,0.015398709,9.320769
1046,10.897812,1.1622224,2.7324097,0.01569305,9.335303
1062,10.932103,1.1800002,2.756701,0.016009679,9.35057
1077,10.963961,1.1966668,2.7793772,0.016309042,9.364675
1093,10.997644,1.2144446,2.8034647,0.01663107,9.379504
1108,11.02895,1.2311113,2.8259544,0.016935535,9.393209
1123,11.0599985,1.2477779,2.8483572,0.017242508,9.406729
1139,11.092842,1.2655557,2.8721595,0.017572718,9.42095
1154,11.123382,1.2822224,2.894388,0.017884914,9.434102
1170,11.155698,1.3000002,2.9180086,0.018220749,9.447943
1185,11.185756,1.3166668,2.9400709,0.018538263,9.460746
1200,11.215592,1.3333335,2.9620554,0.018858384,9.473387
1216,11.24717,1.3511113,2.9854217,0.019202743,9.486697
1231,11.27656,1.367778,3.0072505,0.019528314,9.499016
1247,11.30768,1.3855557,3.0304544,0.019878533,9.5119915
1262,11.336647,1.4022224,3.0521343,0.020209646,9.524005
1277,11.365418,1.418889,3.0737445,0.020543477,9.535875
1293,11.395895,1.4366668,3.0967197,0.020902574,9.548385
1308,11.424273,1.4533335,3.11819,0.02124208,9.559971
1324,11.45434,1.4711113,3.1410196,0.021607287,9.572184
1339,11.482345,1.487778,3.1623557,0.021952566,9.583499
1354,11.510174,1.5044446,3.1836286,0.022300674,9.594687
1370,11.539671,1.5222224,3.2062514,0.02267513,9.606486
1385,11.567152,1.538889,3.227398,0.023029158,9.617422
1400,11.594469,1.5555557,3.248485,0.023386085,9.628239
1416,11.623434,1.5733335,3.2709138,0.023770014,9.63965
1431,11.650428,1.5900002,3.2918816,0.024133004,9.650232
1447,11.679053,1.607778,3.3141847,0.024523465,9.661395
1462,11.705735,1.6244446,3.335038,0.024892617,9.671748
1477,11.732271,1.6411114,3.3558376,0.025264787,9.681994
1493,11.760419,1.658889,3.3779647,0.025665125,9.692813
1508,11.786664,1.6755558,3.3986547,0.026043614,9.702848
1524,11.814508,1.6933335,3.4206676,0.026450744,9.713443
1539,11.840473,1.7100003,3.4412532,0.02683565,9.723274
1554,11.866308,1.7266669,3.4617894,0.027223703,9.73301
1570,11.8937235,1.7444447,3.4836411,0.02764112,9.743292
1585,11.919296,1.7611114,3.504078,0.028035752,9.752835
1601,11.946437,1.7788891,3.5258257,0.02846025,9.762917
1616,11.971757,1.7955558,3.546167,0.028861571,9.772275
1631,11.996959,1.8122225,3.5664625,0.029266167,9.781548
1647,12.023712,1.8300003,3.5880625,0.02970138,9.791344
1662,12.0486765,1.8466669,3.6082675,0.030112825,9.800442
