iter,diffusion,ULA,tempering,dilation,DAZ
0,0.0,0.0,0.0,0.0,0.0
6,1.9674867,0.0066666678,0.30367082,6.6850196e-05,2.109725
13,2.4836965,0.014444446,0.33626837,0.00014540146,2.7032473
19,2.746823,0.021111114,0.3619231,0.00021321393,2.9414668
26,2.967653,0.028888892,0.38980773,0.00029289574,3.1224046
32,3.1153991,0.03555556,0.4122946,0.00036168404,3.2373674
39,3.257396,0.04333334,0.4371756,0.00044251245,3.3444028
46,3.3769252,0.051111117,0.46083227,0.0005239651,3.4322946
52,3.466394,0.057777785,0.48027724,0.00059428194,3.4968977
59,3.5592601,0.065555565,0.5021213,0.0006769063,3.5629463
65,3.6310167,0.07222223,0.5202076,0.00074823486,3.613301
72,3.7073634,0.08000001,0.5406497,0.0008320479,3.6662369
78,3.7675579,0.08666668,0.55766416,0.0009044021,3.7075102
85,3.8326666,0.09444445,0.5769813,0.0009894203,3.7516916
92,3.8930948,0.102222234,0.5957783,0.001075095,3.7922637
98,3.9416897,0.1088889,0.6115125,0.0011490564,3.824585
105,3.9951403,0.11666668,0.62946564,0.0012359627,3.8598163
111,4.038502,0.12333335,0.6445344,0.0013109873,3.8881483
118,4.0865602,0.13111113,0.66177,0.0013991434,3.9192843
124,4.1258125,0.13777779,0.6762684,0.0014752464,3.9445055
131,4.1695786,0.14555557,0.6928847,0.0015646694,3.972401
138,4.2113767,0.15333335,0.7092007,0.0016547821,3.9988165
144,4.245785,0.16000003,0.7229621,0.0017325745,4.020394
151,4.284424,0.1677778,0.73877215,0.0018239822,4.044441
157,4.3163576,0.17444447,0.75212544,0.0019028923,4.064168
164,4.3523464,0.18222225,0.76748633,0.001995613,4.0862374
170,4.3821898,0.1888889,0.78047574,0.002075657,4.104406
177,4.415925,0.19666669,0.79543465,0.00216971,4.1247983
184,4.4485803,0.20444447,0.8101939,0.0022644878,4.144389
190,4.475773,0.21111114,0.82269377,0.002346307,4.160589
197,4.5066304,0.21888892,0.83710945,0.002442446,4.178848
203,4.532383,0.22555558,0.8493286,0.0025254404,4.1939826
210,4.561667,0.23333336,0.8634315,0.0026229601,4.2110786
216,4.586155,0.24000002,0.8753945,0.002707146,4.22528
223,4.6140513,0.2477778,0.88921154,0.0028060658,4.2413526
230,4.6412663,0.2555556,0.9028844,0.0029057474,4.256924
236,4.664082,0.26222226,0.91449404,0.0029917997,4.2698946
243,4.690136,0.27000004,0.9279155,0.0030929118,4.284613
249,4.7120094,0.2766667,0.939318,0.003180199,4.2968917
256,4.737022,0.28444448,0.952507,0.0032827621,4.3108454
262,4.758048,0.29111114,0.96371776,0.0033713018,4.322502
269,4.7821198,0.29888892,0.9766912,0.0034753366,4.3357673
276,4.8057218,0.3066667,0.9895548,0.003580172,4.348688
282,4.825597,0.31333336,1.0004966,0.0036706734,4.3595033
289,4.848388,0.32111114,1.0131669,0.0037770125,4.3718314
295,4.8675985,0.32777783,1.0239484,0.0038688113,4.3821616
302,4.8896484,0.3355556,1.0364381,0.003976675,4.3939486
308,4.908251,0.34222227,1.0470698,0.0040697907,4.4038353
315,4.9296207,0.35000005,1.0593901,0.004179201,4.4151278
322,4.9506483,0.35777783,1.0716237,0.004289453,4.4261703
328,4.96841,0.3644445,1.0820425,0.0043846294,4.435446
335,4.9888387,0.37222227,1.094122,0.004496462,4.4460526
341,5.006107,0.37888893,1.1044129,0.004593003,4.4549685
348,5.0259814,0.38666672,1.1163474,0.004706438,4.4651723
354,5.042793,0.39333338,1.1265174,0.0048043616,4.473756
361,5.0621533,0.40111116,1.138315,0.0049194214,4.4835873
368,5.0812526,0.40888894,1.1500418,0.0050353664,4.493228
374,5.097422,0.4155556,1.1600388,0.0051354566,4.501346
381,5.1160607,0.42333338,1.17164,0.0052530617,4.5106535
387,5.131849,0.43000007,1.1815324,0.0053545847,4.5184956
394,5.150058,0.43777785,1.1930141,0.005473874,4.527491
401,5.168047,0.44555563,1.2044342,0.0055940794,4.536328
407,5.1832976,0.4522223,1.2141749,0.005697848,4.54378
414,5.200898,0.46000007,1.2254846,0.005819774,4.5523357
420,5.215826,0.46666673,1.2351332,0.0059250277,4.559554
427,5.233062,0.4744445,1.246338,0.0060486984,4.567846
433,5.2476864,0.48111117,1.2558987,0.0061554573,4.5748453
440,5.2645793,0.48888895,1.2670038,0.0062808977,4.582889
447,5.2812963,0.49666673,1.2780566,0.0064073005,4.5908055
453,5.295489,0.5033334,1.2874901,0.006516418,4.597492
460,5.311891,0.5111112,1.2984499,0.006644629,4.6051826
466,5.325823,0.51777786,1.3078053,0.0067553064,4.6116815
473,5.3419304,0.5255556,1.3186759,0.00688535,4.619158
479,5.355615,0.5322223,1.3279567,0.00699761,4.625478
486,5.371443,0.5400001,1.3387421,0.0071295127,4.632752
493,5.387126,0.54777783,1.3494831,0.0072624274,4.6399217
499,5.4004564,0.5544445,1.3586553,0.0073771654,4.645986
506,5.415882,0.5622223,1.3693167,0.007511979,4.65297
512,5.4289975,0.56888896,1.3784219,0.007628356,4.6588783
519,5.444179,0.5766667,1.3890069,0.0077650957,4.665684
525,5.45709,0.58333343,1.3980478,0.007883135,4.671446
532,5.4720383,0.5911112,1.4085593,0.008021828,4.6780844
539,5.4868655,0.598889,1.4190325,0.008161584,4.6846356
545,5.499481,0.60555565,1.4279795,0.0082822265,4.6901836
552,5.514093,0.6133334,1.4383835,0.0084239775,4.69658
558,5.5265284,0.62000006,1.4472725,0.008546342,4.7019978
565,5.5409346,0.6277779,1.4576099,0.008690118,4.7082453
571,5.5531983,0.63444453,1.4664431,0.008814229,4.7135386
578,5.5674086,0.6422223,1.4767166,0.008960054,4.7196445
585,5.5815167,0.6500001,1.4869568,0.0091069965,4.725676
591,5.5935307,0.65666676,1.495708,0.009233842,4.730789
598,5.607456,0.6644445,1.5058879,0.009382878,4.7366877
604,5.6193156,0.6711112,1.5145881,0.009511532,4.74169
