x,ULA,dilation,tempering,diffusion,daz
-2.6164942,0.0,0.0,0.014418793,0.060043566,0.030103775
-2.5606647,0.0,0.0,0.032442287,0.05253812,0.0677335
-2.5048356,0.0,0.0,0.02162819,0.056290843,0.052681606
-2.449006,0.0,0.0,0.025232889,0.045032673,0.06020755
-2.393177,0.0,0.0,0.03604698,0.090065345,0.04139269
-2.3373477,0.0,0.0,0.05046599,0.086312994,0.08278574
-2.2815185,0.0,0.0,0.04325638,0.09381807,0.079022415
-2.2256894,0.0,0.0,0.082908064,0.090065345,0.11665213
-2.16986,0.0,0.0,0.06848927,0.0825599,0.101600245
-2.1140308,0.0,0.0,0.10814095,0.09757079,0.07525944
-2.0582013,0.0,0.0,0.14418793,0.11633441,0.124178074
-2.0023723,0.0,0.0,0.10453625,0.10132352,0.0940743
-1.9465429,0.0,0.0,0.11174565,0.123839855,0.11665213
-1.8907137,0.0,0.0,0.15500236,0.07880735,0.1317043
-1.8348844,0.0,0.0,0.1946537,0.10882896,0.16557077
-1.7790551,0.0,0.0,0.19104901,0.13509803,0.15428185
-1.7232258,0.0,0.0,0.2198866,0.15010892,0.11665213
-1.6673965,0.0,0.0,0.23791008,0.12759258,0.135467
-1.6115673,0.0,0.0,0.32442355,0.19138928,0.18062304
-1.5557381,0.0,0.0,0.26314297,0.15761435,0.13922995
-1.4999088,0.0,0.0,0.32081816,0.19138886,0.124178074
-1.4440795,0.0,0.0,0.37128395,0.21015248,0.16933374
-1.3882502,0.0,0.0,0.31721345,0.18763614,0.19191156
-1.332421,0.0,0.0,0.4469826,0.19138886,0.17309672
-1.2765918,0.0,0.0,0.4181459,0.19889474,0.21825284
-1.2207625,0.003582349,0.0,0.4289591,0.18763614,0.2144894
-1.1649332,0.2185233,0.0,0.4397732,0.16887252,0.24835615
-1.1091039,2.246133,0.0,0.4469826,0.2289161,0.17309672
-1.0532746,7.0214043,0.0,0.4469826,0.24017426,0.23330426
-0.99744534,6.6166058,17.911766,0.54791474,0.28520724,0.19943772
-0.9416162,1.6980354,0.0,0.5190771,0.24392724,0.24083045
-0.8857869,0.107470475,0.0,0.50826246,0.25143242,0.24835615
-0.8299576,0.0,0.0,0.5154719,0.23642154,0.2408302
-0.7741283,0.0,0.0,0.5875665,0.27019635,0.29351214
-0.7182991,0.0,0.0,0.5371,0.22516337,0.2822229
-0.66246986,0.0,0.0,0.5407053,0.27019635,0.24083045
-0.6066406,0.0,0.0,0.5190766,0.25518516,0.23330426
-0.5508113,0.0,0.0,0.52268124,0.25518516,0.28974885
-0.494982,0.0,0.0,0.54791445,0.31147614,0.289749
-0.43915278,0.0,0.0,0.5515191,0.31898162,0.27846006
-0.3833235,0.0,0.0,0.45058754,0.2701962,0.28222305
-0.32749426,0.0,0.0,0.44337815,0.35650885,0.2709341
-0.27166498,0.0,0.0,0.42535442,0.30397055,0.27469695
-0.2158357,0.0,0.0,0.42535463,0.2701962,0.3198528
-0.16000645,0.0,0.0,0.4722157,0.30397072,0.2709341
-0.104177184,0.0,0.0,0.32081825,0.32273427,0.35748243
-0.048347916,0.0,0.0,0.3172136,0.34900334,0.30856383
0.007481348,0.0,0.0,0.32081828,0.3114761,0.2558822
0.06331061,0.0,0.0,0.2955854,0.30397066,0.2521192
0.119139805,0.0,0.0,0.3027956,0.21015312,0.30856466
0.17496899,0.0,0.0,0.27395713,0.31147605,0.34619352
0.23079826,0.0,0.0,0.23791021,0.2889598,0.31232685
0.28662753,0.0,0.0,0.21267731,0.28145435,0.3198528
0.34245676,0.0,0.0,0.19104911,0.300218,0.28598604
0.39828604,0.0,0.0,0.15860672,0.28520694,0.2935118
0.45411533,0.0,0.0,0.18744442,0.34149796,0.19943762
0.50994456,0.0,0.0,0.13697861,0.2439271,0.3461936
0.56577384,0.0,0.0,0.12616444,0.29271236,0.2859859
0.62160313,0.0,0.0,0.07209404,0.23266907,0.28598619
0.67743236,0.0,0.0,0.100931555,0.24017426,0.25588208
0.73326164,0.0,0.0,0.08651276,0.27394876,0.25588208
0.7890909,0.0,0.0,0.07209404,0.2514327,0.25964534
0.84492016,0.0,0.0,0.050465778,0.24392697,0.270934
0.90074944,0.0,0.0,0.04686108,0.30021784,0.25964504
0.95657873,0.0,0.0,0.043256424,0.18763635,0.22577855
1.0124079,0.0,0.0,0.03604702,0.24017452,0.2521194
1.0682372,0.0,0.0,0.01802349,0.19138886,0.23706722
1.1240665,0.0,0.0,0.028837586,0.19138886,0.21072643
1.1798958,0.0,0.0,0.01802349,0.23642154,0.21825238
1.235725,0.0,0.0,0.0072093965,0.15761435,0.1881486
1.2915542,0.0,0.0,0.010814117,0.17262563,0.1693341
1.3473835,0.0,0.0,0.0072093965,0.1651198,0.16557077
1.4032128,0.0,0.0,0.0072093965,0.22516337,0.19567454
1.4590421,0.0,0.0,0.0,0.15761435,0.15051888
1.5148714,0.0,0.0,0.014418793,0.13509803,0.12794104
1.5707006,0.0,0.0,0.007209412,0.1463565,0.14675622
1.6265298,0.0,0.0,0.0036046982,0.16887252,0.15428185
1.6823591,0.0,0.0,0.0072093965,0.13509803,0.124178074
1.7381884,0.0,0.0,0.0036046982,0.12759258,0.13922995
1.7940177,0.0,0.0,0.0,0.13885075,0.16933374
1.849847,0.0,0.0,0.0036046982,0.11633441,0.135467
1.9056761,0.0,0.0,0.003604706,0.075054616,0.12041536
1.9615054,0.0,0.0,0.0,0.08631263,0.101600245
2.0173347,0.0,0.0,0.0,0.13134502,0.0940741
2.073164,0.0,0.0,0.0,0.086312994,0.09031171
2.128993,0.0,0.0,0.0,0.090065345,0.0940743
2.1848226,0.0,0.0,0.0,0.10507624,0.09783727
2.2406516,0.0,0.0,0.0,0.10882896,0.079022415
2.2964811,0.0,0.0,0.0,0.056290843,0.101600245
2.3523102,0.0,0.0,0.0,0.056290843,0.0940743
2.4081397,0.0,0.0,0.0,0.09381807,0.0677335
2.4639688,0.0,0.0,0.0,0.060043566,0.07149647
2.5197983,0.0,0.0,0.0,0.06754901,0.06397052
2.5756273,0.0,0.0,0.0,0.06379629,0.030103775
2.6314566,0.0,0.0,0.0,0.07505478,0.045155857
2.687286,0.0,0.0,0.0,0.045032673,0.052681606
2.743115,0.0,0.0,0.0,0.033774506,0.052681606
2.7989445,0.0,0.0,0.0,0.03752723,0.052681606
2.8547735,0.0,0.0,0.0,0.033774506,0.022577832
2.910603,0.0,0.0,0.0,0.048785396,0.04139269
