x,ULA,dilation,tempering,diffusion,daz
-2.6164942,0.007169,0.0,0.010749198,0.0,0.0
-2.5606647,0.057352,0.0,0.007166132,0.010755652,0.010751348
-2.5048356,0.093196996,0.0,0.06807825,0.010755652,0.032254044
-2.449006,0.2186545,0.0,0.08599358,0.03943739,0.046589177
-2.393177,0.3046825,0.0036170732,0.16840409,0.08604521,0.07167566
-2.3373477,0.47674054,0.010851266,0.31531113,0.13265361,0.09317875
-2.2815185,0.7563295,0.018085364,0.44071707,0.25813565,0.18635671
-2.2256894,1.010829,0.028936585,0.75960994,0.2939878,0.26519993
-2.16986,1.4015396,0.09766097,0.8921834,0.39795914,0.3942161
-2.1140308,1.6309475,0.18447074,1.089252,0.48400435,0.4336377
-2.0582013,2.0395803,0.32553658,1.1644963,0.5808052,0.4336377
-2.0023723,1.8926159,0.5063902,1.2827376,0.54495305,0.49814582
-1.9465429,1.9893974,0.7559683,1.2039101,0.52702695,0.54831874
-1.8907137,1.652458,1.0019314,1.0570067,0.52344286,0.4838117
-1.8348844,1.3943704,1.2623585,0.88143414,0.4373965,0.3512107
-1.7790551,1.125533,1.5010854,0.6198704,0.36569217,0.30462155
-1.7232258,0.77066743,1.9134316,0.56970745,0.24738,0.22577831
-1.6673965,0.465985,1.7578975,0.30814368,0.13982347,0.14693509
-1.6115673,0.2939296,1.5625789,0.22573362,0.118312426,0.08959476
-1.5557381,0.16130249,1.3202317,0.1361565,0.060948692,0.046589177
-1.4999088,0.078859,1.1755488,0.053745985,0.025096523,0.03583783
-1.4440795,0.053767495,0.839161,0.050162923,0.017926088,0.007167565
-1.3882502,0.0250915,0.5714975,0.014332264,0.0035852173,0.007167565
-1.332421,0.007169,0.3906439,0.007166132,0.0035852173,0.0035837826
-1.2765918,0.0,0.25319564,0.007166147,0.0,0.0
-1.2207625,0.0,0.13021463,0.003583066,0.0,0.0
-1.1649332,0.0,0.079575606,0.0,0.0,0.0
-1.1091039,0.0,0.043404877,0.0,0.0,0.0
-1.0532746,0.0,0.014468293,0.0,0.0,0.0
-0.99744534,0.0,0.0036170771,0.0,0.0,0.0
-0.9416162,0.0,0.0,0.0,0.0,0.0
-0.8857869,0.0,0.0,0.0,0.0,0.0
-0.8299576,0.0,0.0,0.0,0.0,0.0
-0.7741283,0.0,0.0,0.0,0.0,0.0
-0.7182991,0.0,0.0,0.0,0.0,0.0
-0.66246986,0.0,0.0,0.0,0.0,0.0
-0.6066406,0.0,0.0,0.0,0.0,0.0
-0.5508113,0.0,0.0,0.0,0.0,0.0
-0.494982,0.0,0.0,0.0,0.0,0.0
-0.43915278,0.0,0.003617075,0.0,0.0,0.0035837847
-0.3833235,0.0,0.0,0.0,0.0,0.0
-0.32749426,0.0,0.0,0.010749204,0.0035852192,0.025086492
-0.27166498,0.0,0.025319511,0.050162923,0.060948692,0.086010784
-0.2158357,0.0,0.03617075,0.1218243,0.21511316,0.18277301
-0.16000645,0.0,0.14106593,0.32247612,0.49117506,0.5805731
-0.104177184,0.0,0.2387269,0.591206,0.9931055,1.0357134
-0.048347916,0.0,0.30745134,0.8097732,1.4340875,1.5410272
0.007481348,0.0035845013,0.3834099,1.0605879,1.4950362,1.5661137
