TV;KL
1.999972939491272;13.90775203704834
1.4017512798309326;1.2506568431854248
1.4009205102920532;1.2109633684158325
1.400908350944519;1.2106101512908936
1.4010552167892456;1.210160493850708
1.4009565114974976;1.2091730833053589
1.400956630706787;1.210021734237671
1.401124358177185;1.2106411457061768
1.4010552167892456;1.2107677459716797
1.400988221168518;1.2105226516723633
1.4008841514587402;1.2107282876968384
1.40109384059906;1.209180474281311
1.4012013673782349;1.209449052810669
1.400956630706787;1.2083613872528076
1.4008994102478027;1.2102712392807007
1.401078462600708;1.212079405784607
1.4009950160980225;1.2090601921081543
1.400956630706787;1.210121512413025
1.4010341167449951;1.2103614807128906
1.400956630706787;1.2096205949783325
1.4011149406433105;1.2098345756530762
1.4012036323547363;1.2114012241363525
1.4013409614562988;1.2098910808563232
1.400956630706787;1.209391713142395
1.4014025926589966;1.2123281955718994
1.4013043642044067;1.2096771001815796
1.4009981155395508;1.210412859916687
1.4009355306625366;1.209651231765747
1.4009740352630615;1.2106951475143433
1.4008961915969849;1.2088642120361328
1.4013043642044067;1.2101030349731445
1.400956630706787;1.2098772525787354
1.4010790586471558;1.2107704877853394
1.4008996486663818;1.2111601829528809
1.4010552167892456;1.2103248834609985
1.400956630706787;1.2102190256118774
1.400896430015564;1.2096315622329712
1.4010192155838013;1.2109609842300415
1.4008963108062744;1.2086974382400513
1.400956630706787;1.2104305028915405
1.40086030960083;1.210875391960144
1.4009205102920532;1.2098774909973145
1.4009205102920532;1.2086046934127808
1.4011534452438354;1.2110005617141724
1.4012807607650757;1.2106099128723145
1.400956630706787;1.2087693214416504
1.4011149406433105;1.2100402116775513
1.4011027812957764;1.209328532218933
1.401018738746643;1.2089155912399292
1.4010337591171265;1.209476351737976
1.4008753299713135;1.2080838680267334
1.4008604288101196;1.2103345394134521
1.4010339975357056;1.2096631526947021
1.4010218381881714;1.21104896068573
1.400935411453247;1.210509181022644
1.4010192155838013;1.2101155519485474
1.4013792276382446;1.2114145755767822
1.4014416933059692;1.211417555809021
1.4014416933059692;1.210921287536621
1.400956630706787;1.2105811834335327
1.4011775255203247;1.2094851732254028
1.4010192155838013;1.209667682647705
1.400935411453247;1.2113220691680908
1.4010552167892456;1.20962655544281
1.400956630706787;1.2114181518554688
1.401100754737854;1.2105891704559326
1.401161551475525;1.2108099460601807
1.4009950160980225;1.2105340957641602
1.4008896350860596;1.2098109722137451
1.4010869264602661;1.2109771966934204
1.4009950160980225;1.2105488777160645
1.4010553359985352;1.2121456861495972
1.4011998176574707;1.2098417282104492
1.4008994102478027;1.2085522413253784
1.4009590148925781;1.2121261358261108
1.4008841514587402;1.21004319190979
1.4009565114974976;1.2100988626480103
1.400956630706787;1.2099041938781738
1.400952935218811;1.2102854251861572
1.4009950160980225;1.2103790044784546
1.4010069370269775;1.2101030349731445
1.4009227752685547;1.2090221643447876
1.4011149406433105;1.2090864181518555
1.400956630706787;1.2098523378372192
1.401223063468933;1.2107445001602173
1.4012057781219482;1.2111377716064453
1.40105140209198;1.2096220254898071
1.4012136459350586;1.2093532085418701
1.4008604288101196;1.2096015214920044
1.4013793468475342;1.211368441581726
1.401214838027954;1.2095004320144653
1.4008963108062744;1.2091550827026367
1.401192545890808;1.2110239267349243
1.4009737968444824;1.2096149921417236
1.400935411453247;1.2114768028259277
1.4009206295013428;1.2110259532928467
1.4010341167449951;1.209138035774231
1.4012826681137085;1.2115107774734497
1.4008896350860596;1.2111464738845825
1.4009206295013428;1.2081294059753418
1.400896430015564;1.2098506689071655
1.401412010192871;1.209890365600586
1.4008842706680298;1.2087681293487549
1.4011266231536865;1.2104448080062866
1.4011149406433105;1.210025668144226
1.4012057781219482;1.209503412246704
1.4009168148040771;1.2104804515838623
1.4009950160980225;1.2093695402145386
1.4010341167449951;1.2092278003692627
1.4011534452438354;1.2103006839752197
1.400937795639038;1.2098580598831177
1.401096224784851;1.211986780166626
1.400935411453247;1.2102452516555786
1.4010939598083496;1.2101560831069946
1.4009950160980225;1.2092536687850952
1.400956630706787;1.2098543643951416
1.400956630706787;1.2085267305374146
1.4012136459350586;1.2092822790145874
1.4010341167449951;1.2111543416976929
1.4010553359985352;1.2108324766159058
1.400896430015564;1.2096799612045288
1.4009135961532593;1.2108027935028076
1.4008601903915405;1.2106025218963623
1.4009205102920532;1.2089186906814575
1.4009205102920532;1.2097584009170532
1.401213526725769;1.2096391916275024
1.4010546207427979;1.2123388051986694
1.4013642072677612;1.2098835706710815
1.4009944200515747;1.2098777294158936
1.4008393287658691;1.2109087705612183
1.4008961915969849;1.2132412195205688
1.4010553359985352;1.2103668451309204
1.401403546333313;1.209932804107666
1.4009206295013428;1.2091288566589355
1.4009950160980225;1.2103487253189087
1.4012843370437622;1.21146559715271
1.4009565114974976;1.209094524383545
1.4009565114974976;1.21150541305542
1.4012058973312378;1.2112698554992676
1.4013582468032837;1.2111458778381348
1.4010547399520874;1.2096608877182007
1.401158094406128;1.2098499536514282
1.4009950160980225;1.210015892982483
1.4009565114974976;1.2098884582519531
1.4012136459350586;1.210072636604309
1.401206612586975;1.2112154960632324
1.4011534452438354;1.2113639116287231
1.4009950160980225;1.2096238136291504
1.4010339975357056;1.2107921838760376
1.401033639907837;1.2100425958633423
1.4010553359985352;1.2087639570236206
1.4011150598526;1.2094553709030151
1.4009203910827637;1.2098075151443481
1.4013043642044067;1.2098830938339233
1.4016417264938354;1.2125999927520752
1.4009521007537842;1.2100372314453125
1.400973916053772;1.2105934619903564
1.4010552167892456;1.2109652757644653
1.401138424873352;1.2103118896484375
1.4010971784591675;1.2117273807525635
1.4012081623077393;1.2117483615875244
1.4008604288101196;1.2116944789886475
1.400956630706787;1.211273431777954
1.4010157585144043;1.2094690799713135
1.400994896888733;1.2086070775985718
1.4011534452438354;1.208647608757019
1.400956630706787;1.2089277505874634
1.40109384059906;1.2092578411102295
1.4009286165237427;1.2095427513122559
1.4010552167892456;1.2089331150054932
1.401213526725769;1.2103122472763062
1.4010552167892456;1.2108149528503418
1.4008963108062744;1.2100354433059692
1.4010192155838013;1.2110499143600464
1.40086030960083;1.2097034454345703
1.4010190963745117;1.2103445529937744
1.4011534452438354;1.210762858390808
1.400973916053772;1.2091937065124512
1.4009205102920532;1.2085797786712646
1.4009206295013428;1.209786057472229
1.4010552167892456;1.2115055322647095
1.4009591341018677;1.2088059186935425
1.4012057781219482;1.211269736289978
1.400896430015564;1.210886001586914
1.4008842706680298;1.2100898027420044
1.4011173248291016;1.2092400789260864
1.4009950160980225;1.207999587059021
1.4011534452438354;1.2103341817855835
1.400995135307312;1.209237813949585
1.4011465311050415;1.2107415199279785
1.400973916053772;1.2100964784622192
1.4013043642044067;1.2105827331542969
1.4011534452438354;1.2089537382125854
1.4009205102920532;1.210827112197876
1.4011149406433105;1.2088890075683594
1.4009950160980225;1.208726167678833
1.4012136459350586;1.2096208333969116
1.4011534452438354;1.2102112770080566
1.400956630706787;1.2105298042297363
1.4014993906021118;1.2102999687194824
1.401153564453125;1.2110588550567627
1.4008995294570923;1.2107737064361572
1.401145577430725;1.2109344005584717
1.400896430015564;1.2084604501724243
1.401054859161377;1.2103431224822998
1.4010069370269775;1.2103092670440674
1.4016162157058716;1.2115074396133423
1.4009740352630615;1.2105846405029297
1.4008753299713135;1.2094736099243164
1.4011744260787964;1.210150957107544
1.4011534452438354;1.210023045539856
1.4012051820755005;1.210059642791748
1.4010547399520874;1.2096049785614014
1.400896430015564;1.2106808423995972
1.400908350944519;1.211355447769165
1.4013136625289917;1.2107990980148315
1.4008601903915405;1.210127353668213
1.4010789394378662;1.2099725008010864
1.400995135307312;1.2101120948791504
1.4010193347930908;1.2088260650634766
1.4010339975357056;1.2097746133804321
1.4009205102920532;1.2098093032836914
1.4013524055480957;1.2103803157806396
1.4011322259902954;1.2108359336853027
1.400875210762024;1.2108887434005737
1.400908350944519;1.2099230289459229
1.4010192155838013;1.211233377456665
1.400944471359253;1.2121440172195435
1.4011924266815186;1.2106081247329712
1.4009206295013428;1.2101528644561768
1.400896430015564;1.2107570171356201
1.4008842706680298;1.2105076313018799
1.4011989831924438;1.2098461389541626
1.4009552001953125;1.2099899053573608
1.401145577430725;1.2091213464736938
1.4011924266815186;1.2101658582687378
1.401114821434021;1.2100117206573486
1.401432752609253;1.2108410596847534
1.4011112451553345;1.2112629413604736
1.4009760618209839;1.210672378540039
1.4010188579559326;1.2113595008850098
1.401136875152588;1.2120225429534912
1.4009352922439575;1.210317850112915
1.4010547399520874;1.2098761796951294
1.4011558294296265;1.2119947671890259
1.4008994102478027;1.2113984823226929
1.4009590148925781;1.2101068496704102
1.4014036655426025;1.2098500728607178
1.4010552167892456;1.211789846420288
1.401213526725769;1.2094550132751465
1.4011532068252563;1.2092034816741943
1.401111125946045;1.2108975648880005
1.4010552167892456;1.2099499702453613
1.4011775255203247;1.2096930742263794
1.4009590148925781;1.208548665046692
1.4009205102920532;1.2105259895324707
1.4010154008865356;1.2097272872924805
1.4018349647521973;1.212153673171997
1.4010552167892456;1.208329439163208
1.400956630706787;1.2106094360351562
1.400994896888733;1.2091716527938843
1.400896430015564;1.209341049194336
1.4012136459350586;1.2097852230072021
1.4011149406433105;1.208717703819275
1.401076078414917;1.2100721597671509
1.4008604288101196;1.20957612991333
1.4009590148925781;1.2098830938339233
1.4010552167892456;1.2108454704284668
1.4009565114974976;1.2111122608184814
1.4009981155395508;1.2097601890563965
1.401253342628479;1.209551215171814
1.4011095762252808;1.21060049533844
1.4009495973587036;1.2106589078903198
1.4014055728912354;1.2107521295547485
1.4008322954177856;1.2095173597335815
1.4011696577072144;1.2090227603912354
1.4010341167449951;1.2098109722137451
1.4012442827224731;1.2117925882339478
1.401055097579956;1.210286259651184
1.400896430015564;1.2088760137557983
1.400887370109558;1.210233449935913
1.4017149209976196;1.2101401090621948
