iter,diffusion,ULA,tempering,dilation,DAZ
0,0.99,0.99,0.99,0.99,0.99
1,5.0021452e-05,5.0021452e-05,0.061386447,0.98989004,4.9672955e-05
2,4.946354e-05,4.946354e-05,0.06066077,0.9897788,4.9129467e-05
3,4.891194e-05,4.891194e-05,0.059944246,0.98966646,4.8591883e-05
4,4.836654e-05,4.836654e-05,0.059236776,0.9895528,4.8060134e-05
5,4.782727e-05,4.782727e-05,0.05853822,0.98943794,4.7534155e-05
6,4.7294052e-05,4.7294052e-05,0.057848435,0.9893218,4.7013848e-05
7,4.6766872e-05,4.6766872e-05,0.057167325,0.98920447,4.6499234e-05
8,4.624561e-05,4.624561e-05,0.056494743,0.9890858,4.5990164e-05
9,4.5730158e-05,4.5730158e-05,0.055830583,0.98896587,4.5486668e-05
11,4.4716595e-05,4.4716595e-05,0.05452705,0.9887221,4.44959e-05
12,4.42184e-05,4.42184e-05,0.05388745,0.9885982,4.4008553e-05
13,4.372575e-05,4.372575e-05,0.053255808,0.98847294,4.3526506e-05
14,4.3238673e-05,4.3238673e-05,0.052632008,0.98834634,4.3049695e-05
15,4.2757023e-05,4.2757023e-05,0.05201596,0.98821837,4.2578064e-05
16,4.228078e-05,4.228078e-05,0.051407542,0.988089,4.2111602e-05
17,4.180988e-05,4.180988e-05,0.05080665,0.98795825,4.1650175e-05
18,4.134426e-05,4.134426e-05,0.05021319,0.98782605,4.1193798e-05
19,4.0883908e-05,4.0883908e-05,0.049627043,0.9876925,4.0742347e-05
21,3.99786e-05,3.99786e-05,0.048476323,0.9874209,3.985408e-05
22,3.9533526e-05,3.9533526e-05,0.047911543,0.9872829,3.9417162e-05
23,3.9093484e-05,3.9093484e-05,0.047353707,0.9871434,3.898503e-05
24,3.8658374e-05,3.8658374e-05,0.046802714,0.9870024,3.8557602e-05
25,3.8228147e-05,3.8228147e-05,0.04625846,0.98685986,3.813482e-05
26,3.7802707e-05,3.7802707e-05,0.04572086,0.98671585,3.7716643e-05
27,3.7382037e-05,3.7382037e-05,0.045189835,0.9865702,3.730298e-05
28,3.6966085e-05,3.6966085e-05,0.0446653,0.98642296,3.6893853e-05
29,3.6554793e-05,3.6554793e-05,0.04414715,0.9862741,3.6489175e-05
31,3.5745994e-05,3.5745994e-05,0.043129675,0.98597175,3.5692956e-05
32,3.534838e-05,3.534838e-05,0.0426302,0.9858181,3.5301382e-05
33,3.495519e-05,3.495519e-05,0.042136777,0.98566276,3.4914043e-05
34,3.4566438e-05,3.4566438e-05,0.041649323,0.98550576,3.4530916e-05
35,3.418201e-05,3.418201e-05,0.041167784,0.98534703,3.4152e-05
36,3.380189e-05,3.380189e-05,0.040692065,0.98518664,3.3777203e-05
37,3.3426026e-05,3.3426026e-05,0.04022209,0.98502445,3.340646e-05
38,3.3054373e-05,3.3054373e-05,0.039757784,0.9848606,3.3039785e-05
39,3.2686887e-05,3.2686887e-05,0.03929907,0.9846949,3.26771e-05
41,3.1964184e-05,3.1964184e-05,0.038398158,0.98435825,3.1963547e-05
42,3.160888e-05,3.160888e-05,0.0379558,0.9841872,3.1612584e-05
43,3.125755e-05,3.125755e-05,0.03751875,0.9840143,3.126548e-05
44,3.091016e-05,3.091016e-05,0.03708694,0.9838395,3.0922158e-05
45,3.0566625e-05,3.0566625e-05,0.03666031,0.9836629,3.0582603e-05
46,3.0226971e-05,3.0226971e-05,0.036238786,0.9834843,3.0246722e-05
47,2.9891058e-05,2.9891058e-05,0.035822313,0.9833039,2.9914529e-05
48,2.9558938e-05,2.9558938e-05,0.035410814,0.9831215,2.9585928e-05
49,2.9230509e-05,2.9230509e-05,0.035004213,0.9829371,2.9260937e-05
51,2.8584633e-05,2.8584633e-05,0.034205515,0.9825624,2.8621567e-05
52,2.8267083e-05,2.8267083e-05,0.03381328,0.9823721,2.8307115e-05
53,2.7953112e-05,2.7953112e-05,0.03342571,0.9821797,2.799609e-05
54,2.7642602e-05,2.7642602e-05,0.03304276,0.9819852,2.7688458e-05
55,2.7335593e-05,2.7335593e-05,0.032664347,0.98178875,2.7384178e-05
56,2.7031994e-05,2.7031994e-05,0.032290425,0.98159003,2.708324e-05
57,2.6731794e-05,2.6731794e-05,0.03192092,0.9813893,2.6785587e-05
58,2.6434927e-05,2.6434927e-05,0.03155581,0.9811864,2.6491205e-05
59,2.6141382e-05,2.6141382e-05,0.031195024,0.9809813,2.6200034e-05
60,2.5851095e-05,2.5851095e-05,0.030838495,0.980774,2.5912035e-05
62,2.5280255e-05,2.5280255e-05,0.030138029,0.9803528,2.534548e-05
63,2.4999603e-05,2.4999603e-05,0.029793978,0.9801388,2.506683e-05
64,2.4722065e-05,2.4722065e-05,0.029453995,0.97992253,2.4791243e-05
65,2.4447634e-05,2.4447634e-05,0.029118009,0.97970396,2.4518638e-05
66,2.4176248e-05,2.4176248e-05,0.028785987,0.979483,2.4249031e-05
67,2.3907898e-05,2.3907898e-05,0.028457865,0.9792598,2.3982366e-05
68,2.3642528e-05,2.3642528e-05,0.028133603,0.9790341,2.3718632e-05
69,2.3380146e-05,2.3380146e-05,0.027813144,0.9788061,2.3457778e-05
70,2.3120654e-05,2.3120654e-05,0.027496446,0.9785756,2.3199795e-05
72,2.2610366e-05,2.2610366e-05,0.026874153,0.9781073,2.2692258e-05
73,2.2359482e-05,2.2359482e-05,0.02656847,0.9778694,2.2442671e-05
74,2.2111382e-05,2.2111382e-05,0.026266357,0.97762895,2.2195785e-05
75,2.1866055e-05,2.1866055e-05,0.02596778,0.977386,2.1951615e-05
76,2.1623451e-05,2.1623451e-05,0.025672695,0.9771404,2.1710111e-05
77,2.1383557e-05,2.1383557e-05,0.025381053,0.9768923,2.1471264e-05
78,2.1146328e-05,2.1146328e-05,0.02509282,0.97664154,2.1235024e-05
79,2.0911748e-05,2.0911748e-05,0.024807954,0.9763881,2.1001384e-05
80,2.067977e-05,2.067977e-05,0.024526406,0.9761319,2.0770274e-05
82,2.0223548e-05,2.0223548e-05,0.023973107,0.9756115,2.0315676e-05
83,1.9999245e-05,1.9999245e-05,0.023701282,0.97534716,2.0092095e-05
84,1.9777426e-05,1.9777426e-05,0.023432616,0.97508,1.9870991e-05
85,1.9558087e-05,1.9558087e-05,0.023167077,0.97481006,1.9652283e-05
86,1.9341183e-05,1.9341183e-05,0.022904621,0.97453725,1.9435982e-05
87,1.9126703e-05,1.9126703e-05,0.022645215,0.97426164,1.9222063e-05
88,1.89146e-05,1.89146e-05,0.022388818,0.97398305,1.9010462e-05
89,1.8704864e-05,1.8704864e-05,0.022135394,0.97370154,1.8801207e-05
90,1.8497458e-05,1.8497458e-05,0.021884907,0.97341704,1.859424e-05
92,1.8089551e-05,1.8089551e-05,0.0213926,0.97283906,1.8187096e-05
93,1.7889e-05,1.7889e-05,0.021150716,0.97254556,1.7986853e-05
94,1.7690674e-05,1.7690674e-05,0.020911632,0.9722489,1.7788814e-05
95,1.7494545e-05,1.7494545e-05,0.020675307,0.97194916,1.759294e-05
96,1.7300608e-05,1.7300608e-05,0.020441713,0.97164625,1.7399223e-05
97,1.710882e-05,1.710882e-05,0.02021082,0.9713402,1.720764e-05
98,1.6919174e-05,1.6919174e-05,0.019982591,0.97103095,1.7018148e-05
99,1.6731632e-05,1.6731632e-05,0.019756993,0.97071844,1.6830742e-05
100,1.6546184e-05,1.6546184e-05,0.019533997,0.97040266,1.6645386e-05
102,1.618143e-05,1.618143e-05,0.019095687,0.9697612,1.6280761e-05
103,1.6002095e-05,1.6002095e-05,0.018880313,0.9694354,1.610146e-05
104,1.5824733e-05,1.5824733e-05,0.018667422,0.96910626,1.5924104e-05
105,1.5649366e-05,1.5649366e-05,0.018456975,0.96877366,1.5748703e-05
106,1.5475942e-05,1.5475942e-05,0.018248947,0.96843755,1.5575248e-05
107,1.530444e-05,1.530444e-05,0.018043308,0.96809804,1.5403673e-05
108,1.5134869e-05,1.5134869e-05,0.017840039,0.96775496,1.523399e-05
109,1.49671605e-05,1.49671605e-05,0.017639099,0.9674083,1.5066176e-05
110,1.48013105e-05,1.48013105e-05,0.017440466,0.967058,1.4900181e-05
112,1.4475133e-05,1.4475133e-05,0.017050005,0.9663465,1.4573686e-05
113,1.4314749e-05,1.4314749e-05,0.016858133,0.96598524,1.44131045e-05
114,1.4156156e-05,1.4156156e-05,0.016668454,0.9656203,1.4254305e-05
115,1.39993335e-05,1.39993335e-05,0.016480947,0.96525145,1.40972425e-05
116,1.3844236e-05,1.3844236e-05,0.016295588,0.9648788,1.39419235e-05
117,1.3690868e-05,1.3690868e-05,0.016112352,0.9645024,1.3788289e-05
118,1.3539199e-05,1.3539199e-05,0.015931208,0.964122,1.3636348e-05
119,1.33892245e-05,1.33892245e-05,0.015752144,0.9637378,1.3486094e-05
120,1.324091e-05,1.324091e-05,0.015575115,0.9633495,1.3337471e-05
121,1.309424e-05,1.309424e-05,0.01540012,0.9629573,1.3190484e-05
123,1.2805766e-05,1.2805766e-05,0.015056094,0.96216077,1.2901354e-05
124,1.2663927e-05,1.2663927e-05,0.014887023,0.9617563,1.275915e-05
125,1.2523671e-05,1.2523671e-05,0.014719878,0.9613477,1.2618526e-05
126,1.2384958e-05,1.2384958e-05,0.014554645,0.96093494,1.24794515e-05
127,1.2247791e-05,1.2247791e-05,0.014391295,0.9605179,1.23419095e-05
128,1.2112156e-05,1.2112156e-05,0.014229803,0.96009666,1.2205861e-05
129,1.1978011e-05,1.1978011e-05,0.014070152,0.9596711,1.2071322e-05
130,1.1845363e-05,1.1845363e-05,0.013912319,0.95924115,1.1938257e-05
131,1.1714195e-05,1.1714195e-05,0.013756282,0.95880675,1.1806667e-05
133,1.1456191e-05,1.1456191e-05,0.013449515,0.95792484,1.15477815e-05
134,1.1329333e-05,1.1329333e-05,0.013298746,0.95747715,1.1420476e-05
135,1.1203879e-05,1.1203879e-05,0.013149691,0.9570248,1.1294584e-05
136,1.10798255e-05,1.10798255e-05,0.013002331,0.95656794,1.1170058e-05
137,1.0957145e-05,1.0957145e-05,0.012856642,0.9561064,1.1046906e-05
138,1.0835824e-05,1.0835824e-05,0.012712609,0.95564026,1.0925111e-05
139,1.0715844e-05,1.0715844e-05,0.0125702135,0.9551694,1.080466e-05
140,1.0597205e-05,1.0597205e-05,0.012429437,0.9546937,1.0685515e-05
141,1.0479878e-05,1.0479878e-05,0.012290254,0.9542132,1.05676945e-05
143,1.0249118e-05,1.0249118e-05,0.012016615,0.95323765,1.0335937e-05
144,1.0135645e-05,1.0135645e-05,0.011882118,0.9527425,1.0221961e-05
145,1.0023438e-05,1.0023438e-05,0.011749143,0.9522424,1.0109243e-05
146,9.912483e-06,9.912483e-06,0.011617677,0.95173717,9.997757e-06
147,9.802747e-06,9.802747e-06,0.0114877,0.95122695,9.887511e-06
148,9.694235e-06,9.694235e-06,0.011359193,0.9507116,9.7784705e-06
149,9.5869145e-06,9.5869145e-06,0.011232145,0.9501911,9.670642e-06
150,9.480801e-06,9.480801e-06,0.011106533,0.94966537,9.563985e-06
151,9.375862e-06,9.375862e-06,0.010982342,0.94913435,9.458503e-06
153,9.1694465e-06,9.1694465e-06,0.010738157,0.9480565,9.251027e-06
154,9.067952e-06,9.067952e-06,0.010618136,0.9475095,9.148997e-06
155,8.967583e-06,8.967583e-06,0.010499471,0.946957,9.0480835e-06
156,8.868333e-06,8.868333e-06,0.010382143,0.9463991,8.948285e-06
157,8.770181e-06,8.770181e-06,0.010266145,0.9458356,8.849585e-06
158,8.673115e-06,8.673115e-06,0.010151458,0.94526654,8.751975e-06
159,8.5771235e-06,8.5771235e-06,0.010038061,0.94469184,8.655441e-06
160,8.482195e-06,8.482195e-06,0.009925949,0.9441115,8.559964e-06
161,8.388317e-06,8.388317e-06,0.009815101,0.94352543,8.465539e-06
163,8.203682e-06,8.203682e-06,0.009597143,0.9423358,8.279797e-06
164,8.112902e-06,8.112902e-06,0.009490002,0.9417323,8.188464e-06
165,8.023118e-06,8.023118e-06,0.0093840705,0.9411228,8.098137e-06
166,7.934328e-06,7.934328e-06,0.009279334,0.9405073,8.008792e-06
167,7.846521e-06,7.846521e-06,0.00917578,0.9398858,7.92044e-06
168,7.759701e-06,7.759701e-06,0.00907339,0.9392582,7.833056e-06
169,7.673833e-06,7.673833e-06,0.008972156,0.9386245,7.746643e-06
170,7.588924e-06,7.588924e-06,0.008872064,0.93798465,7.661176e-06
171,7.5049466e-06,7.5049466e-06,0.008773097,0.93733853,7.576659e-06
173,7.339776e-06,7.339776e-06,0.008578491,0.93602747,7.410384e-06
174,7.258562e-06,7.258562e-06,0.008482831,0.93536234,7.3286196e-06
175,7.1782542e-06,7.1782542e-06,0.0083882455,0.93469083,7.2477646e-06
176,7.098828e-06,7.098828e-06,0.008294724,0.9340128,7.167795e-06
177,7.0202873e-06,7.0202873e-06,0.008202255,0.9333282,7.088707e-06
178,6.9426155e-06,6.9426155e-06,0.008110821,0.9326371,7.010493e-06
179,6.865803e-06,6.865803e-06,0.008020422,0.93193924,6.933134e-06
