iter,diffusion,ULA,tempering,dilation,DAZ
0,0.0,0.0,0.0,0.0,0.0
1,0.98930085,0.0011111113,0.27805158,1.1111102e-05,0.99
2,0.9904224,0.0022222225,0.2792408,2.2344393e-05,0.99110013
3,0.9915439,0.0033333339,0.280429,3.3701264e-05,0.9922004
4,0.99266523,0.004444445,0.28161624,4.5182976e-05,0.99330074
5,0.99378645,0.005555556,0.28280252,5.679098e-05,0.9944012
6,0.99490756,0.0066666678,0.28398785,6.8526606e-05,0.9955018
7,0.99602854,0.007777779,0.28517225,8.039124e-05,0.9966025
8,0.9971494,0.00888889,0.28635573,9.238628e-05,0.99770325
9,0.9982702,0.010000002,0.28753832,0.00010451318,0.99880415
11,1.0005115,0.012222224,0.2899008,0.00012916818,1.0010064
12,1.001632,0.0133333355,0.29108074,0.0001416992,1.0021076
13,1.0027523,0.014444446,0.2922598,0.00015436784,1.003209
14,1.0038725,0.015555558,0.29343805,0.00016717569,1.0043105
15,1.0049927,0.01666667,0.29461545,0.0001801242,1.0054121
16,1.0061128,0.01777778,0.295792,0.0001932149,1.0065137
17,1.0072328,0.01888889,0.29696777,0.00020644932,1.0076154
18,1.0083526,0.020000003,0.29814273,0.00021982905,1.0087173
19,1.0094724,0.021111114,0.2993169,0.00023335566,1.0098193
21,1.0117116,0.023333337,0.30166295,0.0002608558,1.0120236
22,1.0128311,0.024444448,0.30283484,0.00027483256,1.0131259
23,1.0139505,0.025555559,0.30400598,0.0002889627,1.0142282
24,1.0150697,0.026666671,0.30517638,0.00030324783,1.0153307
25,1.0161889,0.027777782,0.30634606,0.00031768964,1.0164332
26,1.017308,0.028888892,0.30751503,0.0003322898,1.0175359
27,1.018427,0.030000003,0.30868328,0.00034704997,1.0186387
28,1.0195459,0.031111116,0.3098508,0.000361972,1.0197415
29,1.0206648,0.032222226,0.31101766,0.0003770576,1.0208445
31,1.0229023,0.034444448,0.31334937,0.00040772665,1.0230507
32,1.0240208,0.03555556,0.31451422,0.00042331358,1.0241538
33,1.0251393,0.036666673,0.31567842,0.00043907127,1.0252571
34,1.0262578,0.03777778,0.316842,0.00045500154,1.0263605
35,1.027376,0.038888894,0.3180049,0.00047110626,1.0274639
36,1.0284944,0.040000007,0.3191672,0.00048738735,1.0285674
37,1.0296125,0.041111115,0.32032886,0.0005038467,1.0296711
38,1.0307306,0.042222228,0.32148993,0.00052048615,1.0307748
39,1.0318487,0.04333334,0.3226504,0.0005373077,1.0318786
41,1.0340844,0.04555556,0.32496956,0.00057150505,1.0340865
42,1.0352023,0.046666674,0.32612827,0.00058888475,1.0351905
43,1.03632,0.047777783,0.32728642,0.00060645456,1.0362946
44,1.0374376,0.048888896,0.328444,0.0006242165,1.0373987
45,1.0385551,0.05000001,0.32960102,0.0006421726,1.0385029
46,1.0396726,0.051111117,0.3307575,0.00066032493,1.0396073
47,1.0407901,0.05222223,0.3319134,0.00067867566,1.0407116
48,1.0419074,0.053333342,0.3330688,0.0006972269,1.0418161
49,1.0430248,0.05444445,0.33422366,0.0007159808,1.0429207
51,1.0452591,0.056666672,0.33653182,0.00075410533,1.04513
52,1.0463762,0.057777785,0.33768514,0.0007734804,1.0462347
53,1.0474932,0.058888897,0.33883795,0.0007930669,1.0473396
54,1.0486102,0.060000006,0.33999026,0.00081286725,1.0484445
