iter,TV_gt,ULA,dilation,tempering,diffusion,DAZ
0,0.9245041,1.9766480028629305,,1.9212358474731446,1.8664401292800903,1.8636520862579347
50,0.92708445,1.7974617719650268,,1.8840845108032227,1.7472318887710572,1.7194376945495606
100,0.927049,1.7174570322036744,,1.8603095293045044,1.6397212028503418,1.6057482481002807
150,0.92420626,1.7022590398788453,,1.8432152271270752,1.5601445436477661,1.5072054624557496
200,0.9238264,1.7003961086273194,,1.8309537172317505,1.5079054355621337,1.4563627243041992
250,0.9325226,1.6980070114135741,,1.8198586463928224,1.4578513383865357,1.4117282152175903
300,0.9240297,1.6994116067886353,,1.8105721473693848,1.422449803352356,1.371297574043274
350,0.925768,1.6979671001434327,,1.8024244546890258,1.3976346731185914,1.3498581409454347
400,0.9251709,1.6936508893966675,1.9999999403953552,1.8011788368225097,1.3674331903457642,1.3253602266311646
450,0.9298412,1.6920527935028076,1.9999999523162841,1.7920497179031372,1.3495544910430908,1.307602620124817
500,0.92084587,1.6926574468612672,2.0000000953674317,1.789212131500244,1.329485821723938,1.2924261331558227
550,0.9213401,1.6919014215469361,1.9999999284744263,1.7847416162490846,1.3121188163757325,1.2772045850753784
600,0.92390233,1.6926860809326172,2.0,1.783298373222351,1.286909317970276,1.2689143657684325
650,0.9284605,1.6921602964401246,2.0,1.77792387008667,1.2718103170394897,1.2595321178436278
700,0.9232985,1.690994668006897,1.9999999761581422,1.7791315078735352,1.2618972063064575,1.246325421333313
750,0.92193335,1.6912047624588014,2.0,1.776655650138855,1.250935697555542,1.2393345594406129
800,0.92761546,1.6904134035110474,2.0,1.7729295253753663,1.235401701927185,1.2238160610198974
850,0.92825186,1.6877206563949585,1.9999999523162841,1.7721100807189942,1.230949831008911,1.218146061897278
900,0.92316043,1.688424015045166,1.9999999284744263,1.7684522151947022,1.2285537719726562,1.2145975828170776
950,0.9284259,1.6897974491119385,1.9999999046325683,1.767552137374878,1.209972858428955,1.2094900131225585
1000,0.9259823,1.6855047941207886,1.9999996662139892,1.7666584253311157,1.2079190254211425,1.2049458265304565
1050,0.9269617,1.6871257305145264,1.9999997854232787,1.7670219898223878,1.1844043254852294,1.1916096448898315
1100,0.92437077,1.6874534606933593,1.9999997854232787,1.7677780628204345,1.1913584470748901,1.1904286861419677
1150,0.923398,1.6868167638778686,1.9999996185302735,1.7644644737243653,1.1799997091293335,1.1823546886444092
1200,0.9192012,1.688012433052063,1.9999996423721313,1.7636762142181397,1.1696879386901855,1.1797557830810548
1250,0.93134576,1.686178731918335,1.9999996423721313,1.762429165840149,1.1666401386260987,1.1774636030197143
1300,0.9250654,1.688825249671936,1.999999451637268,1.7612636804580688,1.1630192995071411,1.1721300601959228
1350,0.9300512,1.6842858791351318,1.9999994039535522,1.7617406845092773,1.157129955291748,1.1657282829284668
1400,0.9269511,1.6858121871948242,1.9999992847442627,1.759699034690857,1.1518271684646606,1.1577821254730225
1450,0.9188571,1.6861222982406616,1.99999897480011,1.756953239440918,1.1496156215667725,1.1595660209655763
1500,0.93242913,1.6836338281631469,1.9999983787536622,1.7582311868667602,1.1421229124069214,1.1488604068756103
1550,0.92436934,1.6828882455825807,1.999997353553772,1.7573125123977662,1.140142273902893,1.1439701080322267
1600,0.9306575,1.6822163105010985,1.9999974012374877,1.7565783500671386,1.1378588438034059,1.1488355636596679
1650,0.92661226,1.6823077917098999,1.999997115135193,1.7573554754257201,1.1340820789337158,1.1470812797546386
1700,0.919102,1.6828476428985595,1.9999968528747558,1.755034899711609,1.1308061599731445,1.145862627029419
1750,0.9265755,1.682041335105896,1.9999965190887452,1.7506762266159057,1.1184236526489257,1.1400394678115844
1800,0.92698514,1.6811765909194947,1.9999955892562866,1.7514888763427734,1.1136431455612184,1.1368172883987426
1850,0.9235996,1.6823765754699707,1.999994730949402,1.753186821937561,1.109451985359192,1.1293130397796631
1900,0.9189261,1.6823455333709716,1.9999935150146484,1.7523640632629394,1.1089539766311645,1.1284000396728515
1950,0.9230448,1.6795965433120728,1.999992561340332,1.7528642177581788,1.1048114061355592,1.121993637084961
2000,0.9263517,1.6796773672103882,1.9999941110610961,1.7511451482772826,1.102057123184204,1.1229944229125977
2050,0.92649114,1.681975817680359,1.9999935150146484,1.749709701538086,1.0961885929107666,1.1226498365402222
2100,0.92441857,1.6773610591888428,1.999991273880005,1.7494428396224975,1.1000250577926636,1.1340381622314453
2150,0.92227113,1.6819307565689088,1.9999892473220826,1.7501564979553224,1.094355535507202,1.1235301494598389
2200,0.91975296,1.6807507514953612,1.9999894857406617,1.7478412866592408,1.0866328239440919,1.118273377418518
2250,0.9317673,1.6794818878173827,1.9999871253967285,1.7468254804611205,1.0879924774169922,1.1136106967926025
2300,0.924929,1.6796715974807739,1.9999838590621948,1.7478426933288573,1.0885925769805909,1.108757781982422
2350,0.926737,1.6797763586044312,1.9999759435653686,1.7453480243682862,1.0880271196365356,1.1150302171707154
2400,0.91974163,1.6808047771453858,1.9999740839004516,1.7454790592193603,1.0780460357666015,1.1042069435119628
2450,0.9274168,1.679809856414795,1.9999654054641725,1.7451409578323365,1.0778631210327148,1.1187376022338866
2500,0.927526,1.6775285482406617,1.9999611377716064,1.7417189121246337,1.0766059398651122,1.1092467784881592
2550,0.9227277,1.6787642002105714,1.9999606370925904,1.7413900375366211,1.0668434619903564,1.1107398509979247
2600,0.92390376,1.6776236772537232,1.999943780899048,1.7397316694259644,1.0780678033828734,1.10269296169281
2650,0.9314966,1.6785292387008668,1.9999449491500854,1.739939546585083,1.071718168258667,1.1026660203933716
2700,0.9302312,1.6764265537261962,1.9999385118484496,1.7383119344711304,1.0689458847045898,1.0973395586013794
2750,0.92290306,1.6783446788787841,1.9999305725097656,1.7369670152664185,1.070404314994812,1.0991222143173218
2800,0.9262726,1.6798326015472411,1.9999074459075927,1.7369539260864257,1.0621105670928954,1.0987611293792725
2850,0.9241935,1.67724666595459,1.9999045848846435,1.7375474214553832,1.0611132860183716,1.09443256855011
2900,0.9245173,1.6765978574752807,1.9998934268951416,1.7356124639511108,1.0592482805252075,1.0990973711013794
2950,0.9264547,1.677279496192932,1.99989914894104,1.7306237936019897,1.058670711517334,1.092909002304077
3000,0.9278234,1.6770702123641967,1.9998712301254273,1.7297149181365967,1.0572479963302612,1.0848860502243043
3050,0.92546386,1.6791182279586792,1.9998112916946411,1.7299252510070802,1.0514161586761475,1.0864668369293213
3100,0.92352456,1.678860068321228,1.9997187852859497,1.728071928024292,1.0541873455047608,1.0918519020080566
3150,0.92764056,1.67741801738739,1.9996543407440186,1.7261605739593506,1.056828236579895,1.0895516395568847
3200,0.9213732,1.6777000188827516,1.9996331214904786,1.7220986366271973,1.0538200855255127,1.0875022411346436
3250,0.92291343,1.6750921726226806,1.999586582183838,1.7255092144012452,1.0487547874450684,1.0910200834274293
