iter,KL_gt,ULA,dilation,tempering,diffusion,DAZ
0,0.2837982773780823,9.354925751686096,,7.085557651519776,5.941614151000977,5.434046936035156
50,0.2837982773780823,3.4766494750976564,,6.053586006164551,2.950312948226929,2.6066798686981203
100,0.2837982773780823,2.41764349937439,,5.591175556182861,2.2133902072906495,1.9410565853118897
150,0.2837982773780823,2.221930503845215,,5.311512470245361,1.8581319093704223,1.704817819595337
200,0.2837982773780823,2.1677358627319334,,5.099661922454834,1.6290112018585206,1.5548739194869996
250,0.2837982773780823,2.142578125,20.72091484069824,4.902971649169922,1.5130898475646972,1.492258858680725
300,0.2837982773780823,2.1312861919403074,20.1715669631958,4.758080101013183,1.3990705490112305,1.4405352592468261
350,0.2837982773780823,2.111943006515503,19.70410499572754,4.57298641204834,1.3266769886016845,1.4002216815948487
400,0.2837982773780823,2.11897931098938,19.68153190612793,4.387024784088135,1.279873514175415,1.3529823541641235
450,0.2837982773780823,2.1094353675842283,18.573473739624024,4.203268432617188,1.2211148023605347,1.314743971824646
500,0.2837982773780823,2.097775363922119,18.037226486206055,4.046300268173217,1.1884219169616699,1.2993361473083496
550,0.2837982773780823,2.094016408920288,17.743434524536134,3.8833903312683105,1.143282127380371,1.2789089679718018
600,0.2837982773780823,2.093726873397827,17.26158218383789,3.685876893997192,1.1148966550827026,1.2560791969299316
650,0.2837982773780823,2.075467109680176,16.965658569335936,3.5488894462585447,1.0928194522857666,1.2164828062057496
700,0.2837982773780823,2.079692077636719,16.913733291625977,3.3931299686431884,1.0734130859375,1.2248440027236938
750,0.2837982773780823,2.0940396785736084,16.63657455444336,3.2449111938476562,1.0538260698318482,1.206317400932312
800,0.2837982773780823,2.0830921173095702,16.409722900390626,3.125559949874878,1.0371484518051148,1.1866657733917236
850,0.2837982773780823,2.0831717014312745,16.22561683654785,3.0125601291656494,1.0246978998184204,1.1554267883300782
900,0.2837982773780823,2.06617956161499,16.10814666748047,2.87231068611145,1.0044701814651489,1.046476125717163
950,0.2837982773780823,2.075114107131958,15.985089874267578,2.8076210021972656,0.9910117268562317,0.9790063261985779
1000,0.2837982773780823,2.0788410186767576,15.89509162902832,2.6858983039855957,0.977879011631012,0.9774529576301575
1050,0.2837982773780823,2.0744744300842286,15.755080413818359,2.6185104846954346,0.9758447051048279,0.9698778867721558
1100,0.2837982773780823,2.0836496353149414,15.639300346374512,2.5397121906280518,0.9764747262001038,0.9802172780036926
1150,0.2837982773780823,2.0828314304351805,15.478592681884766,2.481409788131714,0.9619825124740601,0.9661805510520936
1200,0.2837982773780823,2.0682089805603026,15.347426414489746,2.402195358276367,0.9552534103393555,0.9495164275169372
1250,0.2837982773780823,2.0678133010864257,15.287672233581542,2.3317853927612306,0.9417575359344482,0.9491281628608703
1300,0.2837982773780823,2.0677605628967286,15.181232452392578,2.2850382804870604,0.9447950959205628,0.9434773683547973
1350,0.2837982773780823,2.0796039581298826,15.024916076660157,2.2296206951141357,0.933625066280365,0.9492123246192932
1400,0.2837982773780823,2.0649930953979494,14.988541984558106,2.182249927520752,0.9180239915847779,0.9395218968391419
1450,0.2837982773780823,2.0726775169372558,14.866822433471679,2.1249971866607664,0.9240747094154358,0.928991436958313
1500,0.2837982773780823,2.078501510620117,14.76661548614502,2.084776020050049,0.9220834612846375,0.929933500289917
1550,0.2837982773780823,2.073806619644165,14.647956275939942,2.0495301723480224,0.9099566578865051,0.9082528591156006
1600,0.2837982773780823,2.0598504066467287,14.504193687438965,2.02617769241333,0.906009316444397,0.9448440909385681
1650,0.2837982773780823,2.065340280532837,14.506695175170899,2.0180907011032105,0.9110788702964783,0.93193039894104
1700,0.2837982773780823,2.0513660430908205,14.377349662780762,1.9586651563644408,0.8970783591270447,0.9137985706329346
1750,0.2837982773780823,2.0605589866638185,14.306656455993652,1.928021740913391,0.8964351296424866,0.9169531226158142
1800,0.2837982773780823,2.060070276260376,14.132731437683105,1.8892293691635131,0.8850817441940307,0.9126378059387207
1850,0.2837982773780823,2.054129886627197,14.040295791625976,1.8811382532119751,0.9015564680099487,0.9154309034347534
1900,0.2837982773780823,2.0563948154449463,13.90382652282715,1.8733594179153443,0.8935413241386414,0.9089885950088501
1950,0.2837982773780823,2.0563584327697755,13.700634002685547,1.822225308418274,0.8806046366691589,0.915127956867218
2000,0.2837982773780823,2.0495421409606935,13.608696365356446,1.8250893115997315,0.882677948474884,0.924580204486847
2050,0.2837982773780823,2.053851270675659,13.51223545074463,1.7931989431381226,0.8889850854873658,0.9209241509437561
2100,0.2837982773780823,2.0505890369415285,13.427812576293945,1.7741338729858398,0.8768781781196594,0.9215644359588623
