iter,ULA,dilation,tempering,diffusion,daz_scale1,daz_scale2
0,0.9814150929450988,0.9814150929450988,0.9814150929450988,0.9814150929450988,0.9814150929450988,0.9814150929450988
5,0.981276512145996,0.981367290019989,0.7678934931755066,0.3598993718624115,0.7807624936103821,0.4268435537815094
10,0.9813261032104492,0.9813302159309388,0.7679247260093689,0.3598719239234924,0.7804239392280579,0.4265869259834289
15,0.980947196483612,0.981280505657196,0.7679233551025391,0.3597095608711242,0.7803808450698853,0.4263924658298492
20,0.9814890027046204,0.9812322854995728,0.7681052684783936,0.3592619597911834,0.7805376052856445,0.4263478219509125
25,0.9811187982559204,0.9812626838684082,0.768160879611969,0.3598759174346924,0.7803665399551392,0.4262307286262512
30,0.9807507395744324,0.9811971783638,0.7683197259902954,0.359807938337326,0.7798715233802795,0.4262907207012176
35,0.9806593060493468,0.9812049865722656,0.7683567404747009,0.359855592250824,0.7802048325538635,0.4261333644390106
40,0.9799013137817384,0.9812045097351074,0.7682515382766724,0.3594826161861419,0.7797357439994812,0.4259016215801239
45,0.9799222946166992,0.9812058806419371,0.7686867713928223,0.3594331443309784,0.7800182700157166,0.4259748458862304
50,0.9791889190673828,0.9812588095664978,0.7686213254928589,0.3588510453701019,0.7803553342819214,0.426239401102066
55,0.9790992736816406,0.9812623858451844,0.767952561378479,0.359212726354599,0.7803844809532166,0.4267677366733551
60,0.9796380996704102,0.9812426567077636,0.7685772180557251,0.3592451214790344,0.7809388637542725,0.4271311461925506
65,0.979653537273407,0.9812341928482056,0.7682551741600037,0.3590474724769592,0.7808781266212463,0.4269767701625824
70,0.9792311787605286,0.9812319874763488,0.768732488155365,0.3591234683990478,0.7804271578788757,0.4267893731594085
75,0.9790496826171876,0.9812341928482056,0.7697533369064331,0.3591422736644745,0.7801796793937683,0.4266405999660492
80,0.9786176085472108,0.981201946735382,0.7700499892234802,0.3596226274967193,0.7802940011024475,0.4258938431739807
85,0.9781451225280762,0.981200397014618,0.7701051831245422,0.3597921133041382,0.7807821035385132,0.4258324801921844
90,0.9774942398071288,0.9812189340591432,0.770361065864563,0.3598092496395111,0.7808566093444824,0.4255144298076629
95,0.9771726727485656,0.9812225699424744,0.7703772783279419,0.35984006524086,0.7805004119873047,0.4252040088176727
100,0.9775349497795104,0.9812541007995604,0.7696904540061951,0.3596857786178589,0.7805941700935364,0.4254966676235199
105,0.9776550531387328,0.9813146591186525,0.7695015072822571,0.3594712018966675,0.7802079319953918,0.4255931973457336
110,0.9768025279045104,0.9812467694282532,0.7686861157417297,0.3591636717319488,0.7800593376159668,0.4252440929412842
115,0.9765990376472472,0.9812860488891602,0.7683262825012207,0.3588372468948364,0.7798580527305603,0.4252942204475403
120,0.9764548540115356,0.9813417792320251,0.7676228880882263,0.3587808310985565,0.779667317867279,0.4252506792545318
125,0.9769350290298462,0.9814419746398926,0.7675377726554871,0.3583825230598449,0.7803260087966919,0.4255001246929168
130,0.9766885638237,0.9813663363456726,0.7678472399711609,0.358527660369873,0.7805365920066833,0.4251914024353027
135,0.976774036884308,0.9813796877861024,0.7674821615219116,0.3580532968044281,0.7804773449897766,0.4256477355957031
140,0.976736843585968,0.981339156627655,0.7677863240242004,0.3578720688819885,0.7806784510612488,0.4255865216255188
145,0.9768678545951844,0.9813634753227234,0.7674802541732788,0.3574153482913971,0.7809438705444336,0.4259788691997528
150,0.976812779903412,0.9813437461853028,0.7673377394676208,0.3573563992977142,0.7804404497146606,0.4263581931591034
155,0.9765092730522156,0.9813832640647888,0.7672234773635864,0.3572990894317627,0.7797717452049255,0.4260310232639313
160,0.9764151573181152,0.9814366698265076,0.7670081257820129,0.3574826419353485,0.7804664969444275,0.4262703955173492
165,0.97616308927536,0.981423020362854,0.7669515609741211,0.3576900064945221,0.7802640795707703,0.4269280433654785
170,0.9755131006240844,0.9814185500144958,0.7670232057571411,0.3576095700263977,0.7805059552192688,0.4269549548625946
175,0.9747514724731444,0.981341540813446,0.7672600150108337,0.3574203550815582,0.780593991279602,0.4274375140666961
180,0.9751775860786438,0.9813306927680968,0.7674422860145569,0.3578260838985443,0.780541181564331,0.4273983538150787
185,0.9754811525344848,0.9812501072883606,0.7670773267745972,0.357530802488327,0.7811610102653503,0.4274027943611145
190,0.975148856639862,0.981319546699524,0.767105758190155,0.3569177687168121,0.7806475758552551,0.4279537796974182
195,0.974991500377655,0.9814376831054688,0.766893744468689,0.3564878702163696,0.780510663986206,0.4281423091888428
200,0.9747997522354126,0.9814642071723938,0.767167866230011,0.3557622134685516,0.7808443307876587,0.4288091659545898
205,0.974319875240326,0.9814538359642028,0.7670917510986328,0.3553999960422516,0.7806469202041626,0.4296131134033203
210,0.974421501159668,0.9813606142997742,0.7675624489784241,0.355171799659729,0.7807869911193848,0.4303698539733886
215,0.9740806818008424,0.9813725352287292,0.7671980261802673,0.3549286723136902,0.7809529900550842,0.4302597045898437
220,0.9737157225608826,0.9814099669456482,0.7671732902526855,0.3552696406841278,0.7810181975364685,0.4301275312900543
225,0.9737607836723328,0.981540322303772,0.7671936750411987,0.3554031550884247,0.7808018922805786,0.4301189482212066
230,0.973175048828125,0.9814401865005492,0.7670490145683289,0.355234831571579,0.7803879380226135,0.4299379885196686
235,0.9734119772911072,0.981362283229828,0.7669526934623718,0.3555506765842438,0.7797431349754333,0.4295271039009094
240,0.9735302925109864,0.9812058806419371,0.7667872309684753,0.3557358980178833,0.7795500755310059,0.4296092689037323
245,0.9738426208496094,0.9812528491020204,0.7662376761436462,0.3556254804134369,0.7796638011932373,0.4302087724208832
250,0.974059760570526,0.981088936328888,0.765965461730957,0.3553865849971771,0.7798208594322205,0.4303847849369049
255,0.9741899371147156,0.9812424778938292,0.7656707167625427,0.3550350964069366,0.7798277139663696,0.4300340712070465
260,0.9732456207275392,0.9813030362129213,0.7658726572990417,0.3548998832702636,0.7803559899330139,0.4303815066814422
265,0.9736948013305664,0.9811908006668092,0.7665728330612183,0.3554599583148956,0.7808260321617126,0.4303378164768219
270,0.9736358523368835,0.981165051460266,0.7662875652313232,0.3552598655223846,0.7807802557945251,0.4305689036846161
275,0.972947597503662,0.98126620054245,0.7661465406417847,0.355399340391159,0.7806162238121033,0.4307356774806976
280,0.9729275107383728,0.981312930583954,0.7658438086509705,0.3554338812828064,0.7807993292808533,0.4303844571113586
285,0.9729517102241516,0.9811955690383912,0.7657041549682617,0.3557576835155487,0.7805492281913757,0.430419921875
290,0.972918689250946,0.981146275997162,0.7660793662071228,0.3557852208614349,0.7809000015258789,0.4304016232490539
295,0.9728533029556274,0.981174647808075,0.7665720582008362,0.3552635014057159,0.7809156179428101,0.4298224449157715
300,0.9723641276359558,0.9812335968017578,0.7668558359146118,0.355823278427124,0.7814502120018005,0.4297003448009491
305,0.9723677039146424,0.9813688397407532,0.7668185234069824,0.3561910092830658,0.7815811038017273,0.4288981556892395
310,0.972152829170227,0.9814311861991882,0.7668143510818481,0.3567627072334289,0.7819318771362305,0.4289399087429046
315,0.9719789624214172,0.9812039732933044,0.7669658064842224,0.3566539883613586,0.7820798754692078,0.4295121133327484
320,0.9715982675552368,0.9809991121292114,0.7671312689781189,0.3563632667064667,0.7818034291267395,0.4295037388801574
325,0.9716610312461852,0.981023907661438,0.7674663662910461,0.3565250337123871,0.781795859336853,0.4285721778869629
330,0.9716528058052064,0.9810388684272766,0.767447292804718,0.3565073609352112,0.7817556262016296,0.4288176000118255
335,0.9715534448623656,0.9809433221817015,0.7678735852241516,0.3560568988323211,0.7820026278495789,0.4286136627197265
340,0.9712249636650084,0.9809326529502868,0.7675451040267944,0.3556889295578003,0.7821273803710938,0.4286360740661621
345,0.9713199734687804,0.981083333492279,0.7676310539245605,0.3556502759456634,0.7818207740783691,0.4288699626922607
350,0.97135192155838,0.9810306429862976,0.7678296566009521,0.3554525077342987,0.7815797328948975,0.4292593896389007
355,0.9709453582763672,0.9810184836387634,0.7674811482429504,0.3553880155086517,0.7819222211837769,0.4297659993171692
360,0.97085040807724,0.9810025095939636,0.767352283000946,0.354929119348526,0.781794548034668,0.4299623966217041
365,0.9706462025642396,0.9809714555740356,0.7676611542701721,0.3543466627597809,0.7811804413795471,0.4298954904079437
370,0.970890998840332,0.9809727668762208,0.7677246928215027,0.3545458316802978,0.7811005711555481,0.4298755824565887
375,0.9709672927856444,0.981013000011444,0.768088698387146,0.3547122180461883,0.7810848355293274,0.4299413859844208
380,0.9701840281486512,0.9810417294502258,0.7682830691337585,0.3545531928539276,0.7813316583633423,0.4302964210510254
385,0.9698789715766908,0.9811145663261414,0.7680501937866211,0.3537117540836334,0.7810775637626648,0.4302654266357422
390,0.9699227213859558,0.9811059236526488,0.7674615979194641,0.3535251915454864,0.7807638049125671,0.4302456080913543
395,0.970045566558838,0.9813343286514282,0.7675990462303162,0.353611558675766,0.7806233167648315,0.430615097284317
400,0.9701055884361268,0.9813348054885864,0.766915500164032,0.3530185222625732,0.7805524468421936,0.430469810962677
405,0.9702617526054382,0.9814215898513794,0.767241358757019,0.3536617457866668,0.7803592681884766,0.4303569793701172
410,0.970465123653412,0.9816128015518188,0.7669498920440674,0.3537786900997162,0.7806023955345154,0.430021196603775
415,0.9709488749504088,0.981718361377716,0.7668932676315308,0.3543084561824798,0.7805504202842712,0.4297008514404297
420,0.970923125743866,0.981620728969574,0.7667366862297058,0.3545312583446502,0.7801580429077148,0.4287432730197906
425,0.9707412719726562,0.9816552996635436,0.7669215202331543,0.3548075556755066,0.7799777388572693,0.4292964041233063
430,0.9700315594673156,0.9818088412284852,0.7669004797935486,0.3548882901668548,0.7805510759353638,0.4297918379306793
435,0.9700298309326172,0.981777012348175,0.7671961784362793,0.3549293577671051,0.780968964099884,0.4301439821720123
440,0.9705473184585572,0.9819714426994324,0.7672058939933777,0.355230838060379,0.7807347178459167,0.4302173554897308
445,0.9701411128044128,0.9821287393569946,0.7671735882759094,0.3552714884281158,0.7809792757034302,0.4305866360664367
450,0.9704588055610656,0.9817582964897156,0.7681116461753845,0.355065256357193,0.781308650970459,0.4299629330635071
455,0.9702512621879578,0.981976330280304,0.7677990794181824,0.3548021614551544,0.7810030579566956,0.4299032390117645
460,0.9707197546958924,0.9817371368408204,0.7682830095291138,0.354938268661499,0.7811076045036316,0.4299231171607971
465,0.9705821871757508,0.9818676114082336,0.7682008147239685,0.3544628620147705,0.7812746167182922,0.4302429258823395
470,0.9700876474380492,0.9820590019226074,0.7680925130844116,0.3541242182254791,0.7810297012329102,0.4301663339138031
475,0.9698587656021118,0.9817377924919128,0.767987072467804,0.3542488217353821,0.7802720665931702,0.4304880201816559
480,0.9699159860610962,0.9816021919250488,0.7674064040184021,0.3539650738239288,0.7805547118186951,0.4308588206768036
485,0.9698835611343384,0.9816293716430664,0.7672321200370789,0.3536437451839447,0.7807389497756958,0.430802583694458
490,0.9690608978271484,0.981392502784729,0.7669023275375366,0.3535911738872528,0.7799856662750244,0.4310813844203949
495,0.9689303636550904,0.9813189506530762,0.7672902345657349,0.3532900810241699,0.7800961136817932,0.4314737319946289
500,0.9690110087394714,0.9811095595359802,0.7673234343528748,0.3531779944896698,0.7802377343177795,0.4319438934326172
505,0.9688798785209656,0.9813937544822692,0.7673975229263306,0.3531293272972107,0.7803418040275574,0.4323020875453949
510,0.968919277191162,0.9812788963317872,0.7675346732139587,0.3533154129981994,0.7804338335990906,0.4318719804286957
515,0.9683255553245544,0.9812750220298768,0.7676796913146973,0.3529252707958221,0.7804938554763794,0.4319291710853576
520,0.96782249212265,0.9809356927871704,0.7678671479225159,0.3528149724006653,0.7798718214035034,0.4322044849395752
525,0.967544674873352,0.9809643030166626,0.767699122428894,0.3532777428627014,0.7801499366760254,0.4319356977939605
530,0.9671707153320312,0.9811059236526488,0.7670475244522095,0.3528281152248382,0.7796632051467896,0.4318523406982422
535,0.9674216508865356,0.9810787439346312,0.7665433883666992,0.3527902960777282,0.7803710699081421,0.4316524565219879
540,0.9668790698051452,0.9812788963317872,0.766762912273407,0.3529932200908661,0.7805386781692505,0.4324342310428619
545,0.9664793014526368,0.9808557629585266,0.7666030526161194,0.35273477435112,0.7809481024742126,0.4322057366371155
550,0.9664055705070496,0.980822205543518,0.7661557793617249,0.3518982529640198,0.7807865738868713,0.4323607087135315
555,0.9665098190307616,0.9805470705032348,0.7663846015930176,0.352382481098175,0.7812663316726685,0.4325443208217621
560,0.9655973315238952,0.9807021021842957,0.7666566967964172,0.3523057997226715,0.7819665670394897,0.4326649606227875
565,0.9659597277641296,0.9806634783744812,0.766752302646637,0.3519255816936493,0.7824682593345642,0.4326632618904114
570,0.9656360745429992,0.9806839227676392,0.7666786909103394,0.3516257703304291,0.7828280329704285,0.433317095041275
575,0.9658610224723816,0.9804865121841432,0.7670097351074219,0.3517521917819977,0.7825435996055603,0.4332192838191986
580,0.9655615091323853,0.9805378317832948,0.766460120677948,0.352394163608551,0.7823153138160706,0.4326256215572357
585,0.9659634828567504,0.9806333780288696,0.7666754126548767,0.3526637554168701,0.7822825312614441,0.4331278800964355
590,0.9661234021186828,0.9804930686950684,0.7664124369621277,0.3527243137359619,0.7827693223953247,0.4333291947841644
595,0.9659687876701356,0.980784833431244,0.7660069465637207,0.3528999090194702,0.7823323011398315,0.4331424832344055
600,0.966652810573578,0.9805364608764648,0.7663466334342957,0.3530855178833008,0.7819268107414246,0.4328913688659668
605,0.9667803645133972,0.9804725050926208,0.766355037689209,0.3536962568759918,0.7821592688560486,0.4328893721103668
610,0.9668693542480468,0.9805302619934082,0.7663417458534241,0.3541193008422851,0.7825480699539185,0.4333774745464325
615,0.966797649860382,0.980601131916046,0.7667034864425659,0.3543190062046051,0.7826545834541321,0.4333161413669586
620,0.966369330883026,0.9805275201797484,0.7668916583061218,0.353863388299942,0.7826678156852722,0.4332110583782196
625,0.9662650227546692,0.9804612398147584,0.767497181892395,0.3536150157451629,0.7831922769546509,0.4333084523677826
630,0.9663026928901672,0.980446755886078,0.7675665020942688,0.353659838438034,0.783320426940918,0.4328621923923492
635,0.9659658670425416,0.9804007411003112,0.7677553296089172,0.3539339900016784,0.7832450866699219,0.4320788383483886
640,0.9664487242698668,0.9807926416397096,0.7677310109138489,0.3544897139072418,0.7836061716079712,0.4316527545452118
645,0.9666208624839784,0.9810199737548828,0.7676388621330261,0.3548177480697632,0.7830646634101868,0.4316900372505188
650,0.9666337966918944,0.9810858964920044,0.7678337097167969,0.3546161651611328,0.782844066619873,0.4315512776374817
655,0.9660239219665528,0.9810881018638612,0.767533004283905,0.354253202676773,0.7831241488456726,0.4319141507148742
660,0.9662365317344666,0.9812389612197876,0.7678346037864685,0.3543260991573334,0.7828958034515381,0.4320299327373504
665,0.9661205410957336,0.9812828898429872,0.7674176096916199,0.3540753424167633,0.7826005220413208,0.433051198720932
670,0.9668130874633788,0.9810914397239684,0.7676064372062683,0.3533030748367309,0.7827221751213074,0.4332320392131805
675,0.9665735363960266,0.981251060962677,0.7675039172172546,0.3529605567455292,0.7822368741035461,0.4328593313694
680,0.9669989943504332,0.9810207486152648,0.7674216628074646,0.3532654941082001,0.7822105884552002,0.4325801432132721
685,0.9670730829238892,0.9810933470726012,0.7668609023094177,0.3530958890914917,0.7816425561904907,0.4325223863124847
690,0.966830849647522,0.9809889197349548,0.766483724117279,0.3536885380744934,0.7813300490379333,0.43227419257164
695,0.9666671752929688,0.9807518124580384,0.766219437122345,0.3530395030975342,0.7810790538787842,0.4324668049812317
700,0.9663801193237304,0.9807111620903016,0.7659047842025757,0.3535777628421783,0.7812906503677368,0.4317378103733063
705,0.9665257334709167,0.981089413166046,0.7658402323722839,0.3538852035999298,0.7807484269142151,0.4314269721508026
710,0.9669214487075806,0.9810601472854614,0.7652940154075623,0.3543728291988373,0.7807494401931763,0.430868536233902
